CID;TABCD;LCD;CLASS;TCD;STCD;NID;POL_LCD
58;1;2469;A;10;0;24679;14292
58;1;2473;A;10;0;24735;321
58;1;2474;A;10;0;24750;58408
58;1;2475;A;10;0;24761;565
58;1;2476;A;10;0;24766;14291
58;1;2477;A;10;0;24767;579
58;1;2479;A;10;0;24778;488
58;1;2481;A;10;0;24797;14291
58;1;2482;A;10;0;24845;674
58;1;2484;A;10;0;24804;373
58;1;2485;A;10;0;24812;662
58;1;2486;A;10;0;5431;514
58;1;2493;A;10;0;24980;14292
58;1;2494;A;10;0;25097;646
58;1;2497;A;10;0;25002;382
58;1;2498;A;10;0;25007;635
58;1;2499;A;10;0;25010;523
58;1;2500;A;10;0;25017;315
58;1;2501;A;10;0;25023;573
58;1;2502;A;10;0;25032;469
58;1;2503;A;10;0;25183;593
58;1;2504;A;10;0;25184;432
58;1;2505;A;10;0;25046;382
58;1;2507;A;10;0;25204;465
58;1;2508;A;10;0;25214;594
58;1;2509;A;10;0;25221;422
58;1;2510;A;10;0;25234;686
58;1;2511;A;10;0;25235;387
58;1;2512;A;10;0;25253;522
58;1;2513;A;10;0;25262;548
58;1;2514;A;10;0;25263;403
58;1;2516;A;10;0;25279;14292
58;1;2517;A;10;0;25291;539
58;1;2518;A;10;0;25305;339
58;1;2519;A;10;0;25308;312
58;1;2520;A;10;0;25314;385
58;1;2521;A;10;0;25349;14289
58;1;2522;A;10;0;25351;14289
58;1;2523;A;10;0;25356;599
58;1;2524;A;10;0;25362;651
58;1;2525;A;10;0;25365;651
58;1;2526;A;10;0;25389;441
58;1;2527;A;10;0;25429;454
58;1;2528;A;10;0;25444;723
58;1;2529;A;10;0;25445;723
58;1;2530;A;10;0;25449;665
58;1;2531;A;10;0;22291;569
58;1;2532;A;10;0;25472;599
58;1;2535;A;10;0;25520;679
58;1;2537;A;10;0;25770;561
58;1;2538;A;10;0;25777;566
58;1;2539;A;10;0;25568;58409
58;1;2541;A;10;0;25588;656
58;1;2542;A;10;0;25596;681
58;1;2543;A;10;0;25607;678
58;1;2545;A;10;0;25645;705
58;1;2546;A;10;0;25648;609
58;1;2548;A;10;0;25686;637
58;1;2549;A;10;0;25688;672
58;1;2550;A;10;0;25700;624
58;1;2552;A;10;0;25706;681
58;1;2553;A;10;0;25784;684
58;1;2554;A;10;0;25752;685
58;1;2555;A;10;0;25759;667
58;1;2556;A;10;0;25761;400
58;1;2557;A;10;0;28677;640
58;1;2558;A;10;0;25832;688
58;1;2559;A;10;0;25846;604
58;1;2561;A;10;0;25848;451
58;1;2562;A;10;0;25854;560
58;1;2563;A;10;0;25869;352
58;1;2566;A;10;0;25957;690
58;1;2568;A;10;0;26018;359
58;1;2569;A;10;0;26040;312
58;1;2570;A;10;0;26043;3231
58;1;2571;A;10;0;26051;548
58;1;2572;A;10;0;26057;366
58;1;2573;A;10;0;26061;495
58;1;2575;A;10;0;26112;14291
58;1;2576;A;10;0;26114;468
58;1;2577;A;10;0;26119;570
58;1;2580;A;10;0;26179;421
58;1;2581;A;10;0;26192;394
58;1;2582;A;10;0;26194;601
58;1;2583;A;10;0;26222;3231
58;1;2584;A;10;0;26225;538
58;1;2585;A;10;0;26230;502
58;1;2586;A;10;0;26231;353
58;1;2587;A;10;0;26233;14292
58;1;2589;A;10;0;26258;694
58;1;2590;A;10;0;26275;443
58;1;2591;A;10;0;26283;577
58;1;2592;A;10;0;26296;434
58;1;2593;A;10;0;26304;334
58;1;2594;A;10;0;26317;695
58;1;2596;A;10;0;26336;652
58;1;2597;A;10;0;26342;502
58;1;2598;A;10;0;26344;502
58;1;2599;A;10;0;26345;599
58;1;2600;A;10;0;26366;566
58;1;2601;A;10;0;26364;632
58;1;2602;A;10;0;26368;462
58;1;2604;A;10;0;8195;529
58;1;2605;A;10;0;26389;602
58;1;2606;A;10;0;26390;561
58;1;2607;A;10;0;26508;539
58;1;2610;A;10;0;26534;382
58;1;2612;A;10;0;26553;617
58;1;2613;A;10;0;26560;623
58;1;2614;A;10;0;26561;561
58;1;2615;A;10;0;26583;362
58;1;2616;A;10;0;26602;574
58;1;2617;A;10;0;26607;3231
58;1;2618;A;10;0;26612;698
58;1;2619;A;10;0;26629;728
58;1;2620;A;10;0;26664;399
58;1;2621;A;10;0;26688;679
58;1;2623;A;10;0;26728;623
58;1;2624;A;10;0;26730;552
58;1;2626;A;10;0;26756;387
58;1;2627;A;10;0;26780;661
58;1;2628;A;10;0;26786;573
58;1;2630;A;10;0;26815;646
58;1;2631;A;10;0;26820;336
58;1;2632;A;10;0;26835;613
58;1;2633;A;10;0;26842;607
58;1;2634;A;10;0;26848;352
58;1;2635;A;10;0;26850;475
58;1;2636;A;10;0;26855;14290
58;1;2637;A;10;0;26856;699
58;1;2638;A;10;0;26860;569
58;1;2640;A;10;0;26880;658
58;1;2642;A;10;0;26907;629
58;1;2643;A;10;0;26916;653
58;1;2645;A;10;0;26976;488
58;1;2646;A;10;0;26985;599
58;1;2647;A;10;0;27011;321
58;1;2648;A;10;0;27014;555
58;1;2652;A;10;0;27031;2791
58;1;2653;A;10;0;27048;315
58;1;2654;A;10;0;27077;510
58;1;2655;A;10;0;27084;702
58;1;2657;A;10;0;27104;528
58;1;2658;A;10;0;27128;623
58;1;2659;A;10;0;27156;610
58;1;2660;A;10;0;27186;470
58;1;2661;A;10;0;27193;705
58;1;2662;A;10;0;27198;359
58;1;2663;A;10;0;27201;510
58;1;2665;A;10;0;27214;433
58;1;2666;A;10;0;27178;573
58;1;2667;A;10;0;27179;366
58;1;2670;A;10;0;27245;323
58;1;2671;A;10;0;27252;664
58;1;2675;A;10;0;27314;530
58;1;2676;A;10;0;27323;658
58;1;2677;A;10;0;27336;651
58;1;2678;A;10;0;27340;690
58;1;2679;A;10;0;27341;653
58;1;2681;A;10;0;27350;611
58;1;2682;A;10;0;27458;589
58;1;2683;A;10;0;27376;709
58;1;2684;A;10;0;27550;667
58;1;2685;A;10;0;27433;692
58;1;2686;A;10;0;27461;705
58;1;2687;A;10;0;27474;504
58;1;2688;A;10;0;27507;359
58;1;2689;A;10;0;17236;573
58;1;2690;A;10;0;27508;429
58;1;2691;A;10;0;27510;401
58;1;2692;A;10;0;27523;498
58;1;2693;A;10;0;27544;361
58;1;2694;A;10;0;27547;382
58;1;2698;A;10;0;27593;679
58;1;2699;A;10;0;27623;609
58;1;2700;A;10;0;27635;487
58;1;2701;A;10;0;27639;623
58;1;2702;A;10;0;27643;326
58;1;2703;A;10;0;27651;319
58;1;2705;A;10;0;2914;360
58;1;2707;A;10;0;27675;583
58;1;2709;A;10;0;27732;475
58;1;2710;A;10;0;27741;695
58;1;2711;A;10;0;27743;698
58;1;2714;A;10;0;27775;669
58;1;2717;A;10;0;27807;319
58;1;2718;A;10;0;27811;312
58;1;2719;A;10;0;27815;651
58;1;2720;A;10;0;27819;617
58;1;2721;A;10;0;27828;453
58;1;2722;A;10;0;27839;469
58;1;2723;A;10;0;27858;574
58;1;2724;A;10;0;27865;666
58;1;2726;A;10;0;27896;401
58;1;2727;A;10;0;27905;718
58;1;2728;A;10;0;27909;610
58;1;2729;A;10;0;27932;719
58;1;2731;A;10;0;27958;566
58;1;2732;A;10;0;28191;14292
58;1;2733;A;10;0;27969;14290
58;1;2735;A;10;0;27983;348
58;1;2736;A;10;0;27984;720
58;1;2737;A;10;0;28013;332
58;1;2740;A;10;0;28044;14291
58;1;2741;A;10;0;28048;58408
58;1;2742;A;10;0;28061;352
58;1;2747;A;10;0;28220;319
58;1;2750;A;10;0;28230;540
58;1;2751;A;10;0;28244;667
58;1;2752;A;10;0;2933;597
58;1;2753;A;10;0;28138;723
58;1;2754;A;10;0;28141;451
58;1;2758;A;10;0;28172;455
58;1;2759;A;10;0;28303;334
58;1;2760;A;10;0;28306;14292
58;1;2763;A;10;0;28325;454
58;1;2764;A;10;0;28331;359
58;1;2766;A;10;0;28334;362
58;1;2768;A;10;0;28342;533
58;1;2769;A;10;0;28372;348
58;1;2772;A;10;0;28406;441
58;1;2773;A;10;0;28417;609
58;1;2775;A;10;0;28443;14291
58;1;2776;A;10;0;28449;433
58;1;2778;A;10;0;28466;418
58;1;2779;A;10;0;28597;348
58;1;2780;A;10;0;28480;394
58;1;2781;A;10;0;28484;678
58;1;2783;A;10;0;28601;410
58;1;2784;A;10;0;28553;324
58;1;2787;A;10;0;23628;686
58;1;2789;A;10;0;28580;615
58;1;2790;A;10;0;28581;340
58;1;2803;A;10;0;564;699
58;1;2804;A;10;0;583;672
58;1;2805;A;10;0;663;392
58;1;2807;A;10;0;752;709
58;1;2808;A;10;0;904;670
58;1;2809;A;10;0;966;14290
58;1;2813;A;10;0;1503;658
58;1;2814;A;10;0;1739;369
58;1;2815;A;10;0;2668;475
58;1;2816;A;10;0;25682;610
58;1;2817;A;10;0;2681;645
58;1;2818;A;10;0;2739;587
58;1;2819;A;10;0;2758;578
58;1;2821;A;10;0;2770;657
58;1;2822;A;10;0;2820;541
58;1;2823;A;10;0;2885;2800
58;1;2824;A;10;0;2969;305
58;1;2825;A;10;0;3122;382
58;1;2826;A;10;0;3132;451
58;1;2829;A;10;0;3159;382
58;1;2833;A;10;0;3440;2798
58;1;2834;A;10;0;3477;574
58;1;2837;A;10;0;3709;371
58;1;2839;A;10;0;3721;586
58;1;2846;A;10;0;3887;576
58;1;2847;A;10;0;3980;678
58;1;2848;A;10;0;3985;410
58;1;2850;A;10;0;5321;686
58;1;2851;A;10;0;4168;587
58;1;2854;A;10;0;4341;640
58;1;2856;A;10;0;4420;498
58;1;2857;A;10;0;4500;357
58;1;2858;A;10;0;4603;632
58;1;2859;A;10;0;4614;578
58;1;2862;A;10;0;4738;651
58;1;2863;A;10;0;4810;404
58;1;2866;A;10;0;4863;453
58;1;2867;A;10;0;5164;645
58;1;2868;A;10;0;12033;664
58;1;2869;A;10;0;4931;657
58;1;2872;A;10;0;5231;340
58;1;2873;A;10;0;5351;362
58;1;2875;A;10;0;5537;371
58;1;2877;A;10;0;5788;597
58;1;2880;A;10;0;5992;640
58;1;2881;A;10;0;6030;587
58;1;2882;A;10;0;3327;58409
58;1;2884;A;10;0;8758;686
58;1;2886;A;10;0;6316;699
58;1;2887;A;10;0;6353;585
58;1;2888;A;10;0;6432;612
58;1;2889;A;10;0;6560;623
58;1;2890;A;10;0;6575;315
58;1;2894;A;10;0;6658;2798
58;1;2896;A;10;0;6845;58409
58;1;2899;A;10;0;6996;458
58;1;2901;A;10;0;7121;449
58;1;2903;A;10;0;7182;574
58;1;2904;A;10;0;7183;491
58;1;2906;A;10;0;7207;640
58;1;2908;A;10;0;7256;578
58;1;2909;A;10;0;7318;460
58;1;2913;A;10;0;7582;593
58;1;2914;A;10;0;7836;396
58;1;2917;A;10;0;7904;422
58;1;2918;A;10;0;8584;323
58;1;2921;A;10;0;8400;2792
58;1;2922;A;10;0;8449;365
58;1;2923;A;10;0;8599;576
58;1;2924;A;10;0;8705;2799
58;1;2925;A;10;0;8847;685
58;1;2927;A;10;0;8956;587
58;1;2928;A;10;0;9066;619
58;1;2929;A;10;0;9175;440
58;1;2932;A;10;0;9423;481
58;1;2933;A;10;0;9542;512
58;1;2934;A;10;0;9583;559
58;1;2936;A;10;0;9729;440
58;1;2937;A;10;0;10140;610
58;1;2938;A;10;0;9788;534
58;1;2939;A;10;0;9945;429
58;1;2941;A;10;0;10005;574
58;1;2946;A;10;0;10379;443
58;1;2947;A;10;0;10416;614
58;1;2948;A;10;0;10425;591
58;1;2950;A;10;0;10735;586
58;1;2952;A;10;0;10781;401
58;1;2953;A;10;0;10827;586
58;1;2955;A;10;0;10904;353
58;1;2957;A;10;0;11054;2791
58;1;2959;A;10;0;11222;2799
58;1;2961;A;10;0;3442;610
58;1;2962;A;10;0;11398;443
58;1;2964;A;10;0;11416;504
58;1;2965;A;10;0;11421;611
58;1;2966;A;10;0;11434;449
58;1;2967;A;10;0;11507;541
58;1;2968;A;10;0;11518;587
58;1;2969;A;10;0;11560;357
58;1;2973;A;10;0;11665;623
58;1;2976;A;10;0;12020;586
58;1;2979;A;10;0;12415;402
58;1;2980;A;10;0;12515;392
58;1;2982;A;10;0;12652;353
58;1;2983;A;10;0;12655;488
58;1;2984;A;10;0;12688;646
58;1;2985;A;10;0;12860;559
58;1;2986;A;10;0;12864;392
58;1;2987;A;10;0;13032;488
58;1;2989;A;10;0;13349;2798
58;1;2990;A;10;0;13367;440
58;1;2993;A;10;0;13498;382
58;1;2996;A;10;0;13610;696
58;1;2998;A;10;0;13678;639
58;1;3001;A;10;0;24518;455
58;1;3003;A;10;0;14462;315
58;1;3004;A;10;0;13926;491
58;1;3006;A;10;0;14141;523
58;1;3008;A;10;0;14930;498
58;1;3010;A;10;0;14943;586
58;1;3012;A;10;0;14966;340
58;1;3016;A;10;0;15324;337
58;1;3018;A;10;0;19407;529
58;1;3019;A;10;0;15314;340
58;1;3020;A;10;0;15356;504
58;1;3021;A;10;0;15489;382
58;1;3022;A;10;0;15563;511
58;1;3024;A;10;0;15603;498
58;1;3025;A;10;0;15606;638
58;1;3027;A;10;0;15796;340
58;1;3028;A;10;0;15880;658
58;1;3029;A;10;0;16209;462
58;1;3032;A;10;0;16238;458
58;1;3035;A;10;0;16343;359
58;1;3039;A;10;0;16628;2792
58;1;3042;A;10;0;16793;402
58;1;3044;A;10;0;16885;2792
58;1;3046;A;10;0;17002;2799
58;1;3048;A;10;0;17078;469
58;1;3049;A;10;0;16626;686
58;1;3050;A;10;0;17173;578
58;1;3051;A;10;0;17207;362
58;1;3053;A;10;0;17317;58409
58;1;3054;A;10;0;17395;504
58;1;3056;A;10;0;17759;579
58;1;3058;A;10;0;17506;661
58;1;3061;A;10;0;17980;623
58;1;3063;A;10;0;18059;657
58;1;3065;A;10;0;10885;529
58;1;3068;A;10;0;18163;495
58;1;3069;A;10;0;18212;670
58;1;3070;A;10;0;18306;422
58;1;3071;A;10;0;18326;337
58;1;3072;A;10;0;18352;623
58;1;3073;A;10;0;18383;558
58;1;3074;A;10;0;18409;586
58;1;3078;A;10;0;18739;645
58;1;3079;A;10;0;18782;665
58;1;3080;A;10;0;18791;510
58;1;3081;A;10;0;18818;326
58;1;3082;A;10;0;18934;369
58;1;3083;A;10;0;19362;58408
58;1;3084;A;10;0;19425;699
58;1;3085;A;10;0;19435;511
58;1;3086;A;10;0;25044;336
58;1;3087;A;10;0;19471;586
58;1;3089;A;10;0;19584;585
58;1;3090;A;10;0;19615;510
58;1;3091;A;10;0;19618;433
58;1;3093;A;10;0;19804;699
58;1;3094;A;10;0;19825;591
58;1;3095;A;10;0;19921;371
58;1;3096;A;10;0;19989;619
58;1;3097;A;10;0;20007;597
58;1;3098;A;10;0;20046;400
58;1;3100;A;10;0;20663;541
58;1;3101;A;10;0;20705;615
58;1;3102;A;10;0;20716;607
58;1;3103;A;10;0;20744;494
58;1;3104;A;10;0;20754;541
58;1;3107;A;10;0;20978;491
58;1;3109;A;10;0;21131;440
58;1;3110;A;10;0;21142;613
58;1;3111;A;10;0;21280;578
58;1;3112;A;10;0;21335;672
58;1;3113;A;10;0;21362;429
58;1;3116;A;10;0;21514;443
58;1;3117;A;10;0;21516;353
58;1;3118;A;10;0;21539;586
58;1;3121;A;10;0;21571;512
58;1;3122;A;10;0;21786;2798
58;1;3123;A;10;0;21803;615
58;1;3125;A;10;0;21835;591
58;1;3128;A;10;0;22164;599
58;1;3129;A;10;0;22383;672
58;1;3131;A;10;0;22583;568
58;1;3132;A;10;0;22596;420
58;1;3133;A;10;0;22644;568
58;1;3134;A;10;0;22676;2798
58;1;3137;A;10;0;22755;568
58;1;3139;A;10;0;22876;632
58;1;3140;A;10;0;22907;664
58;1;3141;A;10;0;22918;709
58;1;3142;A;10;0;23009;638
58;1;3143;A;10;0;23055;646
58;1;3144;A;10;0;23075;396
58;1;3145;A;10;0;23101;443
58;1;3146;A;10;0;15820;365
58;1;3147;A;10;0;23583;420
58;1;3153;A;10;0;23737;2798
58;1;3154;A;10;0;23834;460
58;1;3155;A;10;0;23849;632
58;1;3158;A;10;0;23951;657
58;1;3159;A;10;0;24012;2799
58;1;3161;A;10;0;24070;491
58;1;3162;A;10;0;24141;498
58;1;3163;A;10;0;24217;632
58;1;3164;A;10;0;24278;558
58;1;3165;A;10;0;19087;529
58;1;3167;A;10;0;22701;641
58;1;3168;A;10;0;24382;666
58;1;3169;A;10;0;24422;645
58;1;3170;A;10;0;24437;353
58;1;3173;A;10;0;24607;670
58;1;3174;A;10;0;24612;443
58;1;3175;A;10;0;24720;491
58;1;3176;A;10;0;24732;494
58;1;3177;A;10;0;17554;529
58;1;3178;A;10;0;24905;382
58;1;3181;A;10;0;25040;624
58;1;3182;A;10;0;25312;699
58;1;3184;A;10;0;25440;534
58;1;3186;A;10;0;25515;593
58;1;3187;A;10;0;25526;357
58;1;3188;A;10;0;25532;599
58;1;3189;A;10;0;25577;453
58;1;3193;A;10;0;25656;652
58;1;3195;A;10;0;25766;382
58;1;3196;A;10;0;28682;2792
58;1;3197;A;10;0;25816;565
58;1;3198;A;10;0;25822;2793
58;1;3199;A;10;0;26199;693
58;1;3200;A;10;0;26290;615
58;1;3203;A;10;0;26494;639
58;1;3206;A;10;0;26695;2800
58;1;3209;A;10;0;18493;529
58;1;3212;A;10;0;27556;658
58;1;3213;A;10;0;27756;586
58;1;3214;A;10;0;27768;657
58;1;3220;A;10;0;18349;529
58;1;3223;A;10;0;28329;534
58;1;3232;A;10;0;607;409
58;1;3234;A;10;0;1624;704
58;1;3239;A;10;0;2725;464
58;1;3240;A;10;0;28185;520
58;1;3244;A;10;0;3679;469
58;1;3245;A;10;0;27620;455
58;1;3248;A;10;0;5185;612
58;1;3249;A;10;0;5243;440
58;1;3250;A;10;0;5072;666
58;1;3251;A;10;0;5266;360
58;1;3252;A;10;0;6023;58413
58;1;3254;A;10;0;7157;365
58;1;3255;A;10;0;7349;520
58;1;3256;A;10;0;7922;714
58;1;3259;A;10;0;8355;464
58;1;3262;A;10;0;10844;455
58;1;3264;A;10;0;9608;58411
58;1;3266;A;10;0;10521;520
58;1;3269;A;10;0;11210;656
58;1;3273;A;10;0;12868;504
58;1;3276;A;10;0;24520;455
58;1;3278;A;10;0;15090;309
58;1;3279;A;10;0;15131;520
58;1;3280;A;10;0;15150;429
58;1;3281;A;10;0;15233;2800
58;1;3282;A;10;0;15473;359
58;1;3283;A;10;0;15548;349
58;1;3284;A;10;0;16645;58411
58;1;3286;A;10;0;16860;623
58;1;3287;A;10;0;16918;530
58;1;3289;A;10;0;18040;455
58;1;3291;A;10;0;18445;484
58;1;3292;A;10;0;18588;464
58;1;3293;A;10;0;19020;409
58;1;3294;A;10;0;19060;714
58;1;3297;A;10;0;21470;672
58;1;3298;A;10;0;21891;397
58;1;3300;A;10;0;21952;439
58;1;3301;A;10;0;22479;484
58;1;3304;A;10;0;22857;3227
58;1;3307;A;10;0;3298;609
58;1;3309;A;10;0;5275;14292
58;1;3310;A;10;0;25093;326
58;1;3312;A;10;0;26239;461
58;1;3313;A;10;0;26509;650
58;1;3314;A;10;0;26742;587
58;1;3315;A;10;0;26770;625
58;1;3317;A;10;0;27062;349
58;1;3318;A;10;0;27172;375
58;1;3319;A;10;0;27275;409
58;1;3321;A;10;0;28000;3227
58;1;3322;A;10;0;28436;58409
58;1;3326;A;10;0;2685;3227
58;1;3327;A;10;0;19303;573
58;1;3328;A;10;0;8471;650
58;1;3330;A;10;0;25270;625
58;1;3333;A;10;0;21476;455
58;1;3336;A;10;0;4389;58410
58;1;3337;A;10;0;2648;397
58;1;3341;A;10;0;13795;713
58;1;3343;A;10;0;20141;58411
58;1;3345;A;10;0;17538;58411
58;1;3347;A;10;0;17550;455
58;1;3352;A;10;0;9237;576
58;1;3353;A;10;0;577;2791
58;1;3356;A;10;0;735;418
58;1;3359;A;10;0;1483;638
58;1;3360;A;10;0;1609;394
58;1;3361;A;10;0;1616;713
58;1;3363;A;10;0;1706;497
58;1;3365;A;10;0;26308;529
58;1;3366;A;10;0;1782;323
58;1;3367;A;10;0;1818;645
58;1;3368;A;10;0;1847;2791
58;1;3369;A;10;0;2581;323
58;1;3370;A;10;0;2616;629
58;1;3371;A;10;0;983;688
58;1;3372;A;10;0;2676;638
58;1;3373;A;10;0;2694;629
58;1;3374;A;10;0;2699;629
58;1;3375;A;10;0;2700;497
58;1;3376;A;10;0;2771;587
58;1;3378;A;10;0;2782;700
58;1;3379;A;10;0;2831;449
58;1;3380;A;10;0;2841;587
58;1;3381;A;10;0;2842;579
58;1;3383;A;10;0;2851;58413
58;1;3384;A;10;0;2921;610
58;1;3385;A;10;0;2937;316
58;1;3388;A;10;0;3083;323
58;1;3391;A;10;0;3266;537
58;1;3392;A;10;0;3297;713
58;1;3395;A;10;0;28309;529
58;1;3396;A;10;0;3697;638
58;1;3397;A;10;0;4072;324
58;1;3398;A;10;0;4137;615
58;1;3399;A;10;0;4160;474
58;1;3401;A;10;0;4343;436
58;1;3404;A;10;0;28379;529
58;1;3407;A;10;0;4484;352
58;1;3409;A;10;0;4981;359
58;1;3410;A;10;0;4996;2798
58;1;3411;A;10;0;5053;710
58;1;3412;A;10;0;5254;323
58;1;3414;A;10;0;5379;681
58;1;3416;A;10;0;27648;661
58;1;3417;A;10;0;5494;534
58;1;3418;A;10;0;5619;455
58;1;3420;A;10;0;5706;570
58;1;3423;A;10;0;5753;611
58;1;3424;A;10;0;5826;611
58;1;3427;A;10;0;5940;713
58;1;3428;A;10;0;5965;332
58;1;3429;A;10;0;6516;58413
58;1;3431;A;10;0;6065;58413
58;1;3432;A;10;0;6459;352
58;1;3434;A;10;0;6116;3229
58;1;3436;A;10;0;6303;352
58;1;3440;A;10;0;6707;14291
58;1;3444;A;10;0;7035;710
58;1;3446;A;10;0;7166;323
58;1;3447;A;10;0;7354;323
58;1;3449;A;10;0;7699;595
58;1;3450;A;10;0;7725;629
58;1;3451;A;10;0;7794;2791
58;1;3455;A;10;0;8152;638
58;1;3456;A;10;0;8286;58413
58;1;3457;A;10;0;8298;657
58;1;3459;A;10;0;8392;435
58;1;3460;A;10;0;8447;590
58;1;3463;A;10;0;8617;579
58;1;3467;A;10;0;9222;436
58;1;3468;A;10;0;22008;609
58;1;3469;A;10;0;9244;352
58;1;3471;A;10;0;9256;394
58;1;3474;A;10;0;9904;548
58;1;3475;A;10;0;25556;435
58;1;3476;A;10;0;9457;394
58;1;3477;A;10;0;9474;359
58;1;3478;A;10;0;9479;591
58;1;3479;A;10;0;9518;2798
58;1;3480;A;10;0;9572;348
58;1;3482;A;10;0;9932;352
58;1;3483;A;10;0;9654;352
58;1;3484;A;10;0;20859;609
58;1;3486;A;10;0;9707;611
58;1;3488;A;10;0;9749;352
58;1;3489;A;10;0;9832;359
58;1;3490;A;10;0;9960;666
58;1;3492;A;10;0;9984;548
58;1;3493;A;10;0;10160;479
58;1;3497;A;10;0;10377;418
58;1;3500;A;10;0;15686;565
58;1;3501;A;10;0;10893;323
58;1;3502;A;10;0;17960;58411
58;1;3505;A;10;0;11012;595
58;1;3506;A;10;0;11087;14291
58;1;3507;A;10;0;11126;470
58;1;3509;A;10;0;11351;359
58;1;3510;A;10;0;11406;407
58;1;3512;A;10;0;11474;462
58;1;3513;A;10;0;11508;352
58;1;3515;A;10;0;11831;479
58;1;3516;A;10;0;11832;638
58;1;3517;A;10;0;11856;58413
58;1;3518;A;10;0;11978;590
58;1;3522;A;10;0;12258;352
58;1;3523;A;10;0;12394;479
58;1;3526;A;10;0;12621;403
58;1;3527;A;10;0;12625;430
58;1;3529;A;10;0;12711;420
58;1;3530;A;10;0;12857;14289
58;1;3531;A;10;0;12804;666
58;1;3532;A;10;0;13174;372
58;1;3533;A;10;0;13234;495
58;1;3536;A;10;0;13511;723
58;1;3537;A;10;0;13592;641
58;1;3540;A;10;0;13726;704
58;1;3541;A;10;0;14339;495
58;1;3544;A;10;0;14452;461
58;1;3545;A;10;0;13965;14291
58;1;3547;A;10;0;19109;433
58;1;3548;A;10;0;13990;545
58;1;3550;A;10;0;14037;570
58;1;3552;A;10;0;14402;359
58;1;3554;A;10;0;14913;479
58;1;3556;A;10;0;15087;713
58;1;3558;A;10;0;15111;451
58;1;3559;A;10;0;15135;611
58;1;3561;A;10;0;15482;479
58;1;3563;A;10;0;15504;601
58;1;3564;A;10;0;15510;590
58;1;3566;A;10;0;15729;591
58;1;3569;A;10;0;15767;479
58;1;3573;A;10;0;15935;58413
58;1;3574;A;10;0;16017;479
58;1;3577;A;10;0;16381;479
58;1;3579;A;10;0;16658;394
58;1;3580;A;10;0;16669;723
58;1;3581;A;10;0;16680;495
58;1;3586;A;10;0;16922;533
58;1;3587;A;10;0;16955;587
58;1;3588;A;10;0;16985;334
58;1;3589;A;10;0;17038;558
58;1;3590;A;10;0;17073;537
58;1;3591;A;10;0;17080;352
58;1;3592;A;10;0;17192;700
58;1;3593;A;10;0;17239;2791
58;1;3594;A;10;0;1209;678
58;1;3595;A;10;0;17422;570
58;1;3602;A;10;0;18023;638
58;1;3603;A;10;0;18028;611
58;1;3604;A;10;0;18211;352
58;1;3605;A;10;0;18212;661
58;1;3609;A;10;0;18383;657
58;1;3610;A;10;0;18409;548
58;1;3611;A;10;0;18487;324
58;1;3613;A;10;0;18583;534
58;1;3616;A;10;0;18714;479
58;1;3617;A;10;0;18722;323
58;1;3619;A;10;0;18792;665
58;1;3620;A;10;0;18947;718
58;1;3621;A;10;0;19079;3338
58;1;3622;A;10;0;19113;403
58;1;3624;A;10;0;19265;394
58;1;3627;A;10;0;19326;665
58;1;3630;A;10;0;19766;352
58;1;3631;A;10;0;19852;611
58;1;3633;A;10;0;19960;548
58;1;3635;A;10;0;20065;479
58;1;3636;A;10;0;20163;403
58;1;3638;A;10;0;20290;638
58;1;3639;A;10;0;20295;308
58;1;3640;A;10;0;20498;548
58;1;3641;A;10;0;20505;2791
58;1;3642;A;10;0;20540;2791
58;1;3645;A;10;0;20623;474
58;1;3646;A;10;0;20624;2798
58;1;3647;A;10;0;20871;323
58;1;3648;A;10;0;20659;58413
58;1;3649;A;10;0;3066;58413
58;1;3651;A;10;0;20879;308
58;1;3652;A;10;0;20742;495
58;1;3653;A;10;0;20758;629
58;1;3655;A;10;0;20911;2798
58;1;3656;A;10;0;20956;337
58;1;3658;A;10;0;20957;534
58;1;3661;A;10;0;21090;58413
58;1;3663;A;10;0;21263;640
58;1;3665;A;10;0;21812;497
58;1;3666;A;10;0;21840;2798
58;1;3667;A;10;0;22270;14290
58;1;3668;A;10;0;21881;645
58;1;3669;A;10;0;22280;366
58;1;3670;A;10;0;21926;713
58;1;3671;A;10;0;21973;436
58;1;3672;A;10;0;22319;723
58;1;3673;A;10;0;22148;2798
58;1;3675;A;10;0;22119;2798
58;1;3676;A;10;0;22357;529
58;1;3679;A;10;0;22629;453
58;1;3680;A;10;0;22634;638
58;1;3681;A;10;0;22643;352
58;1;3682;A;10;0;22656;2798
58;1;3685;A;10;0;22801;323
58;1;3687;A;10;0;22856;611
58;1;3689;A;10;0;23025;511
58;1;3692;A;10;0;23168;476
58;1;3693;A;10;0;23204;323
58;1;3694;A;10;0;23212;661
58;1;3698;A;10;0;20315;681
58;1;3701;A;10;0;23338;572
58;1;3703;A;10;0;23488;2798
58;1;3704;A;10;0;23536;638
58;1;3705;A;10;0;23712;58413
58;1;3706;A;10;0;23745;590
58;1;3707;A;10;0;23754;352
58;1;3708;A;10;0;23776;681
58;1;3709;A;10;0;23783;702
58;1;3710;A;10;0;23885;638
58;1;3711;A;10;0;24001;14290
58;1;3713;A;10;0;24111;632
58;1;3714;A;10;0;24261;638
58;1;3715;A;10;0;24352;473
58;1;3717;A;10;0;24390;334
58;1;3719;A;10;0;24449;473
58;1;3720;A;10;0;24478;611
