CID;TABCD;LCD;NEG_OFF_LCD;POS_OFF_LCD
58;1;34182;8563;
58;1;34917;8954;8955
58;1;35044;35045;9436
58;1;35045;;35044
58;1;35071;;44152
58;1;35076;;35077
58;1;35077;35076;35084
58;1;35084;35077;35085
58;1;35085;35084;
58;1;35088;9157;35089
58;1;35089;35088;35090
58;1;35090;35089;9158
58;1;35116;8465;8467
58;1;35122;46578;
58;1;35147;9507;35148
58;1;35148;35147;
58;1;35164;13458;8521
58;1;35165;31407;
58;1;35191;31553;35192
58;1;35192;35191;8867
58;1;35301;;35302
58;1;35302;35301;
58;1;35310;;35311
58;1;35311;35310;
58;1;35352;;35353
58;1;35353;35352;
58;1;35531;;35532
58;1;35532;35531;35533
58;1;35533;35532;
58;1;35551;;35553
58;1;35553;35551;
58;1;35751;;35752
58;1;35752;35751;35753
58;1;35753;35752;
58;1;36031;8680;39048
58;1;36032;32287;32119
58;1;36035;8493;8494
58;1;36071;8482;
58;1;36077;33197;33198
58;1;36088;33011;36089
58;1;36089;36088;32377
58;1;36097;;36098
58;1;36098;36097;
58;1;36110;;36111
58;1;36111;36110;
58;1;36118;;36119
58;1;36119;36118;
58;1;36134;;36135
58;1;36135;36134;36136
58;1;36136;36135;
58;1;36179;9519;36180
58;1;36180;36179;
58;1;36212;8501;46578
58;1;36224;;36225
58;1;36225;36224;36226
58;1;36226;36225;
58;1;36257;;36258
58;1;36258;36257;
58;1;36434;43423;36435
58;1;36435;36434;
58;1;36516;53753;
58;1;36562;8798;8799
58;1;36578;53432;
58;1;36581;;7124
58;1;37420;53702;
58;1;37644;37877;
58;1;37663;;37664
58;1;37664;37663;37665
58;1;37665;37664;
58;1;37877;;37644
58;1;38118;;38119
58;1;38119;38118;
58;1;38140;;38141
58;1;38141;38140;
58;1;38200;;38201
58;1;38201;38200;
58;1;38294;;38295
58;1;38295;38294;
58;1;38345;9072;47247
58;1;38395;47231;
58;1;38454;;38455
58;1;38455;38454;
58;1;38561;8430;8431
58;1;38695;;52275
58;1;38798;;46027
58;1;38970;8843;
58;1;38985;9703;
58;1;38987;;7081
58;1;38997;7093;
58;1;39031;9173;
58;1;39032;;9174
58;1;39033;9174;39034
58;1;39034;39033;
58;1;39035;8850;
58;1;39036;;8852
58;1;39037;8648;39038
58;1;39038;39037;6488
58;1;39039;6488;
58;1;39040;8692;
58;1;39041;8725;39042
58;1;39042;39041;39043
58;1;39043;39042;39044
58;1;39044;39043;8726
58;1;39045;8724;8725
58;1;39046;8992;45080
58;1;39047;53578;39079
58;1;39048;36031;39049
58;1;39049;39048;39050
58;1;39050;39049;8682
58;1;39051;8828;39052
58;1;39052;39051;39053
58;1;39053;39052;39054
58;1;39054;39053;
58;1;39055;8847;43422
58;1;39056;39081;39057
58;1;39057;39056;
58;1;39058;39059;8934
58;1;39059;39060;39058
58;1;39060;;39059
58;1;39061;;39062
58;1;39062;39061;39063
58;1;39063;39062;9039
58;1;39064;;9041
58;1;39065;;8626
58;1;39066;8645;
58;1;39068;8646;8647
58;1;39074;8851;
58;1;39076;43416;
58;1;39077;8690;8692
58;1;39078;8694;43429
58;1;39079;39047;9031
58;1;39080;;8661
58;1;39081;8865;39056
58;1;39191;8825;
58;1;39290;8765;
58;1;39444;;8977
58;1;39448;8628;
58;1;39796;55928;39797
58;1;39797;39796;7005
58;1;39798;7077;7080
58;1;39803;7110;7111
58;1;39804;7135;
58;1;39808;;40067
58;1;39990;8969;39992
58;1;39992;39990;47632
58;1;39994;8975;8976
58;1;39995;8981;39996
58;1;39996;39995;
58;1;40062;8647;
58;1;40067;39808;
58;1;40072;8630;
58;1;40581;;9054
58;1;40757;;56642
58;1;40764;;9781
58;1;40766;8908;8909
58;1;40767;48446;
58;1;40825;43418;8817
58;1;40864;8821;40865
58;1;40865;40864;8822
58;1;40929;;40930
58;1;40930;40929;8781
58;1;41491;;41492
58;1;41492;41491;
58;1;41599;;41600
58;1;41600;41599;
58;1;42058;;42061
58;1;42061;42058;
58;1;42128;14177;
58;1;42160;;8754
58;1;42184;;54907
58;1;42345;8748;
58;1;42362;;42363
58;1;42363;42362;
58;1;42374;8715;46585
58;1;42375;9484;9485
58;1;42415;;42416
58;1;42416;42415;
58;1;42473;44408;42474
58;1;42474;42473;42475
58;1;42475;42474;
58;1;42476;;42477
58;1;42477;42476;
58;1;42548;9092;
58;1;42607;7100;7101
58;1;42944;;52346
58;1;42946;42975;
58;1;42971;51649;
58;1;42975;;42946
58;1;43173;31361;
58;1;43221;43223;
58;1;43223;;43221
58;1;43414;8849;8850
58;1;43416;8651;39076
58;1;43417;30945;
58;1;43418;8816;40825
58;1;43419;8840;43420
58;1;43420;43419;
58;1;43421;8971;8972
58;1;43422;39055;43423
58;1;43423;43422;36434
58;1;43424;;43425
58;1;43425;43424;
58;1;43426;9119;43427
58;1;43427;43426;9121
58;1;43429;39078;
58;1;43500;5206;7031
58;1;43655;;8635
58;1;43671;;43673
58;1;43673;43671;
58;1;43818;9049;9050
58;1;43923;;43925
58;1;43925;43923;
58;1;44079;;44080
58;1;44080;44079;44081
58;1;44081;44080;
58;1;44152;35071;
58;1;44189;;44190
58;1;44190;44189;
58;1;44206;44207;
58;1;44207;;44206
58;1;44259;44260;
58;1;44260;;44259
58;1;44408;;42473
58;1;44710;9105;9106
58;1;44713;9107;
58;1;45080;39046;8993
58;1;45082;7111;
58;1;45107;;45108
58;1;45108;45107;
58;1;45130;;45131
58;1;45131;45130;45132
58;1;45132;45131;
58;1;45157;;45158
58;1;45158;45157;
58;1;45205;;45206
58;1;45206;45205;
58;1;45300;;45301
58;1;45301;45300;
58;1;45320;;45321
58;1;45321;45320;
58;1;45385;;45386
58;1;45386;45385;
58;1;45501;;45502
58;1;45502;45501;13876
58;1;45576;9939;
58;1;45619;9048;45620
58;1;45620;45619;
58;1;45621;45622;9053
58;1;45622;;45621
58;1;45658;8700;
58;1;46027;38798;
58;1;46527;;46528
58;1;46528;46527;46529
58;1;46529;46528;
58;1;46576;7227;
58;1;46578;36212;35122
58;1;46585;42374;
58;1;46631;;46632
58;1;46632;46631;
58;1;46640;;46641
58;1;46641;46640;
58;1;46650;;46651
58;1;46651;46650;
58;1;46659;;46660
58;1;46660;46659;
58;1;46675;32325;46676
58;1;46676;46675;46677
58;1;46677;46676;
58;1;46685;;46686
58;1;46686;46685;
58;1;46721;;9560
58;1;46725;;46726
58;1;46726;46725;
58;1;46735;;46736
58;1;46736;46735;
58;1;46746;;46747
58;1;46747;46746;
58;1;46783;9028;9029
58;1;46824;;46825
58;1;46825;46824;
58;1;46842;;46843
58;1;46843;46842;
58;1;46894;;46895
58;1;46895;46894;
58;1;46905;;46906
58;1;46906;46905;
58;1;46916;;46917
58;1;46917;46916;
58;1;46931;33372;9405
58;1;46940;;46941
58;1;46941;46940;
58;1;46957;;46958
58;1;46958;46957;46959
58;1;46959;46958;
58;1;46996;;46997
58;1;46997;46996;46998
58;1;46998;46997;
58;1;47022;8458;
58;1;47051;8457;47052
58;1;47052;47051;8458
58;1;47053;8454;8455
58;1;47070;;47231
58;1;47179;;47180
58;1;47180;47179;
58;1;47231;47070;38395
58;1;47247;38345;9074
58;1;47584;9654;
58;1;47594;9680;
58;1;47616;9127;
58;1;47629;8842;
58;1;47631;8841;
58;1;47632;39992;
58;1;47662;9135;
58;1;47676;7095;
58;1;47804;;8617
58;1;47805;8617;47806
58;1;47806;47805;
58;1;47813;9059;47816
58;1;47814;8990;8991
58;1;47816;47813;
58;1;47817;;8947
58;1;47818;8947;8948
58;1;47823;8936;8937
58;1;47840;;47841
58;1;47841;47840;
58;1;48177;;48178
58;1;48178;48177;
58;1;48215;55653;
58;1;48254;;48380
58;1;48274;48380;
58;1;48318;8655;8656
58;1;48323;8883;8884
58;1;48356;9162;
58;1;48380;48254;48274
58;1;48446;8909;40767
58;1;48472;56642;
58;1;48610;9054;9056
58;1;49231;8584;8585
58;1;50037;;51444
58;1;51125;8514;52444
58;1;51349;9095;
58;1;51362;52353;
58;1;51433;9844;51452
58;1;51444;50037;
58;1;51452;51433;
58;1;51547;;51550
58;1;51550;51547;
58;1;51645;;51649
58;1;51649;51645;42971
58;1;52008;8838;
58;1;52017;;8599
58;1;52078;54520;
58;1;52082;9170;
58;1;52083;9012;
58;1;52098;9108;
58;1;52100;8641;8642
58;1;52103;9011;54051
58;1;52104;;8543
58;1;52109;8844;
58;1;52121;9683;
58;1;52132;8603;8604
58;1;52168;8597;
58;1;52169;9040;
58;1;52187;9713;
58;1;52196;9677;
58;1;52197;9712;
58;1;52213;9691;
58;1;52243;9661;
58;1;52245;9692;
58;1;52246;9697;
58;1;52247;9134;
58;1;52248;9673;
58;1;52249;9655;
58;1;52250;9652;
58;1;52251;9656;
58;1;52268;9707;
58;1;52275;38695;
58;1;52287;9675;
58;1;52296;;53954
58;1;52343;9086;
58;1;52346;42944;
58;1;52350;9830;52352
58;1;52352;52350;52353
58;1;52353;52352;51362
58;1;52408;;52432
58;1;52410;;52412
58;1;52412;52410;57018
58;1;52416;;9066
58;1;52432;52408;
58;1;52433;8573;8574
58;1;52434;8963;8964
58;1;52435;;52436
58;1;52436;52435;52437
58;1;52437;52436;8444
58;1;52438;;52439
58;1;52439;52438;52440
58;1;52440;52439;8460
58;1;52441;;52442
58;1;52442;52441;
58;1;52443;8525;8526
58;1;52444;51125;8515
58;1;52445;8531;8532
58;1;52534;8439;52535
58;1;52535;52534;57842
58;1;52750;;8847
58;1;53431;55869;
58;1;53432;8799;36578
58;1;53577;7191;7192
58;1;53578;9030;39047
58;1;53701;;53702
58;1;53702;53701;37420
58;1;53711;;53712
58;1;53712;53711;
58;1;53734;;53735
58;1;53735;53734;
58;1;53753;;36516
58;1;53954;52296;
58;1;54018;8553;8554
58;1;54051;52103;
58;1;54080;;54081
58;1;54081;54080;
58;1;54091;;54092
58;1;54092;54091;
58;1;54113;;54114
58;1;54114;54113;
58;1;54126;8728;8729
58;1;54143;8790;8791
58;1;54220;8836;8837
58;1;54249;;54250
58;1;54250;54249;
58;1;54443;;54444
58;1;54444;54443;
58;1;54464;;54465
58;1;54465;54464;
58;1;54473;7084;54474
58;1;54474;54473;54475
58;1;54475;54474;
58;1;54492;;54493
58;1;54493;54492;
58;1;54505;;9203
58;1;54520;8605;52078
58;1;54523;;54524
58;1;54524;54523;
58;1;54526;54535;
58;1;54535;;54526
58;1;54540;8600;8601
58;1;54618;;54619
58;1;54619;54618;54620
58;1;54620;54619;
58;1;54738;;54739
58;1;54739;54738;
58;1;54767;;54768
58;1;54768;54767;54857
58;1;54788;;54789
58;1;54789;54788;
58;1;54857;54768;
58;1;54876;57843;54877
58;1;54877;54876;8492
58;1;54878;;14169
58;1;54879;14169;8696
58;1;54880;8696;8697
58;1;54882;;54883
58;1;54883;54882;54964
58;1;54884;54967;54885
58;1;54885;54884;8760
58;1;54892;8710;54893
58;1;54893;54892;
58;1;54894;;14178
58;1;54895;14178;
58;1;54898;;54899
58;1;54899;54898;14179
58;1;54900;14179;8753
58;1;54902;;54903
58;1;54903;54902;14183
58;1;54904;;54905
58;1;54905;54904;54906
58;1;54906;54905;14186
58;1;54907;42184;54908
58;1;54908;54907;
58;1;54909;;54910
58;1;54910;54909;8861
58;1;54911;;54912
58;1;54912;54911;54913
58;1;54913;54912;54914
58;1;54914;54913;
58;1;54943;8768;54944
58;1;54944;54943;
58;1;54964;54883;54965
58;1;54965;54964;54966
58;1;54966;54965;
58;1;54967;8758;54884
58;1;54972;54973;
58;1;54973;;54972
58;1;54981;54982;14181
58;1;54982;;54981
58;1;55244;;55860
58;1;55307;;55308
58;1;55308;55307;8658
58;1;55309;;55310
58;1;55310;55309;
58;1;55311;;55312
58;1;55312;55311;
58;1;55653;;48215
58;1;55750;8893;56505
58;1;55751;8813;55752
58;1;55752;55751;55753
58;1;55753;55752;
58;1;55756;;8659
58;1;55803;7120;
58;1;55860;55244;8971
58;1;55869;;53431
58;1;55928;7001;39796
58;1;56505;55750;8894
58;1;56563;;56574
58;1;56574;56563;
58;1;56642;40757;48472
58;1;56798;30679;56804
58;1;56804;56798;
58;1;57018;52412;
58;1;57029;;57030
58;1;57030;57029;
58;1;57663;;7046
58;1;57801;;57802
58;1;57802;57801;
58;1;57838;8719;57839
58;1;57839;57838;8720
58;1;57840;8720;8721
58;1;57841;8721;8722
58;1;57842;52535;8441
58;1;57843;8490;54876
58;1;57844;8678;8679
58;1;57845;;9223
58;1;57846;8772;
58;1;57847;8706;
58;1;59368;;59369
58;1;59369;59368;
58;1;60093;;8778
58;1;60299;;60300
58;1;60300;60299;60301
58;1;60301;60300;
58;1;60317;;60318
58;1;60318;60317;
58;1;60349;;60350
58;1;60350;60349;
58;1;60366;13816;60367
58;1;60367;60366;
58;1;60867;;60868
58;1;60868;60867;
58;1;61049;;61050
58;1;61050;61049;61051
58;1;61051;61050;61052
58;1;61052;61051;
58;1;61339;;61340
58;1;61340;61339;
58;1;61362;13806;
