CID;LID;NID;NAME;NCOMMENT
58;1;7998;Focher Straße;
58;1;7999;Fockbek;
58;1;8000;Fockbeker Chausee;
58;1;8001;Fockbeker Chaussee;
58;1;8002;Folbern;
58;1;8003;Folstenhausen;
58;1;8004;Fontanestraße;
58;1;8005;Fontenay;
58;1;8006;Foorthkamp;
58;1;8007;Forbach;
58;1;8008;Forbach-Langenbrand;
58;1;8009;Forberge;
58;1;8010;Forchheim;
58;1;8011;Forchheim-Nord;
58;1;8012;Forchheim-Reuth;
58;1;8013;Forchheim-Süd;
58;1;8014;Forchheimer Straße;
58;1;8015;Forchtenberg;
58;1;8016;Forckenbeckstraße;
58;1;8017;Forggensee;
58;1;8018;Forlacher Straße;
58;1;8019;Forschungsinstitut Garching;
58;1;8020;Forst;
58;1;8021;Forst (Lausitz);
58;1;8022;Forst Rantzau;
58;1;8023;Forst, Heidesee;
58;1;8024;Forst/Lausitz;
58;1;8025;Forstbachweg;
58;1;8026;Forstenried;
58;1;8027;Forstern;
58;1;8028;Forsthaus;
58;1;8029;Forsthaus Heldenstein;
58;1;8030;Forsthaus Nonnenbach;
58;1;8031;Forsthaus Strahwalde;
58;1;8032;Forsthaus-Tunnel;
58;1;8033;Forsthausallee;
58;1;8034;Forsting;
58;1;8035;Forstinning;
58;1;8036;Forstlahm;
58;1;8037;Forstmühle;
58;1;8038;Forststraße;
58;1;8039;Forstweg;
58;1;8040;Fort-Biehler;
58;1;8041;Forth;
58;1;8042;Forum am Brühl;
58;1;8043;Fr.-Adam-Beyerlein-Platz;
58;1;8044;Frabertsham;
58;1;8045;Frahmredder;
58;1;8046;Framersheim;
58;1;8047;Frammersbach;
58;1;8048;Franckestraße;
58;1;8049;Francop;
58;1;8050;Francoper Hinterdeich;
58;1;8051;Francoper Straße;
58;1;8052;Franken;
58;1;8053;Frankenberg;
58;1;8054;Frankenberg (Eder);
58;1;8055;Frankenberg (Eder) - Röddenau;
58;1;8056;Frankenberg (Eder)-Mitte;
58;1;8057;Frankenberg (Eder)-Nord;
58;1;8058;Frankenberg (Eder)-Röddenau;
58;1;8059;Frankenberg (Eder)-Süd;
58;1;8060;Frankenberg (Eder)-Südost;
58;1;8061;Frankenberg (Eder)-West;
58;1;8062;Frankenberg-Dainrode;
58;1;8063;Frankenberg-Geismar;
58;1;8064;Frankenberg-Viermünden;
58;1;8065;Frankenberg/Sa.;
58;1;8066;Frankenbergerstraße;
58;1;8067;Frankendamm;
58;1;8068;Frankendorf;
58;1;8069;Frankeneck;
58;1;8070;Frankeneck / B39;
58;1;8071;Frankenfelde;
58;1;8072;Frankenhain;
58;1;8073;Frankenhainer Straße;
58;1;8074;Frankenhardt-Steinbach;
58;1;8075;Frankenhöhe;
58;1;8076;Frankenschnellweg;
58;1;8077;Frankenstadion;
58;1;8078;Frankenstein;
58;1;8079;Frankenstraße;
58;1;8080;Frankenthal;
58;1;8081;Frankenthal Mitte;
58;1;8082;Frankenthal Studernheim;
58;1;8083;Frankenthal-Mörsch;
58;1;8084;Frankenthal-Studernheim;
58;1;8085;Frankenthal-Westring;
58;1;8086;Frankenthaler Straße;
58;1;8087;Frankenwald;
58;1;8088;Frankenwall;
58;1;8089;Frankenwall/ Frankendamm;
58;1;8090;Frankestraße;
58;1;8091;Frankfurt;
58;1;8092;Frankfurt (Oder);
58;1;8093;Frankfurt (Oder) Nord;
58;1;8094;Frankfurt (Oder), Stadtgebiet;
58;1;8095;Frankfurt Airport-Center;
58;1;8096;Frankfurt Flughafen;
58;1;8097;Frankfurt Innenstadt;
58;1;8098;Frankfurt am Main;
58;1;8099;Frankfurt am Main (-Ost);
58;1;8100;Frankfurt am Main, Innenstadt;
58;1;8101;Frankfurt am Main-Bergen-Enkheim;
58;1;8102;Frankfurt am Main-Biegweg;
58;1;8103;Frankfurt am Main-Bockenheim;
58;1;8104;Frankfurt am Main-Bonames;
58;1;8105;Frankfurt am Main-Eckenheim;
58;1;8106;Frankfurt am Main-Flughafen;
58;1;8107;Frankfurt am Main-Flughafen-Nord;
58;1;8108;Frankfurt am Main-Flughafen-West;
58;1;8109;Frankfurt am Main-Friedberger Landstraße;
58;1;8110;Frankfurt am Main-Griesheim;
58;1;8111;Frankfurt am Main-Heddernheim;
58;1;8112;Frankfurt am Main-Höchst;
58;1;8113;Frankfurt am Main-Ludwig-Landmann-Straße;
58;1;8114;Frankfurt am Main-Miquelallee;
58;1;8115;Frankfurt am Main-Nieder-Eschbach;
58;1;8116;Frankfurt am Main-Niederrad;
58;1;8117;Frankfurt am Main-Ost;
58;1;8118;Frankfurt am Main-Rebstock;
58;1;8119;Frankfurt am Main-Riederwald;
58;1;8120;Frankfurt am Main-Rödelheim;
58;1;8121;Frankfurt am Main-Süd;
58;1;8122;Frankfurt am Main-Westhafen;
58;1;8123;Frankfurt am Main-Zeilsheim;
58;1;8124;Frankfurt(Oder);
58;1;8125;Frankfurt(Oder)-Süd;
58;1;8126;Frankfurt(Oder)-West;
58;1;8127;Frankfurt-Bergen-Enkheim;
58;1;8128;Frankfurt-Berkersheim;
58;1;8129;Frankfurt-Bonames;
58;1;8130;Frankfurt-Bornheim;
58;1;8131;Frankfurt-Eckenheim;
58;1;8132;Frankfurt-Griesheim;
58;1;8133;Frankfurt-Homburger Landstraße;
58;1;8134;Frankfurt-Höchst;
58;1;8135;Frankfurt-Niedererlenbach;
58;1;8136;Frankfurt-Praunheim;
58;1;8137;Frankfurt-Rebstock;
58;1;8138;Frankfurt-Sachsenhausen;
58;1;8139;Frankfurt-Schwanheim;
58;1;8140;Frankfurt-Sindlingen;
58;1;8141;Frankfurt-Sossenheim;
58;1;8142;Frankfurt-Westend-Nord;
58;1;8143;Frankfurter Allee;
58;1;8144;Frankfurter Chaussee;
58;1;8145;Frankfurter Kreuz;
58;1;8146;Frankfurter Landstraße;
58;1;8147;Frankfurter Messe;
58;1;8148;Frankfurter Ring;
58;1;8149;Frankfurter Straße;
58;1;8150;Frankfurter Straße - Kasseler Straße;
58;1;8151;Frankfurter Straße - Münchener Straße;
58;1;8152;Frankleben;
58;1;8153;Franklinbrücke;
58;1;8154;Franklinstraße;
58;1;8155;Frankreich;
58;1;8156;Franz-Alexander-Straße;
58;1;8157;Franz-Fackler-Straße;
58;1;8158;Franz-Josef-Strauß-Allee;
58;1;8159;Franz-Josef-Strauß-Brücke;
58;1;8160;Franz-Josef-Strauß-Ring;
58;1;8161;Franz-Klühs-Straße;
58;1;8162;Franz-Knauff-Straße/L598;
58;1;8163;Franz-Kühs-Straße;
58;1;8164;Franz-Mehring-Straße;
58;1;8165;Franz-Neumann-Platz;
58;1;8166;Franz-Schütte-Allee;
58;1;8167;Franz-Voll-Straße;
58;1;8168;Franzburg;
58;1;8169;Franzenheim;
58;1;8170;Franzensbader Straße;
58;1;8171;Franziusstraße;
58;1;8172;Franzstraße;
58;1;8173;Französische Straße;
58;1;8174;Frasdorf;
58;1;8175;Frau Nauses;
58;1;8176;Frauenberg;
58;1;8177;Frauendorf;
58;1;8178;Frauenkirche/Neumarkt;
58;1;8179;Frauenkopf;
58;1;8180;Frauenkreuz;
58;1;8181;Frauenland;
58;1;8182;Frauenstein;
58;1;8183;Frauenstetten;
58;1;8184;Frauenthal;
58;1;8185;Frauentorgraben;
58;1;8186;Fraunberg;
58;1;8187;Fraunhoferstraße;
58;1;8188;Frauwalde;
58;1;8189;Frechen;
58;1;8190;Frechen-Nord;
58;1;8191;Freden;
58;1;8192;Freden (Leine);
58;1;8193;Fredenbeck;
58;1;8194;Frederikshavner Straße;
58;1;8195;Fredersdorf-Vogelsdorf;
58;1;8196;Fredersdorfer Chaussee;
58;1;8197;Fredersdorfer Straße;
58;1;8198;Freherstraße;
58;1;8199;Frei-Laubersheim;
58;1;8200;Frei-im-Felder-Straße;
58;1;8201;Freibad Lübars;
58;1;8202;Freibad Plötzensee;
58;1;8203;Freibad Tegelsee;
58;1;8204;Freibad Winningen;
58;1;8205;Freibad/Eisentalstraße;
58;1;8206;Freiberg;
58;1;8207;Freiberg am Neckar;
58;1;8208;Freiberg am Neckar-Heutingsheim;
58;1;8209;Freiberger Straße;
58;1;8210;Freiburg;
58;1;8211;Freiburg (Elbe);
58;1;8212;Freiburg Kaiserbrücke/B31;
58;1;8213;Freiburg im Breisgau;
58;1;8214;Freiburg-Günterstal;
58;1;8215;Freiburg-Haslach;
58;1;8216;Freiburg-Landwasser/Betzenhausen;
58;1;8217;Freiburg-Lehren;
58;1;8218;Freiburg-Littenweiler;
58;1;8219;Freiburg-Littenweiler/Kappler Knoten;
58;1;8220;Freiburg-Mitte;
58;1;8221;Freiburg-Mitte/Hauptbahnhof;
58;1;8222;Freiburg-Nord;
58;1;8223;Freiburg-St. Georgen/Gewerbegebiet Haid;
58;1;8224;Freiburg-Stadtmitte/B3;
58;1;8225;Freiburg-Stühlinger/Haslach;
58;1;8226;Freiburg-Süd;
58;1;8227;Freiburg-Tiengen/B31;
58;1;8228;Freiburg-Weingarten/Messe;
58;1;8229;Freiburger Straße;
58;1;8230;Freidberg;
58;1;8231;Freienbrink;
58;1;8232;Freienfels;
58;1;8233;Freienhufen;
58;1;8234;Freienhufener Eck-Ost;
58;1;8235;Freienhufener Eck-West;
58;1;8236;Freienhufener Straße;
58;1;8237;Freienohl;
58;1;8238;Freienried;
58;1;8239;Freiensteinau;
58;1;8240;Freiensteinau - Holzmühl;
58;1;8241;Freiensteinau - Nieder-Moos;
58;1;8242;Freienwalder Allee;
58;1;8243;Freienwalder Chaussee;
58;1;8244;Freienwalder Straße;
58;1;8245;Freier Damm;
58;1;8246;Freigericht;
58;1;8247;Freigericht-Altenmittlau;
58;1;8248;Freigericht-Bernbach;
58;1;8249;Freigericht-Horbach;
58;1;8250;Freigericht-Neuses;
58;1;8251;Freigericht-Somborn;
58;1;8252;Freigerichter Straße;
58;1;8253;Freihafen;
58;1;8254;Freihafen Elbbrücke;
58;1;8255;Freihafen Elbbrücke Nord;
58;1;8256;Freihafen Elbbrücke Süd;
58;1;8257;Freiham;
58;1;8258;Freiheit;
58;1;8259;Freiheitsstraße;
58;1;8260;Freiheitstraße;
58;1;8261;Freiherr-vom-Stein-Ring;
58;1;8262;Freiherr-vom-Stein-Straße;
58;1;8263;Freihung;
58;1;8264;Freihöls;
58;1;8265;Freiimfelder Straße;
58;1;8266;Freilassing;
58;1;8267;Freilichtmuseum;
58;1;8268;Freiligrathplatz;
58;1;8269;Freiligrathstraße;
58;1;8270;Freilingen;
58;1;8271;Freimann;
58;1;8272;Freimersdorfer Weg;
58;1;8273;Freimersheim;
58;1;8274;Freinsheim;
58;1;8275;Freinsheimer Straße;
58;1;8276;Freisbach;
58;1;8277;Freisen;
58;1;8278;Freising;
58;1;8279;Freising-Lerchenfeld;
58;1;8280;Freising-Mitte;
58;1;8281;Freising-Ost;
58;1;8282;Freising-Schlütergut;
58;1;8283;Freising-Süd;
58;1;8284;Freisinger Allee;
58;1;8285;Freisinger Landstraße;
58;1;8286;Freital;
58;1;8287;Freiwalde;
58;1;8288;Freizeitgelände Ambach;
58;1;8289;Frellstedt;
58;1;8290;Fremdingen;
58;1;8291;Frensdorf;
58;1;8292;Frensdorfer Haar;
58;1;8293;Freren;
58;1;8294;Frerener Straße;
58;1;8295;Frettenheim;
58;1;8296;Fretzdorf;
58;1;8297;Fretzdorfer Straße;
58;1;8298;Freudenberg;
58;1;8299;Freudenberger Straße;
58;1;8300;Freudenstadt;
58;1;8301;Freudenstadt Marktplatz/B28;
58;1;8302;Freudenstadt Ringstraße/B28;
58;1;8303;Freudenstadt-Dietersweiler/Lauterbad;
58;1;8304;Freudenstadt-Igelsberg;
58;1;8305;Freudenstadt-Kniebis;
58;1;8306;Freudenstadt-Nord;
58;1;8307;Freudenstadt-Wittlensweiler;
58;1;8308;Freudenstadt-Wittlensweiler/B294;
58;1;8309;Freudenstadt/B28;
58;1;8310;Freundorf/B533 bei Schöfweg;
58;1;8311;Freyburg;
58;1;8312;Freyburger Straße;
58;1;8313;Freyenstein;
58;1;8314;Freyensteiner Straße;
58;1;8315;Freystadt;
58;1;8316;Freyung;
58;1;8317;Freyung-Grafenau;
58;1;8318;Freyunger Straße;
58;1;8319;Frichlkofen;
58;1;8320;Frickenfelden;
58;1;8321;Frickenhausen a. Main;
58;1;8322;Frickenhofen;
58;1;8323;Frickestraße;
58;1;8324;Fridolfing;
58;1;8325;Frieberting;
58;1;8326;Frieda;
58;1;8327;Friedberg;
58;1;8328;Friedberg (Bayern);
58;1;8329;Friedberg B455;
58;1;8330;Friedberg-Dorheim-Nord;
58;1;8331;Friedberg-Dorheim-Ost;
58;1;8332;Friedberg-Fauerbach;
58;1;8333;Friedberg-Ossenheim;
58;1;8334;Friedberg/Businesspark;
58;1;8335;Friedberger Landstraße;
58;1;8336;Friedberger Straße;
58;1;8337;Friedberger Warte;
58;1;8338;Friedeburg;
58;1;8339;Friedelsheim;
58;1;8340;Friedelsheim / Hauptstraße;
58;1;8341;Friedelsheimer Straße;
58;1;8342;Friedenau;
58;1;8343;Friedenfels;
58;1;8344;Friedenfelser Straße;
58;1;8345;Friedenheimer Brücke;
58;1;8346;Friedensallee;
58;1;8347;Friedensbrücke;
58;1;8348;Friedenssiedlung;
58;1;8349;Friedensstraße;
58;1;8350;Friedenstraße;
58;1;8351;Friedensweiler;
58;1;8352;Friedenweiler;
58;1;8353;Friederikenplatz;
58;1;8354;Friedersdorf;
58;1;8355;Friedewald;
58;1;8356;Friedhof;
58;1;8357;Friedhof Bockenheim;
58;1;8358;Friedhofstrasse;
58;1;8359;Friedhofstraße;
58;1;8360;Friedland;
58;1;8361;Friedland B 197/ L 281;
58;1;8362;Friedland Kreuzung B 197/ L 281;
58;1;8363;Friedland Kreuzung L 28/ L 273;
58;1;8364;Friedland Kreuzung L 28/ L 282;
58;1;8365;Friedland i.M.;
58;1;8366;Friedlingen;
58;1;8367;Friedländer Straße;
58;1;8368;Friedmannsdorf;
58;1;8369;Friedrich-Ebert-Allee;
58;1;8370;Friedrich-Ebert-Anlage;
58;1;8371;Friedrich-Ebert-Brücke;
58;1;8372;Friedrich-Ebert-Damm;
58;1;8373;Friedrich-Ebert-Platz;
58;1;8374;Friedrich-Ebert-Ring;
58;1;8375;Friedrich-Ebert-Straße;
58;1;8376;Friedrich-Engels-Ring;
58;1;8377;Friedrich-Engels-Straße;
58;1;8378;Friedrich-Hebbel-Straße;
58;1;8379;Friedrich-Karl-Straße;
58;1;8380;Friedrich-Kirsten-Straße;
58;1;8381;Friedrich-Krause-Ufer;
58;1;8382;Friedrich-List-Platz;
58;1;8383;Friedrich-List-Straße;
58;1;8384;Friedrich-List-Ufer;
58;1;8385;Friedrich-Ludwig-Jahn-Straße;
58;1;8386;Friedrich-Naumann-Straße;
58;1;8387;Friedrich-Seele-Straße;
58;1;8388;Friedrich-Stampfer-Straße;
58;1;8389;Friedrich-Voigtländer-Straße;
58;1;8390;Friedrich-Wilhelm-Platz;
58;1;8391;Friedrichring/Habsburgerstraße;
58;1;8392;Friedrichroda;
58;1;8393;Friedrichsberg;
58;1;8394;Friedrichsberger Straße;
58;1;8395;Friedrichsdorf;
58;1;8396;Friedrichsdorf-Köppern;
58;1;8397;Friedrichsdorfer Straße;
58;1;8398;Friedrichsfehn;
58;1;8399;Friedrichsfelde;
58;1;8400;Friedrichshafen;
58;1;8401;Friedrichshafen Hafen/Fähre;
58;1;8402;Friedrichshafen Riedleparktunnel;
58;1;8403;Friedrichshafen Zeppelinstraße/Landratsamt;
58;1;8404;Friedrichshafen-Kluftern;
58;1;8405;Friedrichshafen-Manzell;
58;1;8406;Friedrichshafen-Messe;
58;1;8407;Friedrichshafen-Ost;
58;1;8408;Friedrichshafen-Reute;
58;1;8409;Friedrichshafen-Romanshorn;
58;1;8410;Friedrichshafen/B31;
58;1;8411;Friedrichshafen/Ravensburger Straße/B30;
58;1;8412;Friedrichshagen;
58;1;8413;Friedrichshagener Chaussee;
58;1;8414;Friedrichshagener Straße;
58;1;8415;Friedrichshain;
58;1;8416;Friedrichshain-Kreuzberg;
58;1;8417;Friedrichshofen;
58;1;8418;Friedrichshofen West;
58;1;8419;Friedrichshofener Straße;
58;1;8420;Friedrichshöhe;
58;1;8421;Friedrichsplatz/Wasserturm;
58;1;8422;Friedrichsring;
58;1;8423;Friedrichssegen;
58;1;8424;Friedrichstadt;
58;1;8425;Friedrichstadtpalast;
58;1;8426;Friedrichsthal;
58;1;8427;Friedrichsthal-Bildstock;
58;1;8428;Friedrichstraße;
58;1;8429;Friedrichstraße - Heinrich-Heine-Allee;
58;1;8430;Friedrichstraße/Hauptbahnhof;
58;1;8431;Friedrichstädter Straße;
58;1;8432;Friedrichswall;
58;1;8433;Friedrichswerk;
58;1;8434;Frielendorf;
58;1;8435;Frielendorf - Obergrenzbach;
58;1;8436;Frielendorf-Leimsfeld;
58;1;8437;Frielingen;
58;1;8438;Frielingen/B6;
58;1;8439;Frielinger Straße;
58;1;8440;Friesack;
58;1;8441;Friesdrichsdorf;
58;1;8442;Friesenbrücke;
58;1;8443;Friesenhagen;
58;1;8444;Friesenheim;
58;1;8445;Friesenheim-Oberschopfheim;
58;1;8446;Friesenheimer Straße;
58;1;8447;Friesenried;
58;1;8448;Friesland;
58;1;8449;Friesoythe;
58;1;8450;Friesoythe/B72;
58;1;8451;Frießnitz;
58;1;8452;Frimmersdorf;
58;1;8453;Fringshaus/B258;
58;1;8454;Fringshaus/B399;
58;1;8455;Frintroper Straße;
58;1;8456;Frische Zentrum;
58;1;8457;Frischezentrum;
58;1;8458;Fristingen;
58;1;8459;Fritsch-Kaserne;
58;1;8460;Fritz-Behrens-Allee;
58;1;8461;Fritz-Erler-Allee;
58;1;8462;Fritz-Erler-Straße;
58;1;8463;Fritz-Foerster-Platz;
58;1;8464;Fritz-Löffler-Straße;
58;1;8465;Fritz-Peters-Straße;
58;1;8466;Fritz-Reuter-Straße;
58;1;8467;Fritz-Thiedemann-Ring;
58;1;8468;Fritz-Walter-Stadion;
58;1;8469;Fritz-Walter-Straße;
58;1;8470;Fritz-Wunderlich-Straße;
58;1;8471;Fritzlar;
58;1;8472;Fritzlar - Geismar;
58;1;8473;Fritzlar-Goslarer Ring;
58;1;8474;Fritzlar-Haddamar;
58;1;8475;Fritzlar-Lohne;
58;1;8476;Fritzlar-Süd;
58;1;8477;Fritzlar-Ungedanken;
58;1;8478;Fritzlar-Züschen;
58;1;8479;Fritzlarer Straße;
58;1;8480;Friztlar-Erfurter Ring;
58;1;8481;Frohburg;
58;1;8482;Frohlinderstraße;
58;1;8483;Frohmestraße;
58;1;8484;Frohnauer Straße;
58;1;8485;Frohnkreuz;
58;1;8486;Frommerding;
58;1;8487;Fronberg-Nord;
58;1;8488;Fronberg-Süd;
58;1;8489;Fronhausen;
58;1;8490;Fronhausen-Bellnhausen;
58;1;8491;Fronmühle;
58;1;8492;Fronmüllerstraße;
58;1;8493;Fronreute-Blitzenreute;
58;1;8494;Fronreute-Staig;
58;1;8495;Frontenhausen;
58;1;8496;Froschenteich;
58;1;8497;Fruchtallee;
58;1;8498;Fruchthalle;
58;1;8499;Fruchthallstraße;
58;1;8500;Fränkische Alb;
58;1;8501;Fränkische Schweiz;
58;1;8502;Fränkisches Seenland;
58;1;8503;Fröbelstraße;
58;1;8504;Fröhnd;
58;1;8505;Fröhnerhof;
58;1;8506;Fröndenberg/Ruhr;
58;1;8507;Fröschau;
58;1;8508;Fröttmaning;
58;1;8509;Frößnitz;
58;1;8510;Fuchsaue;
58;1;8511;Fuchsberg;
58;1;8512;Fuchsbuckel;
58;1;8513;Fuchsegge;
58;1;8514;Fuchsenhöhler Straße;
58;1;8515;Fuchsgrund;
58;1;8516;Fuchsloch ;
58;1;8517;Fuchsmühl;
58;1;8518;Fuchsmühle;
58;1;8519;Fuchsrain;
58;1;8520;Fuchssteig;
58;1;8521;Fuchstal;
58;1;8522;Fuchswald;
58;1;8523;Fughafen Schönefeld;
58;1;8524;Fuhlsbüttel;
58;1;8525;Fuhlsbüttler Straße;
58;1;8526;Fuhlsbüttler Weg;
58;1;8527;Fuhrberg;
58;1;8528;Fuhrberger Straße;
58;1;8529;Fuhrhop;
58;1;8530;Fuhrparkstraße;
58;1;8531;Fulda;
58;1;8532;Fulda, Petersberger Straße;
58;1;8533;Fulda-Bronnzell;
58;1;8534;Fulda-Horas;
58;1;8535;Fulda-Lüdermünd;
58;1;8536;Fulda-Maberzell;
58;1;8537;Fulda-Mitte;
58;1;8538;Fulda-Nord;
58;1;8539;Fulda-Rodges;
58;1;8540;Fulda-Süd;
58;1;8541;Fuldabrück;
58;1;8542;Fuldastraße;
58;1;8543;Fuldatal;
58;1;8544;Fuldatal-Knickhagen;
58;1;8545;Fuldatal-Simmershausen;
58;1;8546;Fuldatal-Wahnhausen;
58;1;8547;Fuldatal-Wilhelmshausen;
58;1;8548;Fuldatalstraße;
58;1;8549;Fulde;
58;1;8550;Fulhamer Allee;
58;1;8551;Funckenhausen;
58;1;8552;Funkturm;
58;1;8553;Funnix;
58;1;8554;Furschweiler;
58;1;8555;Furth;
58;1;8556;Furth im Wald;
58;1;8557;Furth im Wald-Mitte;
58;1;8558;Furth im Wald-Nord;
58;1;8559;Furth im Wald-Ponnholz;
58;1;8560;Furth im Wald-Schafberg;
58;1;8561;Furtmayrstraße;
58;1;8562;Furtwangen im Schwarzwald;
58;1;8563;Furtwangen-Neukirch;
58;1;8564;Fußenberg;
58;1;8565;Fußgönnheim;
58;1;8566;Fähranleger Blumenthal;
58;1;8567;Fähranleger Vegesack;
58;1;8568;Fähre Bad Hönningen/Bad Breisig;
58;1;8569;Fähre Beidenfleth;
58;1;8570;Fähre Leimersheim;
58;1;8571;Fähre Sankt Goar;
58;1;8572;Fährgrund;
58;1;8573;Fährhafen Puttgarden;
58;1;8574;Fährhaus;
58;1;8575;Fährhausstraße;
58;1;8576;Fährstraße;
58;1;8577;Färberstraße;
58;1;8578;Föhr - Amrum;
58;1;8579;Föhren;
58;1;8580;Föhrer Brücke;
58;1;8581;Föhrer Straße;
58;1;8582;Föhrichstraße;
58;1;8583;Föhringer Ring;
58;1;8584;Förderstedt;
58;1;8585;Förtha;
58;1;8586;Förtschendorf;
58;1;8587;Fössestraße;
58;1;8588;Fühlingen;
58;1;8589;Fünffensterstraße;
58;1;8590;Fürberg;
58;1;8591;Fürfeld;
58;1;8592;Fürfelder Straße;
58;1;8593;Fürholzen (Ost);
58;1;8594;Fürholzen (West);
58;1;8595;Fürstenau;
58;1;8596;Fürstenau/B214;
58;1;8597;Fürstenau/B402;
58;1;8598;Fürstenberg;
58;1;8599;Fürstenberg/Havel;
58;1;8600;Fürstenbrunner Weg;
58;1;8601;Fürstenfeldbruck;
58;1;8602;Fürstenfeldbruck, Schöngeisinger Straße;
58;1;8603;Fürstenfeldbruck-Industriegebiet;
58;1;8604;Fürstenfeldbruck-Mitte;
58;1;8605;Fürstenfeldbruck-Neulindach;
58;1;8606;Fürstenfeldbruck-Ost/Emmering;
58;1;8607;Fürstenfeldbruck-West;
58;1;8608;Fürstengraben;
58;1;8609;Fürstenhausen;
58;1;8610;Fürstenmoordamm;
58;1;8611;Fürstenried;
58;1;8612;Fürstenrieder Straße;
58;1;8613;Fürstenstein;
58;1;8614;Fürstenwalde;
58;1;8615;Fürstenwalde-Ost;
58;1;8616;Fürstenwalde-West;
58;1;8617;Fürstenwalde/Spree;
58;1;8618;Fürstenwalder Allee;
58;1;8619;Fürstenwalder Damm;
58;1;8620;Fürstenwalder Damm(Ost);
58;1;8621;Fürstenwalder Damm(West);
58;1;8622;Fürstenwalder Straße;
58;1;8623;Fürstenwerder;
58;1;8624;Fürstenwerder Straße;
58;1;8625;Fürstenzell;
58;1;8626;Fürth;
58;1;8627;Fürth - Ellenbach;
58;1;8628;Fürth a.Berg;
58;1;8629;Fürth-Brombach;
58;1;8630;Fürth-Fürberg;
58;1;8631;Fürth-Krumbach;
58;1;8632;Fürth-Poppenreuth;
58;1;8633;Fürth-Ronhof;
58;1;8634;Fürth-Süd;
58;1;8635;Fürth-Süd/Südwesttangente;
58;1;8636;Fürth-Weschnitz;
58;1;8637;Fürth-West;
58;1;8638;Fürth/Erlangen;
58;1;8639;Fürther Straße;
58;1;8640;Fürther Straße, Südliche Fürther Straße;
58;1;8641;Fürther Tor;
58;1;8642;Füssen;
58;1;8643;Füssen/Reutte;
58;1;8644;Füttersee;
58;1;8645;G.-Freytag-Straße;
58;1;8646;GL02;
58;1;8647;Gabel;
58;1;8648;Gabelsberger Straße;
58;1;8649;Gablenz;
58;1;8650;Gablenzstraße;
58;1;8651;Gabsheim;
58;1;8652;Gadebusch;
58;1;8653;Gadebuscher Straße;
58;1;8654;Gadelander Straße;
58;1;8655;Gadelander Straße ;
58;1;8656;Gadelander straße;
58;1;8657;Gagarin-Ring;
58;1;8658;Gagarin-Ring/ Raiffeisen-Ring;
58;1;8659;Gaggenau;
58;1;8660;Gaggenau-Bad Rotenfels/Murgtalbrücke;
58;1;8661;Gaggenau-Mitte;
58;1;8662;Gaggenau-Ost/Ottenau;
58;1;8663;Gaglower Landstraße;
58;1;8664;Gahlenz;
58;1;8665;Gahro;
58;1;8666;Gahry;
58;1;8667;Gahryer Hauptstraße;
58;1;8668;Gaibach;
58;1;8669;Gaildorf;
58;1;8670;Gaildorf-Bröckingen;
58;1;8671;Gaildorf-Großaltdorf;
58;1;8672;Gaildorf-Ottendorf;
58;1;8673;Gaildorf-Reippersberg;
58;1;8674;Gaildorf-Unterrot;
58;1;8675;Gaildorf/B19;
58;1;8676;Gailhof;
58;1;8677;Gaimersheim;
58;1;8678;Gaimersheimer Straße;
58;1;8679;Gaisbach-Süd;
58;1;8680;Gaisbach-West;
58;1;8681;Gaisbergtunnel;
58;1;8682;Gaisburg;
58;1;8683;Galappmühler Straße;
58;1;8684;Galeria Kaufhof;
58;1;8685;Galerie Dollendorf;
58;1;8686;Galerie Hansastraße;
58;1;8687;Galerie Roter Turm;
58;1;8688;Galerie Sternenberg;
58;1;8689;Galgenberg;
58;1;8690;Galgenbergstraße;
58;1;8691;Galgenbergstraße, D.-Martin-Luther-Straße;
58;1;8692;Galgenhof;
58;1;8693;Galgenholz;
58;1;8694;Galgenthal;
58;1;8695;Gallin/Valluhn;
58;1;8696;Gallingkofen;
58;1;8697;Galluner Chaussee;
58;1;8698;Gallusanlage;
58;1;8699;Galluswarte;
58;1;8700;Galopprennbahn;
58;1;8701;Galopprennbahn Neue Bult;
58;1;8702;Gambach;
58;1;8703;Gambacher Kreuz;
58;1;8704;Gammersfeld;
58;1;8705;Gammertingen;
58;1;8706;Gammertingen/B313;
58;1;8707;Gammertingen/B32;
58;1;8708;Gammertinger Straße;
58;1;8709;Gamstädt;
58;1;8710;Ganacker;
58;1;8711;Ganderkesee;
58;1;8712;Ganderkesee-Ost;
58;1;8713;Ganderkesee-West;
58;1;8714;Gangelt;
58;1;8715;Ganghoferstraße;
58;1;8716;Gangkofen;
58;1;8717;Ganspe;
58;1;8718;Ganzlin;
58;1;8719;Gappenach;
58;1;8720;Garath;
58;1;8721;Garbolzum;
58;1;8722;Garbsen;
58;1;8723;Garbsener Landstraße;
58;1;8724;Garching;
58;1;8725;Garching a.d. Alz;
58;1;8726;Garching an der Alz;
58;1;8727;Garching b. München;
58;1;8728;Garching-Hochbrück;
58;1;8729;Garching-Nord;
58;1;8730;Garching-Süd;
58;1;8731;Gardelegen;
58;1;8732;Gardelegen Hansestadt;
58;1;8733;Gardeschützenweg;
58;1;8734;Garding;
58;1;8735;Gareisstraße;
58;1;8736;Garham/Vilshofen;
58;1;8737;Garitz;
58;1;8738;Garkenburgstraße;
58;1;8739;Garlin;
58;1;8740;Garlitz;
58;1;8741;Garlitzer Dorfstraße;
