CID;TABCD;LCD;CLASS;TCD;STCD;ROADNUMBER;RNID;N1ID;N2ID;POL_LCD;PES_LEV
58;1;34393;L;1;3;L752;;8523;22187;373;0
58;1;34402;L;1;3;L70;;6054;25607;267;0
58;1;34444;L;1;3;L472;;6261;15224;664;0
58;1;34450;L;1;3;L521;;21269;23245;664;0
58;1;34455;L;1;3;L47;;24325;13278;664;0
58;1;34465;L;1;3;L481;;25613;12777;664;0
58;1;34474;L;1;3;L471;;25593;24325;664;0
58;1;34479;L;1;3;L58;;23840;12050;577;0
58;1;34486;L;1;3;L581;;22201;12050;577;0
58;1;34538;L;5;0;GHB05;1935;4555;6340;358;0
58;1;34549;L;5;0;GHB90;8931;19817;13493;358;0
58;1;34551;L;5;0;GHB06;1595;9105;7;358;0
58;1;34554;L;5;0;GHB183;19826;11296;59;358;0
58;1;34555;L;5;0;GHB83;8166;26151;21869;358;0
58;1;34563;L;5;0;GHB07;1943;58;12015;358;0
58;1;34564;L;5;0;GHB08;1308;6232;19817;358;0
58;1;34572;L;5;0;GHB219;24483;9365;25547;358;0
58;1;34575;L;1;1;A270;;4064;12399;358;0
58;1;34580;L;5;0;GHB42;4598;4990;12399;358;0
58;1;34587;L;5;0;GHB123;12077;5795;9628;358;0
58;1;34594;L;5;0;GHB201;22314;5990;27394;358;0
58;1;34596;L;5;0;GHB143;14041;22314;23382;358;0
58;1;34606;L;5;0;GHB251;27394;8566;15024;358;0
58;1;34618;L;5;0;GHB158;16321;15024;23382;358;0
58;1;34623;L;5;0;GHB262;28544;8567;26213;358;0
58;1;34624;L;5;0;GHB236;26129;28544;1824;358;0
58;1;34627;L;5;0;GHB41;4587;4939;12399;358;0
58;1;34630;L;5;0;GHB46;4968;19776;4951;358;0
58;1;34632;L;5;0;GHB33;3331;9933;4939;358;0
58;1;34634;L;5;0;GHB08;1827;65;4990;358;0
58;1;34639;L;5;0;GHB250;27321;4600;9365;358;0
58;1;34644;L;5;0;GHB43;4600;7089;9480;358;0
58;1;34645;L;5;0;GHB172;18881;10608;26748;358;0
58;1;34647;L;5;0;GHB104;10586;12557;26735;358;0
58;1;34651;L;5;0;GHB106;10608;10602;1951;358;0
58;1;34652;L;5;0;GHB235;26124;26122;26735;358;0
58;1;34654;L;5;0;GHB246;26747;26735;9933;358;0
58;1;34658;L;5;0;GHB93;9934;26746;19777;358;0
58;1;34662;L;5;0;GHB179;19777;25547;1827;358;0
58;1;34665;L;5;0;GHB139;13565;24907;19561;358;0
58;1;34670;L;5;0;GHB111;11074;13563;17282;358;0
58;1;34672;L;5;0;GHB44;4695;17282;24880;358;0
58;1;34675;L;5;0;GHB136;13287;19391;18217;358;0
58;1;34678;L;5;0;GHB248;26852;12075;28071;358;0
58;1;34681;L;5;0;GHB249;26894;12075;28071;358;0
58;1;34684;L;5;0;GHB56;5298;18437;10173;358;0
58;1;34687;L;5;0;GHB213;23866;19561;10173;358;0
58;1;34696;L;5;0;GHB82;7955;7935;18437;358;0
58;1;34700;L;5;0;GHB170;18216;65;18217;358;0
58;1;34705;L;5;0;GHB125;12331;12530;65;358;0
58;1;34707;L;5;0;GHB107;10768;1703;10767;358;0
58;1;34711;L;5;0;GHB84;8375;7935;12557;358;0
58;1;34713;L;5;0;GHB65;6372;9628;12557;358;0
58;1;34717;L;5;0;GHB209;23332;20078;23331;358;0
58;1;34719;L;5;0;GHB214;23982;19817;19849;358;0
58;1;34720;L;5;0;GHB163;16732;4666;25496;358;0
58;1;34721;L;5;0;GHB252;27421;11824;4928;358;0
58;1;34725;L;5;0;GHB94;9779;18478;27444;358;0
58;1;34728;L;5;0;GHB79;7686;24669;4666;358;0
58;1;34730;L;5;0;GHB64;6234;7686;5650;358;0
58;1;34733;L;5;0;GHB60;5650;6232;10808;358;0
58;1;34736;L;5;0;GHB63;6233;26735;12557;358;0
58;1;34740;L;5;0;GHB185;19849;1309;1098;358;0
58;1;34744;L;5;0;GHB09;970;19847;19817;358;0
58;1;34747;L;5;0;GHB48;5216;18437;10808;358;0
58;1;34749;L;5;0;GHB47;5215;18437;12557;358;0
58;1;34753;L;5;0;GHB115;11249;12557;10808;358;0
58;1;34758;L;5;0;GHB194;21388;10808;6678;358;0
58;1;34759;L;5;0;GHB10;1446;10808;28654;358;0
58;1;34762;L;5;0;GHB11;2137;10808;28654;358;0
58;1;34766;L;5;0;GHB12;1098;10808;28654;358;0
58;1;34770;L;5;0;GHB206;23045;1098;2137;358;0
58;1;34773;L;5;0;GHB72;7362;21391;23330;358;0
58;1;34776;L;5;0;GHB69;6678;21391;23330;358;0
58;1;34778;L;5;0;GHB62;6048;21391;23330;358;0
58;1;34781;L;5;0;GHB144;14271;23331;5217;358;0
58;1;34784;L;5;0;GHB137;13493;3386;23331;358;0
58;1;34786;L;5;0;GHB229;25496;27697;19817;358;0
58;1;34787;L;5;0;GHB181;19817;12557;10767;358;0
58;1;34789;L;5;0;GHB109;10770;10768;16486;358;0
58;1;34791;L;5;0;GHB163;16486;10770;10769;358;0
58;1;34795;L;5;0;GHB114;11157;11154;23710;358;0
58;1;34807;L;5;0;GHB221;24870;3386;16486;358;0
58;1;34809;L;5;0;GHB108;10769;10767;23710;358;0
58;1;34810;L;5;0;GHB211;23711;10769;11296;358;0
58;1;34816;L;5;0;GHB105;10583;16396;19824;358;0
58;1;34820;L;5;0;GHB226;25376;16397;10583;358;0
58;1;34823;L;5;0;GHB233;25947;20078;1949;358;0
58;1;34826;L;5;0;GHB120;11638;1951;1949;358;0
58;1;34829;L;5;0;GHB13;1949;25943;12013;358;0
58;1;34830;L;5;0;GHB116;11289;10808;23330;358;0
58;1;34835;L;5;0;GHB121;11874;7816;24677;358;0
58;1;34840;L;5;0;GHB122;12028;23330;4254;358;0
58;1;34843;L;5;0;GHB150;15382;11407;15731;358;0
58;1;34846;L;5;0;GHB152;15731;15382;15383;358;0
58;1;34847;L;5;0;GHB37;4257;12013;15729;358;0
58;1;34850;L;5;0;GHB36;4256;15383;15729;358;0
58;1;34852;L;5;0;GHB38;4258;4254;5051;358;0
58;1;34857;L;5;0;GHB14;1705;2496;10209;358;0
58;1;34859;L;5;0;GHB310;28164;28690;1906;991;0
58;1;34868;L;5;0;GHB311;1420;8961;22949;991;0
58;1;34869;L;5;0;GHB303;5467;6951;22961;991;0
58;1;34872;L;5;0;GHB300;3099;4593;28689;991;0
58;1;34875;L;5;0;GHB305;8171;4593;28689;991;0
58;1;34878;L;5;0;GHB301;4795;12983;19864;991;0
58;1;34881;L;5;0;GHB312;1109;19864;5478;991;0
58;1;34884;L;5;0;GHB308;23867;5478;26952;991;0
58;1;34888;L;5;0;GHB103;10578;1941;5390;358;0
58;1;34891;L;5;0;GHB113;11156;1941;1637;358;0
58;1;34894;L;5;0;GHB15;1639;11154;16396;358;0
58;1;34897;L;5;0;GHB162;16397;11300;25376;358;0
58;1;34900;L;5;0;GHB49;5217;26151;23330;358;0
58;1;34903;L;5;0;GHB129;12513;14271;23711;358;0
58;1;34907;L;5;0;GHB156;16066;26156;19827;358;0
58;1;34912;L;5;0;GHB117;11296;23711;16066;358;0
58;1;34915;L;5;0;GHB261;28530;12076;26852;358;0
58;1;34920;L;5;0;GHB255;27697;18437;12557;358;0
58;1;34927;L;5;0;GHB242;26452;1099;1270;358;0
58;1;34933;L;5;0;GHB157;16311;19817;26452;358;0
58;1;34934;L;5;0;GHB216;24368;1269;3933;358;0
58;1;34935;L;5;0;GHB16;1270;24643;12090;358;0
58;1;34936;L;5;0;GHB101;10476;16311;8931;358;0
58;1;34937;L;5;0;GHB17;1163;1270;24393;358;0
58;1;34938;L;5;0;GHB32;3317;12090;10767;358;0
58;1;34939;L;5;0;GHB85;8379;1270;3933;358;0
58;1;34959;L;5;0;GHB100;10210;18676;10209;358;0
58;1;34960;L;5;0;GHB171;18676;1935;12079;358;0
58;1;34961;L;5;0;GHB124;12079;13955;18676;358;0
58;1;34962;L;5;0;GHB142;13955;8375;18676;358;0
58;1;34963;L;5;0;GHB45;4929;15411;12079;358;0
58;1;34983;L;5;0;GHB70;6681;2498;12557;358;0
58;1;34986;L;5;0;GHB17;1833;2498;28692;358;0
58;1;34987;L;5;0;GHB104;10602;1833;10586;358;0
58;1;34992;L;5;0;GHB165;17054;67;16059;358;0
58;1;34993;L;5;0;GHB155;16059;67;17054;358;0
58;1;34994;L;5;0;GHB202;22171;17054;23866;358;0
58;1;35005;L;1;4;K ND13;;6722;18152;555;0
58;1;35010;L;1;4;K PAF4;;11829;20340;602;0
58;1;35014;L;1;4;K PAF7;;1652;20340;294;0
58;1;35018;L;1;4;K IN2;;20311;12549;1589;0
58;1;35023;L;1;4;K IN15;;28511;12549;1589;0
58;1;35035;L;1;4;K FS6;;7635;735;418;0
58;1;35059;L;1;3;S2805;;12961;1061;321;0
58;1;35063;L;1;3;S2443;;13208;17592;321;0
58;1;35075;L;1;3;S2305;;12963;15951;303;0
58;1;35128;L;1;3;S2139;;4163;26290;293;0
58;1;35154;L;1;4;K KEH10;;15160;22480;484;0
58;1;35187;L;5;0;GBA2;21231;23476;23939;874;0
58;1;35257;L;1;4;K DLG35;;2605;27924;383;0
58;1;35262;L;1;4;K DLG27;;2605;17935;383;0
58;1;35268;L;1;4;K DON29;;6120;21004;387;0
58;1;35309;L;1;4;K NEW21;;16126;9453;561;0
58;1;35341;L;5;0;GM25;16580;12553;10956;1956;0
58;1;35346;L;5;0;GM26;10536;8932;25668;1956;0
58;1;35349;L;5;0;GM27;5963;25940;12618;1956;0
58;1;35360;L;5;0;GM28;24685;16827;25536;1956;0
58;1;35365;L;5;0;GM29;8345;15035;24698;1956;0
58;1;35371;L;5;0;GM30;28562;16078;12619;1956;0
58;1;35374;L;5;0;GM31;16717;1698;15500;1956;0
58;1;35380;L;5;0;GM32;7032;8345;25432;1956;0
58;1;35386;L;5;0;GM33;15036;6129;13183;1956;0
58;1;35392;L;5;0;GM34;16136;1698;14455;1956;0
58;1;35396;L;5;0;GM35;15556;10601;27416;1956;0
58;1;35414;L;5;0;GM36;27342;17790;17789;1956;0
58;1;35420;L;5;0;GM38;1128;21994;16813;1956;0
58;1;35424;L;5;0;GM39;20974;20377;3227;1956;0
58;1;35431;L;5;0;GM40;20378;20564;11041;1956;0
58;1;35435;L;5;0;GM41;16981;13149;12578;1956;0
58;1;35440;L;5;0;GM42;20590;15831;25431;1956;0
58;1;35444;L;5;0;GM43;6770;8612;8746;1956;0
58;1;35447;L;5;0;GM44;1611;21994;24943;1956;0
58;1;35455;L;5;0;GM45;23138;12578;3438;1956;0
58;1;35458;L;5;0;GM46;12214;4318;10889;1956;0
58;1;35462;L;5;0;GM48;12355;9129;21994;1956;0
58;1;35469;L;5;0;GM47;615;4318;16131;1956;0
58;1;35473;L;5;0;GM49;22855;14038;21769;1956;0
58;1;35478;L;5;0;GM50;24029;9129;27322;1956;0
58;1;35482;L;5;0;GM51;25292;5280;27219;1956;0
58;1;35488;L;5;0;GM52;24465;22855;5740;1956;0
58;1;35496;L;5;0;GM53;21770;4947;20178;1956;0
58;1;35518;L;1;3;I2300;;26799;8253;257;0
58;1;35519;L;1;3;I2400;;10444;24479;257;0
58;1;35520;L;1;3;Ring1;;18437;1038;257;0
58;1;35530;L;1;3;Ring2;;1027;17391;257;0
58;1;35550;L;1;3;Ring3;;3976;22745;257;0
58;1;35552;L;5;0;;11888;;;4965;0
58;1;35592;L;1;3;I2600;;7887;10469;257;0
58;1;35599;L;1;2;B4/75;;10439;10471;257;0
58;1;35646;L;1;3;I2700;;24657;6823;257;0
58;1;35647;L;1;3;I2800;;10437;18832;257;0
58;1;35665;L;1;3;I2900;;3816;19565;257;0
58;1;35670;L;1;3;I1400;;22090;7233;257;0
58;1;35680;L;1;3;I1500;;21829;1027;257;0
58;1;35688;L;1;3;I3200;;4255;28640;257;0
58;1;35690;L;1;3;I1600;;1027;1038;257;0
58;1;35700;L;1;3;I1700;;5516;26799;257;0
58;1;35710;L;1;3;I1800;;16146;7233;257;0
58;1;35713;L;1;3;I3000;;783;7677;257;0
58;1;35720;L;1;3;I1900;;10832;26799;257;0
58;1;35730;L;1;3;I2000;;11766;22690;257;0
58;1;35735;L;1;3;I2100;;10488;13784;257;0
58;1;35742;L;1;3;I2200;;13784;10488;257;0
58;1;35743;L;1;3;I3100;;1027;24362;257;0
58;1;35747;L;1;3;I3300;;10445;3129;257;0
58;1;35750;L;1;3;I1300;;6858;25865;257;0
58;1;35766;L;1;3;I3400;;1038;28640;257;0
58;1;35776;L;1;3;I3500;;3104;12098;257;0
58;1;35784;L;1;3;I3600;;783;8524;257;0
58;1;35795;L;1;3;I3700;;1027;22090;257;0
58;1;35807;L;1;3;I3900;;22090;7233;257;0
58;1;35811;L;1;3;I3800;;3007;24657;257;0
58;1;35818;L;1;3;I4000;;22090;7233;257;0
58;1;35826;L;1;3;I4100;;3104;22745;257;0
58;1;35840;L;1;3;I4200;;11044;18306;257;0
58;1;35944;L;1;3;I2801;;8524;15118;257;0
58;1;35961;L;1;3;I2802;;783;8524;257;0
58;1;35981;L;1;3;I2803;;9660;8524;257;0
58;1;36004;L;5;0;GM54;11068;20853;25661;1956;0
58;1;36012;L;5;0;GM55;1427;21769;27737;1956;0
58;1;36018;L;5;0;GM56;27736;27737;197;1956;0
58;1;36023;L;5;0;GM57;23914;16846;25292;1956;0
58;1;36046;L;1;3;S2356;;10677;7125;312;0
58;1;36052;L;1;3;S2352;;8748;17685;545;0
58;1;36079;L;1;3;S2381;;9041;17850;299;0
58;1;36096;L;1;3;S2222;;7777;20543;291;0
58;1;36109;L;1;3;S2237;;22064;3326;264;0
58;1;36117;L;1;3;S2239;;11031;847;291;0
58;1;36128;L;1;4;K WÜ24;;28269;22114;2756;0
58;1;36160;L;1;2;B285n;;16967;24732;627;0
58;1;36164;L;1;2;B279n;;2819;28252;627;0
58;1;36223;L;1;3;S2168;;9453;13381;296;0
58;1;36249;L;5;0;GM58;4658;24713;19404;1956;0
58;1;36256;L;1;3;L3209;;8127;10521;275;0
58;1;36268;L;1;3;L3483;;10521;21879;275;0
58;1;36271;L;1;3;L3195;;16441;24564;275;0
58;1;36298;L;1;3;L3097;;20414;22283;275;0
58;1;36305;L;1;3;L3303;;6589;5243;275;0
58;1;36313;L;1;4;K141;11088;10952;1732;374;0
58;1;36317;L;1;4;K643;;27595;3764;715;0
58;1;36323;L;1;4;K647;;27595;17963;715;0
58;1;36332;L;1;4;K246;;13126;18547;275;0
58;1;36335;L;5;0;GDA1;4021;;;374;0
58;1;36338;L;5;0;GDA9;21645;;;374;0
58;1;36343;L;5;0;GW4;22942;;;715;0
58;1;36348;L;5;0;GW2;7870;;;275;0
58;1;36353;L;5;0;GW3;14301;;;715;0
58;1;36359;L;5;0;GW5;25424;;;715;0
58;1;36403;L;5;0;GFB1;8150;;;4052;0
58;1;36406;L;5;0;GOF1;3607;;;37278;0
58;1;36409;L;5;0;GOF2;3752;;;37278;0
58;1;36412;L;5;0;GOF3;9304;;;37278;0
58;1;36417;L;5;0;GOF4;26254;;;37278;0
58;1;36500;L;1;3;L3117;;18089;19331;580;0
58;1;36501;L;1;3;L3317;;8091;5904;275;0
58;1;36502;L;1;3;L3121;;21892;23836;580;0
58;1;36503;L;1;4;K174;;21892;5967;580;0
58;1;36504;L;1;3;L3011;;26622;10779;275;0
58;1;36505;L;1;3;L3002;;8101;8130;414;0
58;1;36506;L;1;3;L3001;;6297;8127;275;0
58;1;36507;L;1;3;L3003;;8091;2732;275;0
58;1;36509;L;1;3;L3019;;27210;8129;275;0
58;1;36510;L;1;3;L3004;;8091;23174;275;0
58;1;36511;L;1;3;L3440;;8111;8141;414;0
58;1;36512;L;1;3;L3005;;7400;8091;275;0
58;1;36513;L;1;3;L3006;;8140;7400;275;0
58;1;36514;L;1;3;L3266;;8134;14462;275;0
58;1;36515;L;1;3;L3016;;8134;9205;275;0
58;1;36517;L;1;3;L3265;;7980;8091;275;0
58;1;36518;L;1;4;K870;;8119;8127;414;0
58;1;36519;L;1;4;K816;;8139;19454;275;0
58;1;36520;L;1;4;K818;;104;130;414;0
58;1;36521;L;1;4;K819;9145;8109;8133;414;0
58;1;36522;L;1;4;K803;16462;8112;1496;414;0
58;1;36523;L;1;4;K808;;8112;8132;414;0
58;1;36524;L;1;4;K817;;8123;8140;414;0
58;1;36525;L;1;4;K814;;8103;8136;414;0
58;1;36526;L;1;4;K809;;8103;8131;414;0
58;1;36527;L;1;4;K821;;8120;8128;414;0
58;1;36528;L;1;4;K810;;8111;8142;414;0
58;1;36529;L;1;4;K812;;8104;8135;275;0
58;1;36530;L;5;0;GF1;1496;8100;8097;414;0
58;1;36531;L;5;0;GF3;5880;18671;25427;414;0
58;1;36532;L;5;0;GF4;18674;23385;859;414;0
58;1;36533;L;5;0;GF6;5274;10056;16462;414;0
58;1;36534;L;5;0;GF5;10259;10056;16462;414;0
58;1;36535;L;5;0;GF19;19439;801;1253;414;0
58;1;36536;L;5;0;GF7;1253;126;13274;414;0
58;1;36537;L;5;0;GF22;23166;16462;1253;414;0
58;1;36538;L;5;0;GF23;23483;17620;12827;414;0
58;1;36539;L;5;0;GF8;14303;5877;1496;414;0
58;1;36540;L;5;0;GF9;8335;1496;22092;414;0
58;1;36541;L;5;0;GF10;21487;1486;7429;414;0
58;1;36542;L;5;0;GF11;12086;20918;14050;275;0
58;1;36543;L;5;0;GF12;622;19535;12086;414;0
58;1;36544;L;5;0;GF13;1167;16062;1160;414;0
58;1;36545;L;5;0;GF14;1097;1253;25417;414;0
58;1;36546;L;5;0;GF17;17620;19148;18671;414;0
58;1;36547;L;1;3;L3204;;8441;28207;275;0
58;1;36548;L;1;3;L3205;;2732;16440;275;0
58;1;36549;L;1;4;K11;;21968;28207;275;0
58;1;36550;L;1;3;L3262;;6695;8098;275;0
58;1;36561;L;1;2;B40a;;23385;16462;275;0
58;1;36761;L;1;2;B3;;6296;8138;275;0
58;1;37035;L;1;4;K854;15472;15134;7349;275;0
58;1;37178;L;1;3;L3057;;8327;2732;275;0
58;1;37283;L;5;0;GF20;19946;7958;12624;414;0
58;1;37286;L;5;0;GF2;7958;262;8700;414;0
58;1;37289;L;5;0;GF25;28535;198;1253;414;0
58;1;37293;L;5;0;GF24;27890;1496;10226;414;0
58;1;37300;L;1;4;K985;1181;8149;5206;261;0
58;1;37304;L;1;4;K192;1180;17718;19466;580;0
58;1;37311;L;1;3;L3024;11655;22669;22310;468;0
58;1;37316;L;1;3;L3025;;23174;7441;468;0
58;1;37323;L;1;3;L3041;;18081;14486;468;0
58;1;37329;L;1;3;L3309;;9750;9833;275;0
58;1;37335;L;1;4;K152;;13367;17618;275;0
58;1;37346;L;1;3;L3068;;5959;19252;422;0
58;1;37356;L;5;0;GDA3;8149;5681;5680;374;0
58;1;37364;L;1;2;B263;;27595;129;715;0
58;1;37369;L;1;3;L3037;;2853;27595;275;0
58;1;37390;L;1;4;K10;;13764;2903;714;0
58;1;37394;L;1;3;L3008;;2732;10521;275;0
58;1;37406;L;1;3;L3268;;10521;8091;275;0
58;1;37444;L;1;3;L3405;;19454;21892;275;0
58;1;37450;L;1;3;L3113;;5680;17618;275;0
58;1;37457;L;1;3;L3482;;9729;3916;275;0
58;1;37467;L;1;3;L3038;;27595;23026;275;0
58;1;37470;L;1;3;L3014;;13353;18629;523;0
58;1;37481;L;5;0;GHG2;11425;;;468;0
58;1;37489;L;5;0;GHG3;22484;;;840;0
58;1;37493;L;5;0;GHG4;26105;;;468;0
58;1;37497;L;5;0;GHG1;8146;;;840;0
58;1;37534;L;1;3;L30;;9614;22583;268;0
58;1;37535;L;1;3;L09;;21196;18959;14292;0
58;1;37552;L;1;3;L303;;3030;22755;14291;0
58;1;37555;L;1;3;L302;;22836;25633;14291;0
58;1;37560;L;1;3;L291;;8759;9688;14291;0
58;1;37565;L;1;3;L301;;13790;20845;14291;0
58;1;37575;L;1;4;K4;;22583;18767;14291;0
58;1;37584;L;1;3;L01;;23021;10071;569;0
58;1;37595;L;1;3;L02;;11365;9469;569;0
58;1;37607;L;1;3;L011;;23583;16488;569;0
58;1;37615;L;1;3;L16;;24679;20067;14292;0
58;1;37616;L;1;3;L03;;23504;4191;268;0
58;1;37628;L;1;3;L031;;26086;12672;268;0
58;1;37657;L;1;3;L012;;13654;27869;268;0
58;1;37662;L;1;3;L12;;27869;26865;268;0
58;1;37677;L;1;3;L102;;27869;12745;268;0
58;1;37681;L;1;3;L103;;6143;22374;569;0
58;1;37688;L;5;0;;22032;27869;27871;717;0
58;1;37689;L;5;0;;16270;;;717;0
58;1;37690;L;5;0;;14488;;;717;0
58;1;37691;L;5;0;;5638;;;717;0
58;1;37718;L;1;3;L121;;25514;9716;569;0
58;1;37721;L;1;3;L104;;9320;18137;268;0
58;1;37724;L;1;3;L122;;21454;14213;14289;0
58;1;37730;L;1;3;L10;;18151;22016;268;0
58;1;37747;L;1;3;L11;;14522;25351;268;0
58;1;37761;L;1;3;L13;;2667;27169;268;0
58;1;37782;L;1;3;L091;;13837;5571;14292;0
58;1;37783;L;1;4;K9;;3089;5137;14289;0
58;1;37788;L;1;4;K7;;18138;21454;14289;0
58;1;37792;L;1;3;L131;;5248;5124;268;0
58;1;37793;L;1;3;L133;;23848;23314;268;0
58;1;37807;L;1;3;L14;;18339;18088;268;0
58;1;37808;L;1;3;L142;;24980;23314;268;0
58;1;37809;L;1;3;L132;;28418;22016;268;0
58;1;37810;L;1;3;L132a;;1578;18730;14289;0
58;1;37826;L;5;0;;23434;16109;5634;2106;0
58;1;37827;L;5;0;;8658;28392;16109;2106;0
58;1;37848;L;1;3;L04;;28306;6472;14292;0
58;1;37849;L;1;3;L051;;28295;28125;14292;0
58;1;37850;L;1;3;L06;;28085;20779;14292;0
58;1;37851;L;1;3;L041;;28306;8652;268;0
58;1;37852;L;1;3;L05;;26233;16348;268;0
58;1;37853;L;1;3;L042;;27913;23504;268;0
58;1;37881;L;5;0;;18372;;;655;0
58;1;37882;L;5;0;;16109;;;655;0
58;1;37883;L;5;0;;1395;;;37527;0
58;1;37884;L;5;0;;21908;;;655;0
58;1;37885;L;5;0;;19874;;;5022;0
58;1;37903;L;1;3;L20;;16481;9281;268;0
58;1;37904;L;1;3;L204;;13997;11735;268;0
58;1;37905;L;1;3;L206;;5698;16481;14290;0
58;1;37906;L;1;3;L241;;5626;20755;14290;0
58;1;37907;L;1;3;L205;;24039;26855;14290;0
58;1;37908;L;1;4;K4;;23861;27591;568;0
58;1;37951;L;1;3;L25;;17233;18479;14290;0
58;1;37953;L;1;3;L202;;26855;16478;268;0
58;1;37954;L;1;3;L203;;5313;21998;14290;0
58;1;37955;L;1;3;L252;;2194;2276;14290;0
58;1;37975;L;5;0;;5222;;;2019;0
58;1;37976;L;5;0;;13605;;;2019;0
58;1;37977;L;5;0;;24864;;;2019;0
58;1;37998;L;1;3;L34;;11840;7715;14290;0
58;1;37999;L;1;3;L341;;25670;27969;14290;0
58;1;38000;L;1;3;L33;;2276;798;14290;0
58;1;38001;L;1;3;L331;;24754;4937;14290;0
58;1;38031;L;1;3;L283;;23186;28479;14291;0
58;1;38032;L;1;3;L322;;18557;7634;14291;0
58;1;38045;L;1;3;L101;;20939;20616;268;0
58;1;38049;L;1;3;L28;;18126;9567;268;0
58;1;38050;L;1;3;L282;;24797;8360;268;0
58;1;38051;L;1;3;L311;;22070;16243;268;0
58;1;38052;L;1;3;L312;;27912;11089;268;0
58;1;38053;L;1;3;L281;;27969;8360;14290;0
58;1;38092;L;1;3;L273;;24514;8360;268;0
58;1;38093;L;1;3;L272;;796;5025;14290;0
58;1;38117;L;1;3;L31;;18016;1049;268;0
58;1;38136;L;1;4;K12;;25570;25828;14291;0
58;1;38139;L;1;3;L27;;18126;27273;268;0
58;1;38157;L;1;3;L271;;5804;5025;14290;0
58;1;38158;L;1;3;L263;;10175;28420;14291;0
58;1;38159;L;1;3;L264;;3065;20201;14291;0
58;1;38161;L;1;3;L262;;13383;28044;14291;0
58;1;38179;L;1;4;K22;;4825;13383;14291;0
58;1;38180;L;1;4;K39;;13281;3067;14291;0
58;1;38187;L;5;0;;25640;;;1076;0
58;1;38198;L;1;3;L261;;23940;9525;268;0
58;1;38199;L;1;3;L26;;9234;1490;268;0
58;1;38224;L;5;0;;1493;;;438;0
58;1;38225;L;5;0;;10607;;;438;0
58;1;38226;L;5;0;;10176;;;438;0
58;1;38227;L;5;0;;23670;;;438;0
58;1;38228;L;5;0;;10581;;;438;0
58;1;38229;L;5;0;;15971;;;438;0
58;1;38230;L;5;0;;13142;;;438;0
58;1;38231;L;1;4;K5;;18212;9525;268;0
58;1;38257;L;5;0;;24640;;;787;0
58;1;38258;L;5;0;;8367;;;787;0
58;1;38267;L;1;3;L19;;22681;9614;268;0
58;1;38285;L;1;3;L192;;25667;24612;568;0
58;1;38293;L;1;3;L21;;795;24612;568;0
58;1;38310;L;1;3;L211;;18306;20504;568;0
58;1;38311;L;1;3;L212;;21674;7893;568;0
58;1;38322;L;1;3;L201;;18322;9281;268;0
58;1;38323;L;1;3;L231;;16769;5677;268;0
58;1;38324;L;1;3;L232;;9724;34;268;0
58;1;38339;L;1;2;B96b;;4246;18093;14291;0
58;1;38346;L;1;3;L213;;9683;24785;268;0
58;1;38347;L;1;3;L222;;8168;24785;268;0
58;1;38362;L;5;0;;9983;;;673;0
58;1;38363;L;5;0;;3139;;;673;0
58;1;38364;L;5;0;;25666;;;673;0
58;1;38365;L;5;0;;13813;;;673;0
58;1;38366;L;5;0;;8089;;;673;0
58;1;38367;L;5;0;;13148;;;673;0
58;1;38383;L;5;0;;22030;;;673;0
58;1;38393;L;1;3;L221;;18619;22339;268;0
58;1;38394;L;1;3;L182;;3411;16696;268;0
58;1;38396;L;1;3;L181;;13805;21655;568;0
58;1;38416;L;1;3;L18;;14897;23861;268;0
58;1;38424;L;5;0;;1860;;;631;0
58;1;38425;L;5;0;;20132;;;631;0
58;1;38426;L;5;0;;25134;;;631;0
58;1;38427;L;5;0;;5844;;;4846;0
58;1;38439;L;5;0;;24296;;;38437;0
58;1;38440;L;5;0;;25143;;;38438;0
58;1;38453;L;1;3;L22;;22016;23987;268;0
58;1;38490;L;1;4;K20;;15705;8863;14289;0
58;1;38558;L;1;3;L392;;3132;28141;451;0
58;1;38569;L;1;3;L401;;6855;15636;258;0
58;1;38576;L;1;3;L191;;18451;27417;258;0
58;1;38583;L;1;3;L192;;18451;21462;258;0
58;1;38637;L;1;3;L141;;27224;5072;258;0
58;1;38662;L;1;3;L163;;11675;24148;661;0
58;1;38670;L;1;4;K24;;23212;28067;661;0
58;1;38674;L;1;3;L122;;14233;28389;632;0
58;1;38689;L;1;3;L493;;28660;9482;467;0
58;1;38694;L;1;3;L482;;3406;28660;258;0
58;1;38699;L;1;4;K36/112;;14928;4952;258;0
58;1;38750;L;1;3;L383;;16513;4952;451;0
58;1;38761;L;1;3;L385;;23806;15399;1782;0
58;1;38766;L;1;3;L390;;24631;8722;451;0
58;1;38777;L;1;3;L402;;3385;20169;451;0
58;1;38781;L;1;3;L403;;10766;28142;258;0
58;1;38789;L;1;3;L461;;24336;5001;258;0
58;1;38794;L;1;4;K503;;17422;6861;570;0
58;1;38809;L;1;3;L332;;3159;4710;382;0
58;1;38819;L;1;3;L395;;15586;24945;258;0
58;1;38823;L;5;0;GH5;21722;15784;15783;452;0
58;1;38852;L;1;3;L501;;19527;6637;434;0
58;1;38856;L;1;3;L158;;4554;26258;1;0
58;1;38861;L;1;4;K347;18886;19039;6133;584;0
58;1;39000;L;5;0;GBS8;22564;10931;25138;356;0
58;1;39141;L;1;3;L3251;;3245;12225;285;0
58;1;39283;L;1;4;K23;;15092;26225;538;0
58;1;39287;L;5;0;GD30;8151;6524;6521;393;0
