CID;TABCD;LCD;CLASS;TCD;STCD;ROADNUMBER;RNID;N1ID;N2ID;POL_LCD;PES_LEV
58;1;9735;L;1;3;L528;;16918;10269;272;0
58;1;9736;L;1;3;L534;;17219;13684;541;0
58;1;9737;L;1;3;L545;;11256;5200;462;0
58;1;9738;L;1;3;L551;;23484;21177;260;0
58;1;9739;L;1;3;L558;;19422;25127;353;0
58;1;9740;L;1;3;L572;;4082;557;353;0
58;1;9741;L;1;3;L602;;4082;16898;260;0
58;1;9742;L;1;3;L609;;6187;4324;260;0
58;1;9743;L;1;3;L612;;16690;7876;614;0
58;1;9744;L;1;3;L631;;4336;7467;260;0
58;1;9745;L;1;3;L652;;10415;15385;614;0
58;1;9746;L;1;3;L663;;5325;10488;260;0
58;1;9747;L;5;0;GDo1;4403;27886;18626;389;0
58;1;9748;L;1;3;L660;;27896;6189;272;0
58;1;9749;L;1;3;L697;;1777;4032;272;0
58;1;9750;L;1;3;L702;;7203;1917;272;0
58;1;9751;L;1;3;L704;;6189;10269;272;0
58;1;9752;L;1;3;L722;;11253;16337;657;0
58;1;9753;L;1;3;L757;;10171;12267;277;0
58;1;9754;L;1;3;L772;;2846;5164;277;0
58;1;9755;L;1;3;L780;;20663;21819;541;0
58;1;9756;L;1;3;L908;;200;14107;657;0
58;1;9757;L;1;3;L937;;23025;5848;511;0
58;1;9758;L;1;4;K1;;6019;4082;353;0
58;1;9759;L;5;0;GSi1;12074;459;27028;3158;0
58;1;9760;L;1;4;K7;;4367;9454;389;0
58;1;9761;L;1;4;K17;;17555;12848;389;0
58;1;9762;L;5;0;GDo3a;16492;5086;1766;389;0
58;1;9763;L;5;0;GDo4;23860;21082;12441;389;0
58;1;9801;L;1;3;L107;;22512;2154;265;0
58;1;9802;L;1;3;L108;;7689;22701;265;0
58;1;9803;L;1;3;L109;;13678;4457;265;0
58;1;9804;L;1;3;L112;;22701;7231;265;0
58;1;9805;L;1;3;L115;;22501;13700;265;0
58;1;9806;L;1;3;L119;;22703;11961;265;0
58;1;9807;L;1;3;L124;;18393;27565;265;0
58;1;9808;L;1;3;L125;;22520;18383;265;0
58;1;9809;L;1;3;L126;;250;20926;265;0
58;1;9810;L;1;3;L134;;23825;767;265;0
58;1;9811;L;1;3;L135;;25449;18782;265;0
58;1;9812;L;1;3;L136;;8609;11912;265;0
58;1;9813;L;1;3;L139;;22540;21761;265;0
58;1;9814;L;1;3;L143;;5991;23156;265;0
58;1;9815;L;1;3;L156;;21262;18950;265;0
58;1;9816;L;1;3;L157;;17073;27161;265;0
58;1;9817;L;1;3;L158;;17128;24512;265;0
58;1;9818;L;1;3;L163;;26241;22521;265;0
58;1;9819;L;1;3;L164;;17966;16053;265;0
58;1;9820;L;1;3;L165;;15298;26494;265;0
58;1;9821;L;1;3;L167;;28677;20445;265;0
58;1;9822;L;1;3;L168;;28677;4341;265;0
58;1;9823;L;1;3;L170;;22540;27232;265;0
58;1;9824;L;1;3;L171;;18556;21263;265;0
58;1;9825;L;1;3;L173;;24038;17073;265;0
58;1;9826;L;1;3;L251;;22886;6381;265;0
58;1;9827;L;1;3;L252;;6381;1931;265;0
58;1;9828;L;1;3;L287;;18392;27565;265;0
58;1;9829;L;5;0;G1;22551;317;3937;2291;0
58;1;9889;L;1;3;L8;;26526;22636;270;0
58;1;9890;L;1;3;L11;;5940;5362;270;0
58;1;9891;L;1;3;L24;;10675;9455;270;0
58;1;9892;L;1;3;L25;;25869;27506;270;0
58;1;9893;L;1;3;L44;;22121;21913;270;0
58;1;9894;L;1;3;L48;;19590;3102;270;0
58;1;9895;L;1;3;L51;;16371;23243;270;0
58;1;9896;L;1;3;L55;;28372;6339;270;0
58;1;9897;L;1;3;L65;;22801;23596;270;0
58;1;9898;L;1;3;L70;;6693;1782;270;0
58;1;9899;L;1;3;L72;;23996;8584;270;0
58;1;9900;L;1;3;L82;;27350;15135;270;0
58;1;9901;L;1;3;L88;;24478;19852;270;0
58;1;9902;L;1;3;L89;;16330;11421;270;0
58;1;9903;L;1;3;L92;;3968;18028;270;0
58;1;9905;L;1;3;L133;;5837;9598;270;0
58;1;9906;L;1;3;L145;;10378;28121;270;0
58;1;9907;L;1;3;L146;;27312;3623;270;0
58;1;9908;L;1;3;L158;;16549;8338;270;0
58;1;9909;L;1;3;L159;;20624;10378;270;0
58;1;9910;L;1;3;L162;;10378;9167;270;0
58;1;9911;L;1;3;L163;;8311;10378;270;0
58;1;9912;L;1;3;L171;;23009;11869;270;0
58;1;9913;L;1;3;L178;;15097;17058;270;0
58;1;9914;L;1;3;L182;;27198;17058;270;0
58;1;9915;L;1;3;L187;;24261;6458;1;0
58;1;9916;L;1;3;L193;;27515;17228;270;0
58;1;9917;L;1;3;L205;;17955;20317;270;0
58;1;9918;L;1;3;L206;;16646;27166;270;0
58;1;9919;L;1;3;L210;;11351;6619;270;0
58;1;9920;L;1;3;L229;;7354;20911;270;0
58;1;9921;L;1;3;L234;;13349;10701;270;0
58;1;9922;L;1;3;L236;;3440;8420;270;0
58;1;9923;L;1;3;L242;;3048;20901;270;0
58;1;9924;L;1;4;K2054;;3959;27983;270;0
58;1;9925;L;1;4;K1106;;26128;26962;270;0
58;1;9926;L;1;4;K1148;;7386;12258;270;0
58;1;9927;L;1;4;K1319;;7093;9732;270;0
58;1;9928;L;1;4;K1162;;26962;22643;270;0
58;1;9929;L;1;4;K1170;;16371;11085;270;0
58;1;9930;L;1;4;K1208;;4934;10160;270;0
58;1;9931;L;1;4;K1212;;16381;25730;270;0
58;1;9933;L;1;4;K1233;;28372;17561;270;0
58;1;9934;L;1;4;K1306;;23204;10893;270;0
58;1;9935;L;1;4;K2354;;22119;4533;270;0
58;1;9945;L;1;4;K103;;11496;10187;1518;0
58;1;9953;L;1;3;L401;;14418;23184;1;0
58;1;9954;L;1;3;L751;;14479;23604;1;0
58;1;9955;L;1;3;L1136;;22187;15670;1;0
58;1;9956;L;5;0;GFS1;28357;175;7952;13829;0
58;1;9962;L;1;4;K110;;26179;5649;2580;0
58;1;9965;L;1;4;K114;;28017;9147;258;0
58;1;9966;L;1;4;K114;;25237;21511;632;0
58;1;9969;L;5;0;GM5;3351;14275;20318;1956;0
58;1;9970;L;5;0;GM7;25940;15564;8583;1956;0
58;1;9971;L;5;0;GM9;643;16131;1150;1956;0
58;1;9972;L;5;0;GM11;18303;23050;12553;1956;0
58;1;9973;L;5;0;GM13;19468;15035;26265;1956;0
58;1;9974;L;5;0;GM15;3024;11081;26910;1956;0
58;1;9976;L;5;0;GDD01;7091;8503;26900;390;0
58;1;9977;L;5;0;GDD02;22975;16010;22979;390;0
58;1;9978;L;5;0;GDD03;1359;1358;27586;390;0
58;1;9979;L;5;0;GDD04;13129;13128;6066;390;0
58;1;9980;L;5;0;GDD05;20681;27771;24958;390;0
58;1;9981;L;5;0;GDD06;27587;27586;647;390;0
58;1;9982;L;5;0;GDD07;16190;16189;27207;390;0
58;1;9983;L;5;0;GDD08;20462;20461;26990;390;0
58;1;9984;L;5;0;GDD09;5889;5888;25549;390;0
58;1;9985;L;5;0;GDD10;13421;13420;28349;390;0
58;1;9986;L;5;0;GDD11;10478;4590;14476;390;0
58;1;9987;L;5;0;GL04;25144;9939;984;505;0
58;1;9994;L;5;0;GMA01;25144;15805;18305;526;0
58;1;10394;L;5;0;GAA01;25144;27484;18380;1166;0
58;1;10421;L;1;3;L338;;3561;12244;267;0
58;1;10755;L;1;4;K6425;;5604;1005;529;0
58;1;11017;L;1;3;L311;;11120;588;336;0
58;1;11495;L;1;3;L305;;17689;23615;267;0
58;1;11501;L;1;4;K6501;;3589;22970;576;0
58;1;11507;L;1;3;L1187;;10849;7654;455;0
58;1;12060;L;1;2;B188 alt;;24522;18087;455;0
58;1;12116;L;1;4;K6330;;4885;21083;455;0
58;1;12606;L;1;3;L865n;18886;6133;19040;584;0
58;1;12685;L;1;3;L564;;10897;24730;436;0
58;1;12843;L;1;3;L234;;1005;24805;529;0
58;1;12996;L;1;3;L233;;22356;24805;529;0
58;1;13012;L;1;3;L232;;9972;21257;267;0
58;1;13018;L;1;3;L231;;1564;9972;579;0
58;1;13021;L;1;3;L385;;10550;15669;267;0
58;1;13030;L;1;3;L332;;6078;21094;529;0
58;1;13033;L;1;3;L331;;9345;21375;529;0
58;1;13053;L;1;3;L362;;17769;18271;529;0
58;1;13063;L;1;3;L335;;18271;24207;529;0
58;1;13075;L;1;3;L334;;10030;13462;529;0
58;1;13087;L;1;3;L333;;9345;8922;529;0
58;1;13091;L;1;3;L341;;10884;21300;529;0
58;1;13110;L;1;3;L293;;3800;15681;336;0
58;1;13118;L;1;3;L237;;6591;13893;336;0
58;1;13125;L;1;3;L291;;6591;19408;336;0
58;1;13132;L;1;3;L212;;15692;9714;267;0
58;1;13140;L;1;3;L213;;17927;15692;576;0
58;1;13147;L;1;3;L191;;24155;19636;576;0
58;1;13155;L;1;3;L161;;17947;26215;267;0
58;1;13172;L;1;3;L862;;13435;7651;455;0
58;1;13175;L;1;3;L982;;16747;24519;267;0
58;1;13181;L;1;3;L991;;9915;17637;455;0
58;1;13187;L;1;3;L901;;4297;18008;608;0
58;1;13191;L;1;3;L911;;4393;3117;267;0
58;1;13198;L;1;3;L981;;20971;20970;609;0
58;1;13201;L;1;3;L912;;9378;20859;609;0
58;1;13205;L;1;3;L863;;7547;28172;455;0
58;1;13208;L;1;3;L861;;5647;20549;609;0
58;1;13214;L;1;3;L794;;16089;25317;267;0
58;1;13223;L;1;3;L792;;18951;16391;678;0
58;1;13231;L;1;3;L793;;23640;8924;678;0
58;1;13248;L;1;2;B188;9943;19671;9777;2211;0
58;1;13283;L;1;4;K20/220;4803;11167;6459;258;0
58;1;13288;L;5;0;GH19;8587;15761;17255;452;0
58;1;13290;L;1;3;L297;;21430;11134;461;0
58;1;13300;L;1;3;L647;854;26467;26239;258;0
58;1;13304;L;1;2;B1;17970;17858;5780;1442;0
58;1;13309;L;1;4;K46/87;;16302;27828;258;0
58;1;13310;L;1;3;L516;;23780;5424;434;0
58;1;13328;L;1;3;L517;;5424;19527;1041;0
58;1;13337;L;1;3;L116;;2628;10880;258;0
58;1;13342;L;1;3;L219;;11858;4012;518;0
58;1;13350;L;1;4;K327;;22612;7140;400;0
58;1;13419;L;1;4;K RO5;;24670;8174;629;0
58;1;13478;L;5;0;GA1;19733;19733;;811;0
58;1;13483;L;5;0;GA3;17886;17885;1332;811;0
58;1;13490;L;1;3;S1167;;24183;10009;1;0
58;1;13494;L;1;3;S2005;;19303;24709;299;0
58;1;13499;L;1;3;S2011;;26082;7322;299;0
58;1;13505;L;1;3;S2015;;13309;23326;299;0
58;1;13512;L;1;3;S2017;;13365;20334;299;0
58;1;13518;L;1;3;S2018;;12413;14194;299;0
58;1;13525;L;1;3;S2019;;23870;14194;299;0
58;1;13532;L;1;3;S2020;;11927;10155;299;0
58;1;13553;L;1;3;S2024;;14194;19490;441;0
58;1;13559;L;1;3;S2026;;20334;9061;299;0
58;1;13681;L;1;3;S2029;;27200;18110;553;0
58;1;13685;L;1;3;S2034;;27218;7092;324;0
58;1;13688;L;1;3;S2037;;24689;13546;692;0
58;1;13694;L;1;3;S2038;;17513;12372;294;0
58;1;13703;L;1;3;S2108;;4977;664;264;0
58;1;13715;L;1;3;S2122;;11054;7416;296;0
58;1;13719;L;1;3;S2134;;28355;28580;293;0
58;1;13727;L;1;3;S2156;;17870;25365;651;0
58;1;13732;L;1;3;S2160;;25484;20552;296;0
58;1;13740;L;1;3;S2171;;7933;20586;296;0
58;1;13745;L;1;3;S2278;;10858;26032;264;0
58;1;13755;L;1;3;S2338;;595;19396;308;0
58;1;13761;L;1;3;S2362;;21990;8174;294;0
58;1;13769;L;1;3;S2363;;4408;21359;629;0
58;1;13772;L;1;3;S2364;;14500;21368;2236;0
58;1;13775;L;1;3;S2372;;17513;6715;294;0
58;1;13780;L;1;3;S2378;;22881;12644;510;0
58;1;13787;L;1;3;S2379;;8327;21731;308;0
58;1;13800;L;1;3;S2382;;27374;16936;299;0
58;1;13805;L;1;3;S2384;;10624;10961;264;0
58;1;13811;L;1;3;S2403;;20205;13519;264;0
58;1;13820;L;1;3;S2527;;22093;1909;2784;0
58;1;13826;L;1;3;S2966;;6511;13051;1620;0
58;1;13830;L;1;2;B15n;;18258;22496;264;0
58;1;13925;L;1;3;L164;;10378;16327;270;0
58;1;14023;L;1;3;L67;;7797;11389;396;0
58;1;14043;L;1;3;L65;;15290;25718;396;0
58;1;14054;L;1;3;L89;;12849;4915;664;0
58;1;14064;L;1;3;L87;;4915;9496;664;0
58;1;14075;L;1;3;L64;;14208;2783;396;0
58;1;14081;L;1;3;L66;;17677;15290;396;0
58;1;14098;L;1;3;L337;;27320;2286;336;0
58;1;14101;L;1;3;L230;;27320;9117;267;0
58;1;14109;L;1;3;L292;;26968;9980;336;0
58;1;14130;L;1;3;L315;;13775;20727;336;0
58;1;14137;L;1;3;L294;;3800;22206;336;0
58;1;14219;L;1;4;K9501;;4331;28521;675;0
58;1;14304;L;1;4;K9503;3455;24132;27087;675;0
58;1;14308;L;5;0;GS08;28012;11003;5283;675;0
58;1;14313;L;5;0;GS09;22979;11003;13917;675;0
58;1;14319;L;5;0;GS10;4309;27583;7784;675;0
58;1;14322;L;5;0;GS11;23328;22043;1697;675;0
58;1;14329;L;5;0;GS12;23120;27410;20501;675;0
58;1;14336;L;5;0;GS13;11254;23119;6063;675;0
58;1;14346;L;1;4;K9512;23163;24915;7741;675;0
58;1;14350;L;1;4;K1910;;24913;26553;300;0
58;1;14354;L;5;0;GS14;24133;27087;13956;675;0
58;1;14358;L;5;0;GS15;20403;16237;20404;675;0
58;1;14367;L;1;1;A5;;17494;6279;357;0
58;1;14375;L;1;3;L124;22864;25540;8210;280;0
58;1;14387;L;1;4;K5349;;22254;21813;586;0
58;1;14465;L;1;4;K6168;;21794;14019;373;0
58;1;14467;L;1;4;K6169;;9211;26941;267;0
58;1;14469;L;1;3;L133;;21173;5621;610;0
58;1;14478;L;1;2;B168n;19675;12968;17070;267;0
58;1;14483;L;1;3;L701;;6054;24179;396;0
58;1;14500;L;1;3;L1191;;22228;13176;266;0
58;1;14504;L;1;3;L1192;;17255;20735;266;0
58;1;14509;L;1;3;L1193;;22228;15652;266;0
58;1;14519;L;1;3;L1194;;20735;11052;266;0
58;1;14647;L;5;0;;18006;;;4765;0
58;1;23627;L;1;3;I2500;;10470;583;257;0
58;1;26310;L;5;0;GH18;24238;22587;4329;452;0
58;1;26315;L;5;0;GH11;20594;5405;14928;452;0
58;1;26316;L;5;0;GH12;22962;17255;28471;452;0
58;1;26318;L;5;0;GH17;24869;17255;25138;5149;0
58;1;30657;L;1;1;A861;;9569;6273;512;0
58;1;30692;L;1;2;B28a;;6171;25784;263;0
58;1;30714;L;1;2;B33a;;19471;242;280;0
58;1;30760;L;1;2;B31a;;25929;8210;280;0
58;1;30780;L;1;2;B31N;;24720;28682;263;0
58;1;30806;L;1;2;B378;;17752;9560;280;0
58;1;30830;L;1;2;B415;;14942;3724;280;0
58;1;30870;L;1;2;B491;;7183;25752;280;0
58;1;30873;L;1;2;B532;;27059;13690;512;0
58;1;30878;L;5;0;GKA01;25144;21552;6427;482;0
58;1;30910;L;1;2;B38a;;16529;16528;526;0
58;1;30915;L;1;2;B467;;14070;21142;302;0
58;1;30954;L;1;3;L1016;17304;24920;24927;675;0
58;1;30959;L;1;3;L1100;;24913;10994;300;0
58;1;30964;L;1;3;L1180;;15548;24913;300;0
58;1;30971;L;1;3;L1187;;15548;24913;300;0
58;1;30977;L;1;3;L1189;;16384;24913;300;0
58;1;30981;L;1;3;L1192;;24913;10097;300;0
58;1;31018;L;1;3;L1149;;10717;10355;266;0
58;1;31054;L;1;3;L1150;;17313;21348;266;0
58;1;31064;L;1;3;L1151;;21348;26953;266;0
58;1;31090;L;1;3;L1153;;14093;20735;266;0
58;1;31102;L;1;3;L1154;;27903;16246;266;0
58;1;31133;L;1;3;L1156;;11021;23305;266;0
58;1;31159;L;1;3;L1157;;5353;17255;266;0
58;1;31209;L;1;3;L1158;;5353;17313;266;0
58;1;31219;L;1;3;L1159;;27766;21348;266;0
58;1;31236;L;1;3;L1160;;5353;24225;266;0
58;1;31288;L;1;3;S2049;;20879;15040;264;0
58;1;31309;L;1;3;S2074;;15040;5759;293;0
58;1;31321;L;1;3;S2111;;18364;19329;264;0
58;1;31334;L;1;3;S2141;;7490;24801;293;0
58;1;31344;L;1;3;S2142;;7029;625;293;0
58;1;31359;L;1;3;S2143;;15040;2615;264;0
58;1;31368;L;1;3;S2144;;18447;25982;264;0
58;1;31385;L;1;3;S2325;;20363;24801;293;0
58;1;31398;L;1;3;S2327;;7643;6001;293;0
58;1;31476;L;1;3;S2051;;8327;23323;264;0
58;1;31485;L;5;0;GAIC2;4625;5383;21195;4199;0
58;1;31489;L;1;4;K AS 6;;10802;15477;299;0
58;1;31499;L;1;3;S1066;;5508;1889;1;0
58;1;31664;L;1;2;B11n;;1775;16752;418;0
58;1;31665;L;1;2;B11a;;17843;28013;332;0
58;1;31677;L;1;1;A99;7423;17784;17779;294;0
58;1;31685;L;5;0;GR5;19889;15047;18838;2219;0
58;1;31970;L;1;3;S2091;;25706;18364;294;0
58;1;31980;L;1;3;S2094;;23736;19373;681;0
58;1;31985;L;1;3;S2106;;25706;25533;294;0
58;1;31990;L;1;3;S2107;;25533;1053;294;0
58;1;32000;L;1;3;S2357;;26906;4977;294;0
58;1;32008;L;1;3;S2360;;21990;26671;294;0
58;1;32017;L;1;3;S2198;;8586;25488;295;0
58;1;32034;L;1;3;S2692;;14337;3433;470;0
58;1;32076;L;1;3;S2073;;17190;28013;294;0
58;1;32086;L;1;3;S2056;;27082;15025;294;0
58;1;32095;L;1;3;S2068;;7854;8999;294;0
58;1;32107;L;1;3;S2066;;27082;25759;294;0
58;1;32111;L;1;3;S2059;;22147;2627;264;0
58;1;32118;L;1;3;S2070;;9517;2146;294;0
58;1;32128;L;1;3;S2368;;2894;17776;294;0
58;1;32141;L;1;3;S2060;;7518;21501;425;0
58;1;32154;L;1;3;S2040;;25017;18379;264;0
58;1;32164;L;1;3;S2120;;1338;5525;264;0
58;1;32169;L;1;3;S2165;;21217;1338;264;0
58;1;32170;L;1;3;S2164;;15309;25017;264;0
58;1;32204;L;1;3;S2140;;17207;7431;362;0
58;1;32209;L;1;3;S2146;;20351;26678;296;0
58;1;32263;L;1;3;S2052;;15025;19396;264;0
58;1;32274;L;1;3;S2069;;24490;19539;294;0
58;1;32318;L;1;3;S2402;;731;20674;556;0
58;1;32332;L;1;3;S2233;;17832;11151;264;0
58;1;32336;L;1;3;S2153;;965;7660;296;0
58;1;32341;L;1;3;S2394;;5957;21217;296;0
58;1;32349;L;1;3;S2329;;14340;8850;264;0
58;1;32361;L;1;3;S2235;;14894;4989;296;0
58;1;32368;L;1;3;S2234;;5957;13043;296;0
58;1;32385;L;1;3;S2150;;21217;23661;296;0
58;1;32394;L;1;3;S2149;;13043;21900;296;0
58;1;32401;L;1;4;K CHA44;;18331;24358;362;0
58;1;32447;L;1;3;S2010;;17190;21990;294;0
58;1;32454;L;1;3;S2075;;3236;15023;539;0
58;1;32458;L;1;3;S2076;;9272;10838;539;0
58;1;32463;L;1;3;S2359;;4408;26906;294;0
58;1;32476;L;1;4;K RO13;;13882;7725;629;0
58;1;32483;L;1;4;K RO52;;19082;25250;629;0
58;1;32487;L;1;4;K RO41;;22101;10189;294;0
58;1;32497;L;1;3;S2083;;26342;26345;293;0
58;1;32522;L;1;3;L1148;;1912;19;266;0
58;1;32586;L;1;3;L1013;;20685;26846;1;0
58;1;32603;L;1;1;A113;;18342;23604;1;0
58;1;32625;L;1;3;L1091;;24545;25323;266;0
58;1;32629;L;1;3;L1100;;25323;14093;266;0
58;1;32633;L;1;3;L1076;;3190;12796;266;0
58;1;32643;L;1;3;L1010;;5353;27903;266;0
58;1;32644;L;1;3;L1113;;22204;27413;266;0
58;1;32655;L;1;3;L1036;;15670;25323;266;0
58;1;32660;L;1;3;L1037;;15681;24545;266;0
58;1;32686;L;1;3;L1060;;26953;17255;266;0
58;1;32696;L;1;3;L1009;;16601;4673;266;0
58;1;32724;L;1;3;L1038;;5353;25501;266;0
58;1;32729;L;1;3;L1051;;14093;17255;266;0
58;1;32738;L;1;3;L1155;;24225;25501;266;0
58;1;32745;L;1;3;L1063;;8415;15652;266;0
58;1;32755;L;1;3;L1132;;17255;25501;266;0
58;1;32760;L;1;3;L1015;;17313;25501;266;0
58;1;32766;L;1;3;L1137;;5353;17255;266;0
58;1;32792;L;1;3;L1021;;526;14093;266;0
58;1;32804;L;1;3;L1024;;13922;11021;266;0
58;1;32808;L;1;3;L1025;;25501;26953;266;0
58;1;32835;L;1;3;L1130;;13694;5590;266;0
58;1;32861;L;1;3;L1007;;5353;14093;266;0
58;1;32862;L;1;3;L1002;;14093;8415;266;0
58;1;32896;L;1;3;L1001;;14479;8412;266;0
58;1;32907;L;1;3;L1133;;27766;25501;266;0
58;1;32911;L;1;3;L1138;;25501;17255;266;0
58;1;32924;L;1;3;L1140;;526;19293;266;0
58;1;32928;L;1;3;L1141;;14479;25638;266;0
58;1;32932;L;1;3;L1142;;17657;8412;266;0
58;1;32936;L;1;3;L1143;;19293;14479;266;0
58;1;32940;L;1;3;L1144;;13317;8412;266;0
58;1;32952;L;1;3;L1145;;28316;24225;266;0
58;1;32958;L;1;3;L1146;;9899;27766;266;0
58;1;32964;L;1;3;L1147;;10373;5353;266;0
58;1;33009;L;1;3;S2220;;6008;20133;264;0
58;1;33021;L;1;3;S2248;;26924;1504;291;0
58;1;33031;L;1;3;S2252;;25854;16654;291;0
58;1;33040;L;1;3;S2255;;1504;18452;291;0
58;1;33046;L;1;3;S2419;;6148;25854;291;0
58;1;33056;L;1;3;S2410;;27807;11031;319;0
58;1;33065;L;5;0;GN18;27586;26459;16721;2049;0
58;1;33068;L;5;0;GN19;16722;13395;25109;2049;0
58;1;33072;L;5;0;GN20;26459;1316;27586;2049;0
58;1;33099;L;1;3;S2270;;7551;23470;303;0
58;1;33152;L;1;3;S2033;;3731;18051;1;0
58;1;33165;L;1;3;S2212;;27374;18985;299;0
58;1;33174;L;1;3;S2025;;25799;2605;299;0
58;1;33193;L;1;3;S2027;;13780;6722;264;0
58;1;33220;L;1;3;S2028;;10155;27374;299;0
58;1;33228;L;1;3;S2213;;18985;27254;387;0
58;1;33233;L;1;3;S2214;;8290;12549;264;0
58;1;33255;L;1;3;S2259;;18452;8010;291;0
58;1;33264;L;1;3;S2263;;11406;20637;407;0
58;1;33352;L;1;3;S2043;;26563;3453;294;0
58;1;33362;L;1;3;S2044;;23280;12549;294;0
58;1;33383;L;1;3;S2046;;23280;26535;555;0
58;1;33388;L;1;3;S2047;;5574;20625;264;0
58;1;33406;L;1;3;S2048;;20874;15647;294;0
58;1;33410;L;1;3;S2225;;6818;18999;264;0
58;1;33425;L;1;3;S2228;;27192;13481;264;0
58;1;33438;L;1;3;S2229;;12549;3326;294;0
58;1;33451;L;1;3;S2231;;12549;21738;264;0
58;1;33460;L;1;3;S2232;;20340;21738;294;0
58;1;33472;L;1;3;S2334;;18143;27230;294;0
58;1;33476;L;1;3;S2392;;13487;20639;395;0
58;1;33483;L;1;4;K EI10;;8677;1680;395;0
58;1;33487;L;1;4;K EI11;;27520;1680;395;0
58;1;33491;L;1;4;K EI20;;5117;17001;395;0
58;1;33499;L;1;4;K EI34;;14497;20424;395;0
58;1;33574;L;1;3;L382;18949;15472;3607;415;0
58;1;33579;L;1;3;L383;;4230;23636;267;0
58;1;33598;L;1;3;L154;;20780;8313;267;0
58;1;33601;L;1;3;L402;;5599;28386;267;0
58;1;33609;L;1;3;L280;;28390;9471;686;0
58;1;33615;L;1;3;L26;;20731;17014;686;0
58;1;33619;L;1;3;L25;;8623;23186;1;0
58;1;33631;L;1;3;L24;;4173;9524;686;0
58;1;33656;L;1;3;L134;;16960;24849;610;0
58;1;33662;L;1;3;L255;;23620;10166;686;0
58;1;33664;L;1;3;L831;;12748;13663;609;0
58;1;33670;L;1;3;L143;;13659;10008;610;0
58;1;33677;L;1;3;L97;;23160;431;455;0
58;1;33681;L;1;3;L96;;28417;24522;267;0
58;1;33697;L;1;3;L94;;10112;27298;609;0
58;1;33701;L;1;3;L88;;20166;3277;609;0
58;1;33712;L;1;3;L86;;9345;17947;267;0
58;1;33752;L;1;3;L38;;28499;10552;579;0
58;1;33769;L;1;2;B101;;16042;16041;678;0
58;1;33778;L;1;3;L795;;18951;586;678;0
58;1;33784;L;1;4;K6907;;13077;18421;609;0
58;1;33789;L;1;3;L902;;25781;4294;267;0
58;1;33795;L;1;3;L202;;28172;7654;455;0
58;1;33800;L;1;3;L73;;3143;17176;267;0
58;1;33815;L;1;3;L312;;4042;28366;336;0
58;1;33824;L;1;3;L304;;3614;26820;336;0
58;1;33829;L;1;3;L31;;4042;28375;336;0
58;1;33836;L;1;3;L238;;6591;12774;336;0
58;1;33842;L;1;4;K7315;;258;9471;686;0
58;1;33851;L;1;4;K6734;;191;4660;579;0
58;1;33855;L;1;3;L37;;6908;28309;267;0
58;1;33876;L;1;3;L74;;24259;13343;267;0
58;1;33886;L;1;3;L742;;25366;13655;373;0
58;1;33890;L;1;4;K6150;;28500;3143;373;0
58;1;33895;L;1;4;K7225;;3143;6177;678;0
58;1;33900;L;1;3;L71;;4401;15414;267;0
58;1;33907;L;1;3;L711;;26548;24376;267;0
58;1;33921;L;1;3;L526;;16035;16250;267;0
58;1;33925;L;1;3;L52;;16035;23833;267;0
58;1;33934;L;1;4;K6636;;13619;16250;577;0
58;1;33937;L;1;3;L55;;19662;4079;577;0
58;1;33950;L;1;3;L551;;22996;1573;577;0
58;1;33953;L;1;3;L136;;15538;17380;1;0
58;1;33958;L;1;3;L135;;15538;4081;1;0
58;1;33962;L;1;3;L131;;16521;5621;1;0
58;1;33967;L;1;3;L153;;27942;28114;1;0
58;1;33971;L;1;3;L19;;14062;28311;267;0
58;1;33982;L;1;3;L254;;8595;23620;1;0
58;1;33989;L;1;3;L251;;23186;4829;686;0
58;1;33997;L;1;3;L59;;2783;19662;267;0
58;1;34017;L;1;3;L78;;22545;20685;267;0
58;1;34035;L;1;3;L79;;13639;20685;267;0
58;1;34046;L;1;3;L49;;16248;189;267;0
58;1;34063;L;1;2;B5 City;;20267;20268;2125;0
58;1;34087;L;1;3;L171;;11201;23636;576;0
58;1;34093;L;1;4;K6517;;1921;1568;576;0
58;1;34109;L;1;3;L100;;28375;17293;267;0
58;1;34116;L;1;3;L22;;15829;28314;267;0
58;1;34150;L;1;3;L482;;9689;26474;664;0
58;1;34153;L;1;3;L57;;9968;22201;577;0
58;1;34178;L;1;2;B158A;;18206;11837;529;0
58;1;34183;L;1;3;L400;;14418;3510;373;0
58;1;34186;L;1;3;L44;;16248;14974;267;0
58;1;34198;L;1;2;B122;;803;27380;1;0
58;1;34207;L;1;3;L223;;23620;14484;267;0
58;1;34214;L;1;3;L204;;244;28172;267;0
58;1;34216;L;1;3;L220;;1002;7834;267;0
58;1;34222;L;1;3;L211;;19636;25029;576;0
58;1;34228;L;1;3;L284;;20475;23452;686;0
58;1;34236;L;1;3;L111;;251;20780;610;0
58;1;34252;L;1;4;K6909;;17176;5291;609;0
58;1;34255;L;1;4;K6910;;5291;8896;609;0
58;1;34274;L;1;4;K7241;;13416;11052;678;0
58;1;34288;L;1;3;L10;;20934;3442;610;0
58;1;34300;L;1;3;L29;;23142;19408;267;0
58;1;34309;L;1;3;L236;;3614;15601;267;0
58;1;34315;L;1;3;L235;;27750;9117;267;0
58;1;34329;L;1;4;K6504;;4264;15393;576;0
58;1;34345;L;1;3;L963;;17203;20726;455;0
