CID;TABCD;LCD;CLASS;TCD;STCD;ROADNUMBER;RNID;N1ID;N2ID;ROA_LCD;SEG_LCD;POL_LCD
58;1;9057;L;3;0;B9;;13841;4201;50451;;1
58;1;9058;L;3;0;B9;;14349;6519;50451;;260
58;1;9059;L;3;0;B9;;6519;14027;50451;;279
58;1;9066;L;3;0;B96;;3206;12065;50458;;278
58;1;9067;L;3;0;B96;;12065;16035;50458;;1
58;1;9068;L;3;0;B96;;16035;16391;50458;;1
58;1;9069;L;3;0;B96;;16391;14093;50458;;1
58;1;9070;L;3;0;B96;;14093;21348;50458;;1
58;1;9071;L;3;0;B96;;21348;8598;50458;;1
58;1;9072;L;3;0;B96;;8598;18126;50458;;1
58;1;9074;L;3;0;B96;;892;22755;50458;;268
58;1;9075;L;3;0;B96a;;16391;25638;50459;;1
58;1;9076;L;3;0;B96a;;25638;17255;50459;;266
58;1;9077;L;3;0;B96a;;17255;19636;50459;;1
58;1;9078;L;3;0;B97;;6319;12065;50460;;278
58;1;9079;L;3;0;B97;;12065;193;50460;;1
58;1;9080;L;3;0;B97;;248;9992;50460;;267
58;1;9081;L;3;0;B98;;5017;19618;50461;;278
58;1;9086;L;3;0;B171;;28048;19536;50466;;269
58;1;9089;L;3;0;B176;;2773;25074;50469;;271
58;1;9090;L;3;0;B176;;25074;27198;50469;;1
58;1;9091;L;3;0;B176;;27198;10681;50469;;1
58;1;9092;L;3;0;B178;;28449;19109;50470;;433
58;1;9093;L;3;0;B182;;21777;25568;50471;;269
58;1;9094;L;3;0;B182;;25568;27907;50471;;1
58;1;9095;L;3;0;B183A;;4488;5789;50472;;1
58;1;9100;L;3;0;B194;;26855;5804;50477;;268
58;1;9101;L;3;0;B194;;5804;24785;50477;;268
58;1;9105;L;3;0;B199;;18553;7894;50481;;256
58;1;9106;L;3;0;B199;;13721;10106;50481;;268
58;1;9107;L;3;0;B201;;12151;23055;50482;;256
58;1;9108;L;3;0;B216;;16302;5593;50483;;518
58;1;9109;L;3;0;B242;;23780;4423;50484;;434
58;1;9110;L;3;0;B242;;4423;6922;50484;;270
58;1;9111;L;3;0;B244;;6952;23649;50485;;270
58;1;9112;L;3;0;B244;;23649;10555;50485;;258
58;1;9114;L;3;0;B289;;5445;14237;50487;;295
58;1;9115;L;3;0;B289;;14237;21243;50487;;295
58;1;9117;L;3;0;B493;;25832;16274;50489;;258
58;1;9118;L;3;0;B493;;16274;23189;50489;;514
58;1;9119;L;3;0;B80;;2740;10559;50490;;261
58;1;9121;L;3;0;B80;;16158;10378;50490;;270
58;1;9127;L;3;0;B217;;10481;24336;50496;;258
58;1;9134;L;3;0;B240;;4148;7424;50503;;258
58;1;9135;L;3;0;B243;;18844;23780;50504;;1
58;1;9140;L;3;0;B270;;20482;12991;50509;;262
58;1;9141;L;3;0;B270;;12991;12362;50509;;262
58;1;9150;L;3;0;B287;;10495;2742;50518;;329
58;1;9151;L;3;0;B29;;24913;282;50519;;300
58;1;9152;L;3;0;B29;;282;18985;50519;;1
58;1;9157;L;3;0;B388;;12642;7266;50524;;294
58;1;9158;L;3;0;B388;;6701;18279;50524;;293
58;1;9159;L;3;0;B388;;20151;15868;50524;;264
58;1;9161;L;3;0;B410;;5700;20817;50526;;262
58;1;9162;L;3;0;B410;;20817;9027;50526;;262
58;1;9165;L;3;0;B417;;27595;5975;50529;;261
58;1;9166;L;3;0;B417;;5975;17921;50529;;622
58;1;9168;L;3;0;B422;;11107;6747;50531;;262
58;1;9169;L;3;0;B422;;711;12362;50531;;262
58;1;9170;L;3;0;B440;;6150;26364;50532;;258
58;1;9173;L;3;0;B453;;9192;5726;50535;;528
58;1;9174;L;3;0;B454;;13522;23354;50536;;261
58;1;9186;L;3;0;B588;;18516;6701;50548;;264
58;1;9187;L;3;0;B23;;15575;8744;50549;;264
58;1;9188;L;3;0;B23;;8744;20218;50549;;294
58;1;9189;L;3;0;B307;;26456;9270;50550;;294
58;1;9190;L;3;0;B307;;17190;3236;50550;;539
58;1;9191;L;3;0;B307;;3236;25250;50550;;294
58;1;9203;L;3;0;B495;;11172;9264;54504;;1
58;1;9213;L;3;0;B525;;4268;5456;50572;;353
58;1;9222;L;3;0;B297;;25784;19020;50579;;263
58;1;9223;L;3;0;B30;;21142;3721;50580;;302
58;1;9224;L;3;0;B30;;3721;25879;50580;;1
58;1;9225;L;3;0;B310;;11539;18058;50581;;299
58;1;9237;L;3;0;L16;;23664;6144;51200;;267
58;1;9242;L;3;0;L30;;17293;7323;50597;;267
58;1;9243;L;3;0;L33;;12244;16548;50617;;529
58;1;9246;L;3;0;L38;;7323;8614;50676;;579
58;1;9248;L;3;0;L40;;20685;24468;50602;;267
58;1;9251;L;3;0;L50;;17070;25748;50605;;267
58;1;9261;L;3;0;L1000;;25501;14093;51251;;266
58;1;9262;L;3;0;L201;;7654;5353;50615;;1
58;1;9264;L;3;0;L33;;17255;16744;50617;;266
58;1;9265;L;3;0;L75;;16391;18342;50618;;1
58;1;9267;L;3;0;L1014;;13625;20446;51253;;266
58;1;9275;L;3;0;L77;;13694;5590;50626;;1
58;1;9290;L;3;0;L1039;;21348;22002;50641;;266
58;1;9302;L;3;0;L1139;;20735;11801;50653;;266
58;1;9311;L;3;0;L33;;16744;12244;50617;;1
58;1;9321;L;3;0;L1071;;5353;26953;50671;;266
58;1;9326;L;3;0;L38;;14479;7323;50676;;1
58;1;9339;L;3;0;L1092;;5590;15681;50689;;266
58;1;9348;L;3;0;L1101;;25317;27766;50698;;266
58;1;9366;L;3;0;L1120;;23597;27766;50716;;266
58;1;9372;L;3;0;L1126;;25287;11021;50722;;266
58;1;9386;L;3;0;L1004;;17313;20735;50736;;266
58;1;9388;L;3;0;L1008;;25317;27766;50738;;1
58;1;9390;L;3;0;S2006;;12644;12490;50740;;1
58;1;9391;L;3;0;S2006;;12490;21471;50740;;299
58;1;9393;L;3;0;S2008;;8642;16670;51235;;590
58;1;9397;L;3;0;S2031;;16987;12413;50744;;299
58;1;9398;L;3;0;S2031;;12413;18110;50744;;553
58;1;9400;L;3;0;S2035;;19855;4872;50746;;590
58;1;9401;L;3;0;S2035;;4872;1851;50746;;299
58;1;9402;L;3;0;S2035;;1851;18146;50746;;264
58;1;9403;L;3;0;S2035;;18146;6818;50746;;294
58;1;9405;L;3;0;S2045;;26831;15040;50748;;264
58;1;9406;L;3;0;S2045;;15040;556;50748;;293
58;1;9407;L;3;0;S2050;;5574;23280;50749;;294
58;1;9408;L;3;0;S2050;;23280;4979;50749;;555
58;1;9409;L;3;0;S2053;;12642;9958;50750;;294
58;1;9410;L;3;0;S2054;;15025;8601;51236;;294
58;1;9411;L;3;0;S2054;;8601;16655;51236;;294
58;1;9412;L;3;0;S2054;;16655;735;51236;;294
58;1;9413;L;3;0;S2054;;735;28466;51236;;418
58;1;9414;L;3;0;S2054;;28466;17403;51236;;418
58;1;9415;L;3;0;S2054;;17403;989;51236;;264
58;1;9416;L;3;0;S2054;;989;9052;51236;;502
58;1;9417;L;3;0;S2055;;13391;13309;50751;;299
58;1;9418;L;3;0;S2055;;13309;23784;50751;;264
58;1;9419;L;3;0;S2057;;15025;27082;50752;;294
58;1;9420;L;3;0;S2058;;24610;20225;50753;;702
58;1;9421;L;3;0;S2058;;20225;27082;50753;;702
58;1;9423;L;3;0;S2062;;22779;17511;50755;;425
58;1;9424;L;3;0;S2062;;17511;13854;50755;;294
58;1;9425;L;3;0;S2063;;3380;24490;50756;;294
58;1;9426;L;3;0;S2063;;24490;17776;50756;;294
58;1;9428;L;3;0;S2065;;23783;24490;50758;;294
58;1;9429;L;3;0;S2072;;26578;2894;50759;;332
58;1;9430;L;3;0;S2072;;2894;17776;50759;;294
58;1;9431;L;3;0;S2077;;24289;18273;50760;;2332
58;1;9433;L;3;0;S2079;;10375;22101;50762;;629
58;1;9436;L;3;0;S2084;;735;8278;50765;;418
58;1;9437;L;3;0;S2084;;8278;7266;50765;;294
58;1;9438;L;3;0;S2084;;7266;6147;50765;;403
58;1;9439;L;3;0;S2084;;6147;1362;50765;;294
58;1;9440;L;3;0;S2086;;6582;6147;50766;;294
58;1;9441;L;3;0;S2086;;6147;18359;50766;;294
58;1;9442;L;3;0;S2086;;18359;16765;50766;;264
58;1;9444;L;3;0;S2089;;14227;2616;50768;;264
58;1;9445;L;3;0;S2089;;2616;6582;50768;;294
58;1;9446;L;3;0;S2092;;3614;26906;50769;;629
58;1;9447;L;3;0;S2092;;26906;17685;50769;;294
58;1;9448;L;3;0;S2092;;17685;21920;50769;;545
58;1;9449;L;3;0;S2093;;1734;25706;51237;;294
58;1;9450;L;3;0;S2093;;25706;25533;51237;;681
58;1;9451;L;3;0;S2095;;21990;25596;50770;;294
58;1;9452;L;3;0;S2095;;25596;3446;50770;;681
58;1;9456;L;3;0;S2103;;2839;25305;50774;;339
58;1;9457;L;3;0;S2103;;25305;15264;50774;;294
58;1;9460;L;3;0;S2112;;4417;20363;50777;;264
58;1;9461;L;3;0;S2114;;19317;14979;50778;;293
58;1;9462;L;3;0;S2114;;14979;19823;50778;;293
58;1;9463;L;3;0;S2125;;21217;24801;50779;;264
58;1;9465;L;3;0;S2132;;20151;8316;50781;;293
58;1;9466;L;3;0;S2132;;9446;28580;50781;;293
58;1;9467;L;3;0;S2132;;28580;5349;50781;;264
58;1;9468;L;3;0;S2135;;5759;21213;50782;;293
58;1;9469;L;3;0;S2135;;21213;15068;50782;;615
58;1;9473;L;3;0;S2145;;19329;6116;50786;;3229
58;1;9474;L;3;0;S2145;;6116;18772;50786;;296
58;1;9475;L;3;0;S2145;;18772;23367;50786;;296
58;1;9476;L;3;0;S2151;;1338;23429;50787;;296
58;1;9477;L;3;0;S2151;;23429;5349;50787;;296
58;1;9478;L;3;0;S2163;;18282;3228;50788;;264
58;1;9479;L;3;0;S2163;;3228;2638;50788;;295
58;1;9480;L;3;0;S2177;;27031;13381;50789;;264
58;1;9481;L;3;0;S2177;;2617;28138;50789;;723
58;1;9482;L;3;0;S2177;;28138;11678;50789;;295
58;1;9483;L;3;0;S2180;;8807;22999;51238;;295
58;1;9484;L;3;0;S2181;;3228;18425;50790;;264
58;1;9485;L;3;0;S2181;;27801;26390;50790;;296
58;1;9486;L;3;0;S2182;;14237;11532;50791;;495
58;1;9487;L;3;0;S2182;;16680;2638;50791;;295
58;1;9494;L;3;0;S2190;;10403;3055;50798;;295
58;1;9495;L;3;0;S2191;;9905;4986;50799;;295
58;1;9496;L;3;0;S2191;;4986;24169;50799;;295
58;1;9497;L;3;0;S2195;;24452;11126;50800;;295
58;1;9498;L;3;0;S2195;;11126;15652;50800;;470
58;1;9499;L;3;0;S2202;;5445;18458;51239;;295
58;1;9500;L;3;0;S2218;;5508;6008;50801;;1
58;1;9501;L;3;0;S2218;;6008;25645;50801;;291
58;1;9502;L;3;0;S2221;;6115;19446;50802;;299
58;1;9503;L;3;0;S2221;;19446;1504;50802;;264
58;1;9505;L;3;0;S2230;;25645;6818;50804;;264
58;1;9506;L;3;0;S2230;;6818;3326;50804;;395
58;1;9507;L;3;0;S2230;;3326;22480;50804;;264
58;1;9508;L;3;0;S2238;;11514;18362;50805;;264
58;1;9509;L;3;0;S2238;;1338;27020;50805;;296
58;1;9510;L;3;0;S2240;;15260;7331;50806;;264
58;1;9511;L;3;0;S2240;;7331;12187;50806;;291
58;1;9512;L;3;0;S2241;;18999;15258;50807;;291
58;1;9513;L;3;0;S2244;;16654;11406;50808;;291
58;1;9514;L;3;0;S2244;;11406;7331;50808;;291
58;1;9515;L;3;0;S2245;;15615;19110;50809;;319
58;1;9516;L;3;0;S2245;;19110;18999;50809;;291
58;1;9518;L;3;0;S2281;;24692;3055;50811;;264
58;1;9519;L;3;0;S2281;;3055;11878;50811;;295
58;1;9520;L;3;0;S2288;;2645;3916;50812;;303
58;1;9522;L;3;0;S2310;;17208;27370;51241;;1
58;1;9525;L;3;0;S2335;;16421;16510;50816;;264
58;1;9530;L;3;0;S2365;;26508;9270;50821;;539
58;1;9532;L;3;0;S2407;;13954;21278;50823;;2049
58;1;9560;L;3;0;K OAL2;;11978;8642;50850;;590
58;1;9565;L;3;0;K EI5;;8704;17926;50855;;395
58;1;9574;L;3;0;K EI21;;6818;13481;50864;;395
58;1;9652;L;3;0;L171;;26258;26364;50939;;258
58;1;9654;L;3;0;L190;;15761;15111;50941;;258
58;1;9655;L;3;0;L211;;1055;3939;50942;;661
58;1;9656;L;3;0;L216;;18764;22629;50943;;453
58;1;9661;L;3;0;L290;;27821;28017;50948;;258
58;1;9667;L;3;0;L331;;4558;21734;50954;;1
58;1;9668;L;3;0;L331;;21734;12062;50954;;258
58;1;9673;L;3;0;L360;;15906;16571;50959;;258
58;1;9675;L;3;0;L380;;10561;23292;50961;;452
58;1;9677;L;3;0;L382;;8722;15111;50963;;451
58;1;9680;L;3;0;L389;;27284;28247;50965;;258
58;1;9683;L;3;0;L410;;5001;22735;50968;;467
58;1;9685;L;3;0;L426;;20623;2831;50970;;258
58;1;9686;L;3;0;L426;;2831;9602;50970;;449
58;1;9691;L;3;0;L460;;5917;23292;50975;;258
58;1;9692;L;3;0;L472;;22473;22477;50976;;644
58;1;9697;L;3;0;L492;;9667;27269;50981;;467
58;1;9703;L;3;0;L554;;10116;493;50987;;258
58;1;9707;L;3;0;L580;;4148;1663;50991;;258
58;1;9712;L;3;0;L810;;27715;11973;50996;;716
58;1;9713;L;3;0;L815;;18215;27441;50997;;316
58;1;9781;L;3;0;L401;;1065;13675;51064;;262
58;1;9830;L;3;0;S36;;20985;25484;51113;;269
58;1;9842;L;3;0;B98;;28329;15324;50461;;278
58;1;9844;L;3;0;S177;;27770;16940;51126;;278
58;1;9939;L;3;0;L1027;;2847;9400;51188;;271
58;1;9951;L;3;0;L16;;24225;23664;51200;;1
58;1;9952;L;3;0;L17;;21348;24755;51201;;1
58;1;13458;L;3;0;B173;;15660;14151;50215;;295
58;1;13667;L;3;0;S2026;;20334;17272;13559;;299
58;1;13668;L;3;0;S2026;;17272;9061;13559;;324
58;1;13704;L;3;0;S2108;;6701;664;13703;;293
58;1;13710;L;3;0;S2120;;1338;26343;32164;;296
58;1;13711;L;3;0;S2120;;26343;5525;32164;;264
58;1;13806;L;3;0;S2384;;10624;27254;13805;;387
58;1;13816;L;3;0;S2445;2294;19434;17839;60365;;329
58;1;13876;L;3;0;A71;;7282;22676;45503;;1
58;1;14169;L;3;0;B28;;8300;17889;50294;;263
58;1;14171;L;3;0;B14;;2608;23543;50206;;263
58;1;14172;L;3;0;B28;;2897;18110;50294;;263
58;1;14173;L;3;0;B36;;13330;21060;50326;;263
58;1;14174;L;3;0;B292;;24088;17443;50300;;263
58;1;14175;L;3;0;B293;;13184;7244;50521;;263
58;1;14176;L;3;0;B293;;7244;10994;50521;;263
58;1;14177;L;3;0;B297;;19020;13553;50579;;263
58;1;14178;L;3;0;B311;;17156;21745;50313;;263
58;1;14179;L;3;0;B312;;28577;21491;50314;;263
58;1;14180;L;3;0;B313;;19020;20568;50315;;263
58;1;14181;L;3;0;B317;;25540;25526;50583;;280
58;1;14183;L;3;0;B462;;9012;21060;50373;;263
58;1;14186;L;3;0;B463;;5266;20395;50374;;263
58;1;30679;L;3;0;B28a;;8300;11986;30692;;263
58;1;30944;L;3;0;B37;;10943;17443;50327;;1
58;1;30945;L;3;0;B38;;14089;21280;50328;;1
58;1;30951;L;3;0;B313;;21491;19020;50315;;263
58;1;30994;L;3;0;B27;;26336;3037;50287;;263
58;1;31289;L;3;0;S2049;;20879;13178;31288;;264
58;1;31290;L;3;0;S2049;;13178;21306;31288;;294
58;1;31291;L;3;0;S2049;;15093;16421;31288;;264
58;1;31292;L;3;0;S2049;;16421;15040;31288;;293
58;1;31310;L;3;0;S2074;;15040;6001;31309;;293
58;1;31311;L;3;0;S2074;;6001;5759;31309;;293
58;1;31322;L;3;0;S2111;;18364;8716;31321;;264
58;1;31323;L;3;0;S2111;;8716;6001;31321;;293
58;1;31324;L;3;0;S2111;;6001;19329;31321;;264
58;1;31335;L;3;0;S2141;;7490;17012;31334;;293
58;1;31336;L;3;0;S2141;;17012;24801;31334;;293
58;1;31345;L;3;0;S2142;;7029;22111;31344;;293
58;1;31346;L;3;0;S2142;;22111;16489;31344;;293
58;1;31347;L;3;0;S2142;;16489;24801;31344;;293
58;1;31357;L;3;0;S2142;;24801;625;31344;;674
58;1;31360;L;3;0;S2143;;15040;22111;31359;;502
58;1;31361;L;3;0;S2143;;22111;15160;31359;;293
58;1;31369;L;3;0;S2144;;18447;309;31368;;264
58;1;31370;L;3;0;S2144;;309;22938;31368;;264
58;1;31371;L;3;0;S2144;;22938;25982;31368;;3229
58;1;31378;L;3;0;S2233;;17832;13350;32332;;264
58;1;31379;L;3;0;S2233;;13350;11151;32332;;264
58;1;31386;L;3;0;S2325;;20363;6795;31385;;293
58;1;31387;L;3;0;S2325;;6795;26751;31385;;384
58;1;31388;L;3;0;S2325;;26751;24845;31385;;293
58;1;31399;L;3;0;S2327;;7643;21357;31398;;293
58;1;31400;L;3;0;S2327;;21357;6001;31398;;384
58;1;31406;L;3;0;S2244;;7331;8010;50808;;264
58;1;31407;L;3;0;S2244;;8010;3055;50808;;264
58;1;31423;L;3;0;A73;;3055;24994;50166;;1
58;1;31428;L;3;0;B287;;2742;17839;50518;;329
58;1;31471;L;3;0;S2055;;12644;13391;50751;;264
58;1;31517;L;3;0;B4;;7776;18999;51232;;291
58;1;31533;L;3;0;B21;;2839;22614;51233;;264
58;1;31542;L;3;0;B303;;23486;23470;51234;;303
58;1;31545;L;3;0;B307;;14500;16705;50550;;264
58;1;31550;L;3;0;B310;;18058;8642;50581;;590
58;1;31553;L;3;0;B470;;2924;12194;50381;;291
58;1;31554;L;3;0;B471;;8724;10197;50382;;548
58;1;31557;L;3;0;S2008;;11800;8642;51235;;590
58;1;31565;L;3;0;S2053;;9958;17798;50750;;294
58;1;31566;L;3;0;S2054;;4872;15025;51236;;264
58;1;31569;L;3;0;S2063;;17776;10871;50756;;294
58;1;31570;L;3;0;S2065;;24490;17776;50758;;294
58;1;31571;L;3;0;S2077;;1889;12614;50760;;539
58;1;31572;L;3;0;S2079;;22101;17776;50762;;294
58;1;31576;L;3;0;S2093;;19082;1734;51237;;629
58;1;31578;L;3;0;S2103;;15264;19245;50774;;264
58;1;31580;L;3;0;S2112;;20363;24040;50777;;293
58;1;31581;L;3;0;S2125;;24801;5759;50779;;293
58;1;31582;L;3;0;S2125;;5759;20151;50779;;293
58;1;31590;L;3;0;S2177;;13381;16674;50789;;264
58;1;31592;L;3;0;S2180;;16680;8807;51238;;295
58;1;31593;L;3;0;S2190;;3055;14237;50798;;295
58;1;31595;L;3;0;S2202;;5951;5445;51239;;295
58;1;31596;L;3;0;S2241;;15258;11521;50807;;264
58;1;31603;L;3;0;S2288;11634;3916;7875;50812;;627
58;1;31604;L;3;0;S2310;;13688;17208;51241;;540
58;1;31605;L;3;0;S2310;;27370;28350;51241;;1
58;1;31606;L;3;0;S2335;;16510;14497;50816;;294
58;1;31607;L;3;0;S2335;;14497;8417;50816;;294
58;1;31609;L;3;0;S2365;;9270;17190;50821;;539
58;1;31611;L;3;0;S2407;;22325;8626;50823;;291
58;1;31669;L;3;0;S2580;7960;2545;7266;51248;;403
58;1;31670;L;3;0;S2580;7960;7266;2546;51248;;294
58;1;31759;L;3;0;B303;;23470;14151;51234;;264
58;1;31760;L;3;0;B303;;14151;2638;51234;;295
58;1;31761;L;3;0;B303;;2638;16674;51234;;295
58;1;31762;L;3;0;B303;;16674;6698;51234;;1
58;1;31783;L;3;0;B19;;13713;19305;50227;;299
58;1;31784;L;3;0;B19;;19305;13391;50227;;299
58;1;31800;L;3;0;A73;;7776;18999;50166;;291
58;1;31862;L;3;0;B588;;27811;18516;50548;;312
58;1;31971;L;3;0;S2091;;25706;26671;31970;;294
58;1;31972;L;3;0;S2091;;26671;18364;31970;;545
58;1;31996;L;3;0;S2108;;4977;18516;13703;;312
58;1;32001;L;3;0;S2357;;26906;25706;32000;;294
58;1;32002;L;3;0;S2357;;25706;4977;32000;;294
58;1;32009;L;3;0;S2360;;21990;1348;32008;;629
58;1;32010;L;3;0;S2360;;1348;26671;32008;;294
58;1;32018;L;3;0;S2198;;8586;25367;32017;;494
58;1;32019;L;3;0;S2198;;25367;18842;32017;;494
58;1;32020;L;3;0;S2198;;18842;3433;32017;;295
58;1;32021;L;3;0;S2198;;3433;25488;32017;;470
58;1;32074;L;3;0;S2057;;27082;17511;50752;;702
58;1;32077;L;3;0;S2073;;17190;11933;32076;;539
58;1;32078;L;3;0;S2073;;11933;28013;32076;;294
58;1;32087;L;3;0;S2056;;27082;5982;32086;;294
58;1;32088;L;3;0;S2056;;5982;15025;32086;;501
58;1;32096;L;3;0;S2068;;7854;11370;32095;;294
58;1;32097;L;3;0;S2068;;11370;19263;32095;;667
58;1;32098;L;3;0;S2068;;9156;8999;32095;;294
58;1;32112;L;3;0;S2059;;22147;24610;32111;;264
58;1;32113;L;3;0;S2059;;24610;2627;32111;;294
58;1;32119;L;3;0;S2070;;28013;22770;32118;;294
58;1;32120;L;3;0;S2070;;22770;2146;32118;;548
58;1;32129;L;3;0;S2368;;2894;5965;32128;;332
58;1;32130;L;3;0;S2368;;5965;19160;32128;;294
58;1;32131;L;3;0;S2368;;19160;17776;32128;;294
58;1;32155;L;3;0;S2040;;25017;1338;32154;;264
58;1;32156;L;3;0;S2040;;1338;17870;32154;;264
58;1;32157;L;3;0;S2040;;17870;18379;32154;;651
58;1;32172;L;3;0;S2165;;18776;23165;32169;;264
58;1;32210;L;3;0;S2146;;20351;5349;32209;;296
58;1;32211;L;3;0;S2146;;5349;26678;32209;;362
58;1;32256;L;3;0;S2047;;5574;595;33388;;264
58;1;32264;L;3;0;S2052;;15025;17043;32263;;264
58;1;32265;L;3;0;S2052;;17043;19396;32263;;264
58;1;32275;L;3;0;S2069;;24490;8601;32274;;294
58;1;32277;L;3;0;S2069;;20825;19539;32274;;423
58;1;32286;L;3;0;S2070;;9517;12573;32118;;294
58;1;32287;L;3;0;S2070;;12573;24490;32118;;667
58;1;32294;L;3;0;S2055;;23226;5980;50751;;294
58;1;32295;L;3;0;S2055;;5980;9517;50751;;501
58;1;32321;L;3;0;S2165;;23165;1338;32169;;264
58;1;32325;L;3;0;S2154;;3234;25484;46674;;264
58;1;32377;L;3;0;S2220;;11514;20133;33009;;264
58;1;32403;L;3;0;S2240;;13268;18362;50806;;296
58;1;32404;L;3;0;S2240;;18362;15260;50806;;264
58;1;32464;L;3;0;S2359;;4408;21990;32463;;294
58;1;32465;L;3;0;S2359;;21990;26906;32463;;629
58;1;32498;L;3;0;S2083;;26342;21357;32497;;293
58;1;32499;L;3;0;S2083;;21357;26345;32497;;293
58;1;32551;L;3;0;L1008;;27766;25501;50738;;266
58;1;32552;L;3;0;L1008;;25501;20735;50738;;266
58;1;32553;L;3;0;L1000;;24375;22204;51251;;266
58;1;32554;L;3;0;L1000;;22204;25501;51251;;266
58;1;32555;L;3;0;L1101;;27766;23597;50698;;266
58;1;32556;L;3;0;L1120;;27766;23985;50716;;266
58;1;32558;L;3;0;L1014;;9236;13625;51253;;266
58;1;32560;L;3;0;L1039;;22002;18685;50641;;266
58;1;32561;L;3;0;L1139;;11801;588;50653;;266
58;1;32563;L;3;0;L1092;;15681;25323;50689;;266
58;1;32602;L;3;0;A100;24444;27766;18342;50062;;266
58;1;32673;L;3;0;A100;24444;18342;25638;50062;;266
58;1;32737;L;3;0;L1071;;26953;17255;50671;;266
58;1;32754;L;3;0;L1004;;20735;17255;50736;;266
58;1;32818;L;3;0;L1126;;24225;25287;50722;;266
58;1;32871;L;3;0;B101;;16601;25323;50190;;266
58;1;32885;L;3;0;B96a;;20576;8415;50459;;266
58;1;33001;L;3;0;S1066;;5508;7777;31499;;1
58;1;33002;L;3;0;S1066;;7777;1889;31499;;319
58;1;33010;L;3;0;S2220;;6008;27029;33009;;319
58;1;33011;L;3;0;S2220;;27029;27807;33009;;319
58;1;33022;L;3;0;S2248;;26924;11361;33021;;319
58;1;33023;L;3;0;S2248;;11361;1504;33021;;291
58;1;33032;L;3;0;S2252;;18302;2924;33031;;560
58;1;33033;L;3;0;S2252;;2924;16654;33031;;291
58;1;33047;L;3;0;S2419;;6148;22077;33046;;319
58;1;33048;L;3;0;S2419;;22077;25854;33046;;291
58;1;33060;L;3;0;B19;;2792;28269;50227;;1
58;1;33061;L;3;0;B27;;25253;28269;50287;;1
58;1;33062;L;3;0;B19;;23470;19434;50227;;303
58;1;33063;L;3;0;B276;;15951;2827;50292;;1
58;1;33080;L;3;0;S2271;;19192;16663;46868;;264
58;1;33081;L;3;0;S2271;;16663;13620;46868;;487
58;1;33082;L;3;0;S2271;;13620;26396;46868;;487
58;1;33083;L;3;0;S2271;;26396;23470;46868;;303
58;1;33100;L;3;0;S2270;;7551;19382;33099;;3231
58;1;33101;L;3;0;S2270;;19382;13620;33099;;303
58;1;33102;L;3;0;S2270;;13620;5850;33099;;303
58;1;33103;L;3;0;S2270;;5850;23470;33099;;303
58;1;33141;L;3;0;B16;;6120;12549;50210;;264
58;1;33153;L;3;0;S2033;;3731;27374;33152;;299
58;1;33154;L;3;0;S2033;;27374;5991;33152;;383
58;1;33155;L;3;0;S2033;;5991;18051;33152;;1
58;1;33166;L;3;0;S2212;;27374;12198;33165;;383
58;1;33167;L;3;0;S2212;;12198;18985;33165;;299
58;1;33175;L;3;0;S2025;;25799;25389;33174;;299
58;1;33176;L;3;0;S2025;;25389;12760;33174;;441
58;1;33177;L;3;0;S2025;;12760;10024;33174;;441
58;1;33178;L;3;0;S2025;;10024;15272;33174;;299
58;1;33179;L;3;0;S2025;;15272;2605;33174;;383
58;1;33194;L;3;0;S2027;;13780;23326;33193;;324
58;1;33195;L;3;0;S2027;;23326;17272;33193;;324
58;1;33196;L;3;0;S2027;;17272;28406;33193;;299
58;1;33197;L;3;0;S2027;;28406;6010;33193;;299
58;1;33198;L;3;0;S2027;;28553;27374;33193;;299
58;1;33199;L;3;0;S2027;;27374;21005;33193;;299
58;1;33200;L;3;0;S2027;;21005;6722;33193;;264
58;1;33234;L;3;0;S2214;;8290;27254;33233;;264
58;1;33235;L;3;0;S2214;;27254;18143;33233;;264
58;1;33236;L;3;0;S2214;;18143;12549;33233;;294
58;1;33265;L;3;0;S2263;;11406;12191;33264;;407
58;1;33266;L;3;0;S2263;;12191;20637;33264;;407
58;1;33278;L;3;0;B2;;6120;27192;50232;;264
58;1;33286;L;3;0;B300;;23280;8841;50306;;294
58;1;33325;L;3;0;B299;;18447;18361;50303;;264
58;1;33326;L;3;0;B299;;18361;1338;50303;;264
58;1;33330;L;3;0;B300;;595;23280;50306;;264
58;1;33332;L;3;0;S2230;;10028;25645;50804;;705
58;1;33342;L;3;0;K EI5;;17926;8677;50855;;395
58;1;33348;L;3;0;K EI21;;13481;3326;50864;;395
58;1;33353;L;3;0;S2043;;26563;11829;33352;;294
58;1;33354;L;3;0;S2043;;11829;18143;33352;;555
58;1;33355;L;3;0;S2043;;18143;3453;33352;;555
58;1;33369;L;3;0;S2045;;16936;20879;50748;;299
58;1;33370;L;3;0;S2045;;20879;23280;50748;;264
58;1;33371;L;3;0;S2045;;23280;20340;50748;;294
58;1;33372;L;3;0;S2045;;20340;23479;50748;;602
58;1;33389;L;3;0;S2047;;595;21005;33388;;299
58;1;33390;L;3;0;S2047;;21005;21435;33388;;264
58;1;33391;L;3;0;S2047;;21435;6090;33388;;294
58;1;33392;L;3;0;S2047;;6090;20625;33388;;294
58;1;33411;L;3;0;S2225;;6818;25388;33410;;264
58;1;33412;L;3;0;S2225;;25388;731;33410;;633
58;1;33413;L;3;0;S2225;;731;18999;33410;;291
