CID;TABCD;LCD;CLASS;TCD;STCD;JUNCTIONNUMBER;RNID;N1ID;N2ID;POL_LCD;OTH_LCD;SEG_LCD;ROA_LCD;INPOS;INNEG;OUTPOS;OUTNEG;PRESENTPOS;PRESENTNEG;DIVERSIONPOS;DIVERSIONNEG;XCOORD;YCOORD;INTERRUPTSROAD;URBAN
58;1;27929;P;1;10;;1040;13183;;5476;;;9539;1;1;1;1;1;1;;;+01156685;+4814040;0;1
58;1;27930;P;1;10;;1040;4658;;5480;;;9539;1;1;1;1;1;1;;;+01157375;+4814335;0;1
58;1;27931;P;1;10;;1040;16116;;5480;;;9539;1;1;1;1;1;1;;;+01157885;+4814530;0;1
58;1;27932;P;1;12;;1040;20774;;5416;;;9539;1;1;1;1;1;1;;;+01158435;+4814395;0;1
58;1;27933;P;1;10;;1040;16827;;5416;;;9539;1;1;1;1;1;1;;;+01158460;+4813820;0;1
58;1;27934;P;1;10;;1040;12619;;5470;;;9539;1;1;1;1;1;1;;;+01158230;+4813495;0;1
58;1;27935;P;1;12;;1040;8187;;5471;;;9539;1;1;1;1;1;1;;;+01157095;+4813195;0;1
58;1;27936;P;1;10;;1040;23873;15831;5416;;;9539;1;1;1;1;1;1;;;+01156670;+4813340;0;1
58;1;27939;P;1;12;;17400;15046;;4889;;;9540;1;1;1;1;1;1;;;+01154120;+4818635;0;1
58;1;27940;P;1;10;;17400;15568;;4920;;;9540;1;1;1;1;1;1;;;+01155165;+4818615;0;1
58;1;27941;P;1;10;;8148;23050;;4882;;;9540;1;1;1;1;1;1;;;+01156595;+4818730;0;1
58;1;27942;P;1;15;;8148;12553;;4882;;;9540;1;1;1;1;1;1;;;+01158455;+4818790;0;1
58;1;27943;P;1;10;;8148;25940;;4779;;;9540;1;1;1;1;1;1;;;+01161090;+4818595;0;1
58;1;27944;P;1;10;;23050;6976;;4969;;;9541;1;1;1;1;1;1;;;+01156305;+4815980;0;1
58;1;27945;P;1;10;;23050;20318;;4882;;;9541;1;1;1;1;1;1;;;+01156760;+4817660;0;1
58;1;27946;P;1;10;;23050;8148;17400;4882;;;9541;1;1;1;1;1;1;;;+01156595;+4818730;0;1
58;1;27947;P;1;10;;16116;19774;26446;5480;;;9542;1;1;1;1;1;1;;;+01157885;+4814530;0;1
58;1;27948;P;3;19;;15564;17828;;4969;;;9542;1;1;1;1;1;1;;;+01158650;+4816285;0;1
58;1;27949;P;1;10;;15564;20318;;4969;;;9542;1;1;1;1;1;1;;;+01158530;+4817770;0;1
58;1;27950;P;1;10;;10956;12553;;4882;;;9543;1;1;1;1;1;1;;;+01158510;+4820090;0;1
58;1;27951;P;1;3;;10956;17788;;4779;;;9543;1;1;1;1;1;1;;;+01161780;+4819840;0;1
58;1;27952;P;1;12;;10956;8285;;4779;;;9543;1;1;1;1;1;1;;;+01162405;+4819535;0;1
58;1;27953;P;1;10;;7301;21298;8187;5476;;;9544;1;1;1;1;1;1;;;+01157620;+4812790;0;1
58;1;27954;P;1;10;;24637;16078;28562;5470;;;9544;1;1;1;1;1;1;;;+01158490;+4813230;0;1
58;1;27955;P;1;10;;27563;16827;16826;5470;;;9544;1;1;1;1;1;1;;;+01158940;+4813730;0;1
58;1;27956;P;1;10;;27563;20772;;5470;;;9544;1;1;1;1;1;1;;;+01159440;+4814190;0;1
58;1;27957;P;1;10;;27563;25536;16807;5470;;;9544;1;1;1;1;1;1;;;+01159750;+4814960;0;1
58;1;27958;P;1;12;;12379;12618;;31516;;;9544;1;1;1;1;1;1;;;+01160320;+4815740;0;1
58;1;27959;P;1;10;;5579;24714;;5480;;;9545;1;1;1;1;1;1;;;+01155885;+4814760;0;1
58;1;27960;P;1;10;;5579;15559;;4895;;;9545;1;1;1;1;1;1;;;+01154740;+4815950;0;1
58;1;27961;P;1;7;;5579;15046;;4786;;;9545;1;1;1;1;1;1;;;+01153790;+4816590;0;1
58;1;27962;P;1;12;;27853;17020;;5486;;;9546;1;1;1;1;1;1;;;+01150705;+4816390;0;1
58;1;27963;P;1;10;;27853;18007;706;4889;;;9546;1;1;1;1;1;1;;;+01151065;+4817000;0;1
58;1;27964;P;1;10;;8932;5579;;4889;;;9546;1;1;1;1;1;1;;;+01152195;+4817585;0;1
58;1;27965;P;1;7;;8932;15046;;4920;;;9546;1;1;1;1;1;1;;;+01153890;+4817240;0;1
58;1;27966;P;1;12;;15910;19124;;5521;;;9547;1;1;1;1;1;1;;;+01144855;+4817380;0;1
58;1;27967;P;1;10;;26438;20478;7600;5521;;;9547;1;1;1;1;1;1;;;+01146135;+4817680;0;1
58;1;27968;P;1;10;;706;27853;;4889;;;9547;1;1;1;1;1;1;;;+01151065;+4817000;0;1
58;1;27969;P;1;3;;26265;17800;3482;5489;;;9548;1;1;1;1;1;1;;;+01145390;+4816710;0;1
58;1;27970;P;1;12;;26265;17152;;5489;;;9548;1;1;1;1;1;1;;;+01146735;+4816475;0;1
58;1;27971;P;1;12;;17020;27853;;5486;;;9548;1;1;1;1;1;1;;;+01150705;+4816390;0;1
58;1;27972;P;1;12;;1698;21942;;5486;;;9548;1;1;1;1;1;1;;;+01151145;+4815435;0;1
58;1;27973;P;1;10;;1698;24698;;4895;;;9548;1;1;1;1;1;1;;;+01152030;+4815010;0;1
58;1;27974;P;1;7;;1698;6129;;4895;;;9548;1;1;1;1;1;1;;;+01153600;+4814635;0;1
58;1;27975;P;1;10;;23393;16725;;35430;;;9549;1;1;1;1;1;1;;;+01154970;+4813750;0;1
58;1;27976;P;1;10;;23393;20179;;5476;;;9549;1;1;1;1;1;1;;;+01155595;+4813740;0;1
58;1;27977;P;1;12;;23393;24177;;5416;;;9549;1;1;1;1;1;1;;;+01156505;+4813740;0;1
58;1;27978;P;1;12;;20774;8160;;5416;;;9550;1;1;1;1;1;1;;;+01158435;+4814395;0;1
58;1;27979;P;1;10;;20774;19449;;5470;;;9550;1;1;1;1;1;1;;;+01159220;+4814230;0;1
58;1;27980;P;1;10;;20774;27563;;5470;;;9550;1;1;1;1;1;1;;;+01159440;+4814190;0;1
58;1;27981;P;1;10;;20774;12643;;5419;;;9550;1;1;1;1;1;1;;;+01160010;+4814065;0;1
58;1;27982;P;1;12;;20774;20773;;5419;;;9550;1;1;1;1;1;1;;;+01160660;+4813960;0;1
58;1;27983;P;1;10;;20774;15599;21663;4978;;;9550;1;1;1;1;1;1;;;+01161470;+4813815;0;1
58;1;27984;P;1;3;;20774;17809;;4978;;;9550;1;1;1;1;1;1;;;+01162720;+4813840;0;1
58;1;27985;P;1;10;;16827;25456;13152;5416;;;9551;1;1;1;1;1;1;;;+01158460;+4813820;0;1
58;1;27986;P;1;10;;16827;24637;24678;5470;;;9551;1;1;1;1;1;1;;;+01158940;+4813730;0;1
58;1;27987;P;1;10;;6887;16813;;5450;;;9551;1;1;1;1;1;1;;;+01159785;+4813570;0;1
58;1;27988;P;1;12;;6887;9605;;5450;;;9551;1;1;1;1;1;1;;;+01160905;+4813635;0;1
58;1;27989;P;1;10;;6887;15599;;4978;;;9551;1;1;1;1;1;1;;;+01161490;+4813680;0;1
58;1;27990;P;1;12;;21994;16078;;5470;;;9552;1;1;1;1;1;1;;;+01158490;+4813230;0;1
58;1;27991;P;1;10;;21994;19649;;5450;;;9552;1;1;1;1;1;1;;;+01159965;+4812525;0;1
58;1;27992;P;1;10;;21994;22727;1610;4937;;;9552;1;1;1;1;1;1;;;+01160600;+4812080;0;1
58;1;27993;P;1;3;;21994;17804;;4937;;;9552;1;1;1;1;1;1;;;+01161440;+4811160;0;1
58;1;27994;P;1;10;;16728;25292;9986;4788;;;9553;0;1;1;1;1;1;;;+01157620;+4811170;0;1
58;1;27995;P;1;12;;9129;24028;;4788;;;9553;1;1;1;1;1;1;;;+01157700;+4811595;0;1
58;1;27996;P;1;12;;12093;27893;;5476;;;9553;1;1;1;1;1;1;;;+01156745;+4812315;0;1
58;1;27997;P;1;10;;13123;15831;;5476;;;9553;1;1;1;1;1;1;;;+01155595;+4812830;0;1
58;1;27998;P;1;10;;20179;3227;;5476;;;9553;1;1;1;1;1;1;;;+01155595;+4813915;0;1
58;1;27999;P;1;10;;23812;24714;;5480;;;9553;1;1;1;1;1;1;;;+01155885;+4814760;0;1
58;1;28000;P;1;12;;4318;20564;28014;4913;;;9554;1;1;1;1;1;1;;;+01154120;+4810070;0;1
58;1;28001;P;1;10;;4318;614;21117;4913;;;9554;1;1;1;1;1;1;;;+01152375;+4809935;0;1
58;1;28002;P;1;3;;4318;17793;;5467;;;9554;1;1;1;1;1;1;;;+01150190;+4810250;0;1
58;1;28003;P;1;10;;8612;26646;28265;5524;;;9554;1;1;1;1;1;1;;;+01150230;+4811205;0;1
58;1;28004;P;1;3;;8612;17794;;4849;;;9554;1;1;1;1;1;1;;;+01150280;+4812580;0;1
58;1;28005;P;1;10;;8612;15035;;4849;;;9554;1;1;1;1;1;1;;;+01150315;+4814310;0;1
58;1;28006;P;1;6;;20564;4748;;4887;;;9555;1;1;1;1;1;1;;;+01153960;+4811070;0;1
58;1;28007;P;1;12;;20564;1150;;5506;;;9555;1;1;1;1;1;1;;;+01154010;+4811705;0;1
58;1;28008;P;1;12;;15831;20377;;5506;;;9555;1;1;1;1;1;1;;;+01154110;+4812165;0;1
58;1;28009;P;1;10;;15831;13123;11405;5476;;;9555;1;1;1;1;1;1;;;+01155595;+4812830;0;1
58;1;28010;P;1;10;;15831;23873;;5416;;;9555;1;1;1;1;1;1;;;+01156670;+4813340;0;1
58;1;28011;P;3;37;;;28334;;1985;;;9556;1;1;1;1;1;1;;;+01124770;+4871100;0;0
58;1;28012;P;3;37;;;3453;;4070;;;9556;1;1;1;1;1;1;;;+01127010;+4876210;0;0
58;1;28013;P;3;37;;;18058;;1976;;;50847;1;1;1;1;1;1;;;+01049960;+4762210;0;0
58;1;28014;P;3;37;;;23745;;3706;;;50847;1;1;1;1;1;1;;;+01060850;+4765880;0;0
58;1;28015;P;3;37;;;22147;;2269;;;50847;1;1;1;1;1;1;;;+01072420;+4765370;0;0
58;1;28016;P;1;12;;545;4625;;4199;;;9558;1;1;1;1;1;1;;;+01096890;+4834060;0;1
58;1;28017;P;1;12;;545;16139;;4199;;;9558;1;1;1;1;1;1;;;+01097480;+4834955;0;1
58;1;28018;P;1;11;;545;1856;;4199;;;9558;1;1;1;1;1;1;;;+01097315;+4835620;0;1
58;1;28019;P;3;37;;;20842;;2581;;;9559;1;1;1;1;1;1;;;+01183350;+4813100;0;0
58;1;28020;P;3;37;;;20615;;4472;;;9559;1;1;1;1;1;1;;;+01181205;+4817075;0;0
58;1;28021;P;3;37;;;20553;;4470;;;9559;1;1;1;1;1;1;;;+01180340;+4819580;0;0
58;1;28022;P;3;37;;;11978;;3518;;9560;;1;1;1;1;1;1;;;+01063810;+4760900;0;0
58;1;28023;P;3;37;;;8642;;1282;;9560;;1;1;1;1;1;1;;;+01067780;+4757950;0;0
58;1;28024;P;3;37;;;17707;;4021;;;9561;1;1;1;1;1;1;;;+01093270;+4844020;0;0
58;1;28025;P;3;37;;;21261;;4490;;;9561;1;1;1;1;1;1;;;+01092450;+4848670;0;0
58;1;28027;P;1;15;;;26002;;3750;;;9562;1;1;1;1;1;1;;;+01163770;+4817640;0;0
58;1;28028;P;1;3;;;1750;;804;;;9562;1;1;1;1;1;1;;;+01170390;+4819080;0;0
58;1;28029;P;3;37;;;8784;;4208;;;9563;1;1;1;1;1;1;;;+01138950;+4806930;0;0
58;1;28030;P;3;37;;;18409;;3610;;;9563;1;1;1;1;1;1;;;+01146570;+4809310;0;0
58;1;28031;P;3;37;;;11772;;2122;;;9564;1;1;1;1;1;1;;;+01207955;+4896090;0;0
58;1;28032;P;1;3;;;21227;;2122;;;9564;1;1;1;1;1;1;;;+01206480;+4897700;0;0
58;1;28033;P;1;10;;1856;16068;247;5468;;;9564;1;1;1;1;1;1;;;+01208030;+4900155;0;1
58;1;28034;P;1;10;;1856;18533;7389;5468;;;9564;1;1;1;1;1;1;;;+01208260;+4900430;0;1
58;1;28035;P;3;37;;;6931;;4164;;33342;;1;1;1;1;1;1;;;+01133010;+4881890;0;0
58;1;28036;P;3;37;;;8677;;1287;;33342;;1;1;1;1;1;1;;;+01137060;+4880930;0;0
58;1;28037;P;1;10;;7528;18976;;1589;;;9566;1;1;1;1;1;1;;;+01141720;+4877170;0;1
58;1;28038;P;3;37;;12553;7527;;1589;;;9566;1;1;1;1;1;1;;;+01140750;+4881220;0;0
58;1;28044;P;3;37;;;25023;;2501;;;9568;1;1;1;1;1;1;;;+01035005;+4766090;0;0
58;1;28045;P;1;3;;;6426;;2501;;;9568;1;1;1;1;1;1;;;+01032870;+4768310;0;0
58;1;28046;P;3;37;;;15477;;2447;;;9569;1;1;1;1;1;1;;;+01084120;+4834940;0;0
58;1;28047;P;3;37;;;24414;;2447;;;9569;1;1;1;1;1;1;;;+01084575;+4836745;0;0
58;1;28048;P;3;37;;;1851;;4844;;;9569;1;1;1;1;1;1;;;+01084750;+4837460;0;0
58;1;28049;P;3;37;;16511;16510;;1589;;;9570;1;1;1;1;1;1;;;+01149150;+4873840;0;0
58;1;28050;P;1;3;;16511;12552;;1589;;;9570;1;1;1;1;1;1;;;+01145790;+4875070;0;1
58;1;28051;P;1;12;;16511;25119;;1589;;;9570;1;1;1;1;1;1;;;+01143940;+4875870;0;1
58;1;28052;P;1;10;;6265;8079;;5509;;;9571;1;1;1;1;1;1;;;+01209910;+4902820;0;1
58;1;28053;P;1;12;;15191;10817;;5509;;;9571;1;1;1;1;1;1;;;+01209435;+4904065;0;1
58;1;28054;P;1;3;;;21223;;1759;;;9571;1;1;1;1;1;1;;;+01209630;+4904340;0;0
58;1;28055;P;3;37;;;15997;;1759;;;9571;1;1;1;1;1;1;;;+01208400;+4907425;0;0
58;1;28056;P;3;37;;;19180;;2067;;;9572;1;1;1;1;1;1;;;+01212835;+4895640;0;0
58;1;28057;P;1;10;;26015;3024;12780;5439;;;9572;1;1;1;1;1;1;;;+01211145;+4899510;0;1
58;1;28058;P;1;10;;11294;8561;;5439;;;9572;1;1;1;1;1;1;;;+01211425;+4900880;0;1
58;1;28059;P;1;10;;11294;15047;;5439;;;9572;1;1;1;1;1;1;;;+01211100;+4901070;0;1
58;1;28060;P;1;3;;;9004;;1326;;;9573;1;1;1;1;1;1;;;+01138360;+4811720;0;0
58;1;28061;P;3;37;;;20498;;3640;;;9573;1;1;1;1;1;1;;;+01142370;+4810120;0;0
58;1;28062;P;3;37;;;6818;;1155;;9574;;1;1;1;1;1;1;;;+01121030;+4889970;0;0
58;1;28063;P;3;37;;;20349;;4308;;9574;;1;1;1;1;1;1;;;+01132600;+4895870;0;0
58;1;28064;P;3;37;;;13481;;4307;;9574;;1;1;1;1;1;1;;;+01137850;+4900120;0;0
58;1;28065;P;1;12;;;28270;;4778;;;36128;1;1;1;1;1;1;;;+00997555;+4978250;0;0
58;1;28066;P;1;15;;;2528;;4861;;;9575;1;1;1;1;1;1;;;+00999840;+4979120;0;0
58;1;28067;P;3;37;;;22114;;31612;;;9575;1;1;1;1;1;1;;;+01001920;+4979110;0;0
58;1;28068;P;1;12;;;12887;;3497;;;9576;1;1;1;1;1;1;;;+01171010;+4830860;0;0
58;1;28069;P;1;3;;;10377;;3497;;;9576;1;1;1;1;1;1;;;+01173780;+4835080;0;0
58;1;28070;P;3;37;;;8282;;1260;;;9576;1;1;1;1;1;1;;;+01173520;+4838160;0;0
58;1;28076;P;1;10;;3606;8846;;874;;31407;;1;1;1;1;1;1;;;+01092210;+4988970;0;1
58;1;28077;P;1;10;;3606;24489;;874;;35165;;1;1;1;1;1;1;;;+01092020;+4990150;0;1
58;1;28078;P;1;10;;3606;16986;;874;;35165;;1;1;1;1;1;1;;;+01091350;+4991260;0;1
58;1;28081;P;1;3;;8076;19002;25163;5006;;;9579;1;1;1;1;1;1;;;+01106520;+4941370;0;1
58;1;28082;P;1;15;;8076;19012;;5006;;;9579;1;1;1;1;1;1;;;+01106550;+4942800;0;1
58;1;28083;P;1;7;;8076;15018;;31619;;;9579;1;1;1;1;1;1;;;+01106255;+4944090;0;1
58;1;28084;P;1;10;;8076;22079;;4983;;;9579;1;1;1;1;1;1;;;+01105480;+4944450;0;1
58;1;28085;P;1;15;;8076;12715;;4983;;;9579;1;1;1;1;1;1;;;+01103795;+4945165;0;1
58;1;28086;P;1;3;;8076;19016;;4754;;;9579;1;1;1;1;1;1;;;+01101620;+4946410;0;1
58;1;28088;P;1;3;;25164;19002;;5006;;;9580;1;1;1;1;1;1;;;+01106520;+4941370;0;1
58;1;28089;P;1;15;;25164;19010;;4971;;;9580;1;1;1;1;1;1;;;+01103765;+4942310;0;1
58;1;28090;P;1;15;;25164;8789;;5442;;;9580;1;1;1;1;1;1;;;+01101880;+4943140;0;1
58;1;28091;P;1;15;;25164;19004;;5457;;;9580;1;1;1;1;1;1;;;+01100505;+4944010;0;1
58;1;28092;P;1;15;;25164;8634;;5513;;;9580;1;1;1;1;1;1;;;+01098945;+4945225;0;1
58;1;28093;P;1;15;;25164;28448;;5424;;;9580;1;1;1;1;1;1;;;+01097570;+4945630;0;1
58;1;28094;P;1;15;;25164;8630;;5438;;;9580;1;1;1;1;1;1;;;+01095420;+4946580;0;1
58;1;28095;P;1;15;;25164;8637;;5454;;;9580;1;1;1;1;1;1;;;+01094250;+4948460;0;1
58;1;28101;P;1;8;;21668;18153;8419;1589;;;9582;1;1;1;1;1;1;;;+01138690;+4877230;0;1
58;1;28102;P;1;10;;21668;7528;;1589;;;9582;1;1;1;1;1;1;;;+01141705;+4877515;0;1
58;1;28103;P;1;10;;25425;19019;;1589;;;9582;1;1;1;1;1;1;;;+01143450;+4877925;0;1
58;1;28104;P;1;12;;22309;12551;;1589;;;9582;1;1;1;1;1;1;;;+01146080;+4877240;0;1
58;1;28108;P;1;10;;10089;13642;3227;5445;;;9584;1;1;1;1;1;1;;;+01087455;+4834340;0;1
58;1;28109;P;1;10;;10089;22925;25898;4992;;;9584;1;1;1;1;1;1;;;+01088540;+4835530;0;1
58;1;28110;P;1;10;;10089;21976;;4830;;;9584;1;1;1;1;1;1;;;+01088975;+4836040;0;1
58;1;28111;P;1;10;;11312;14455;;4830;;;9584;1;1;1;1;1;1;;;+01089475;+4836655;0;1
58;1;28112;P;1;12;;2995;11297;;1982;;;9585;1;1;1;1;1;1;;;+01000095;+4839195;0;1
58;1;28113;P;1;10;;2995;21504;;1982;;;9585;1;1;1;1;1;1;;;+01000755;+4839625;0;1
58;1;28114;P;1;12;;2995;16805;;1982;;;9585;1;1;1;1;1;1;;;+01002295;+4839915;0;1
58;1;28115;P;1;10;;11672;19019;;2446;;;9586;1;1;1;1;1;1;;;+01184300;+4944335;0;1
58;1;28116;P;1;10;;11672;14341;27810;2446;;;9586;1;1;1;1;1;1;;;+01185795;+4943745;0;1
58;1;28117;P;1;10;;4765;6250;;2446;;;9586;1;1;1;1;1;1;;;+01187155;+4943465;0;1
58;1;28118;P;1;15;;15564;21232;23371;2446;;;9586;1;1;1;1;1;1;;;+01188600;+4943570;0;1
58;1;28119;P;1;10;;12780;8690;;5439;;;9587;1;1;1;1;1;1;;;+01210285;+4899410;0;1
58;1;28120;P;1;10;;12780;26015;;5439;;;9587;1;1;1;1;1;1;;;+01211145;+4899510;0;1
58;1;28121;P;1;10;;3024;15047;;4834;;;9587;1;1;1;1;1;1;;;+01212710;+4900155;0;1
58;1;28122;P;1;10;;8690;12780;12805;5439;;;9588;1;1;1;1;1;1;;;+01210285;+4899410;0;1
58;1;28123;P;1;10;;8690;8561;8350;5439;;;9588;1;1;1;1;1;1;;;+01210175;+4901000;0;1
58;1;28124;P;1;10;;6239;16139;7366;5462;;;9588;1;1;1;1;1;1;;;+01210165;+4901435;0;1
58;1;28125;P;1;3;;13573;21222;;5466;;;9589;1;1;1;1;1;1;;;+01206120;+4901040;0;1
58;1;28126;P;1;10;;13573;14251;3908;5468;;;9589;1;1;1;1;1;1;;;+01208770;+4901030;0;1
58;1;28127;P;1;10;;8350;8690;;5439;;;9589;1;1;1;1;1;1;;;+01210175;+4901000;0;1
58;1;28128;P;1;10;;8561;15047;;5439;;;9589;1;1;1;1;1;1;;;+01211430;+4900880;0;1
58;1;28129;P;1;10;;16068;1856;;5468;;;9590;1;1;1;1;1;1;;;+01208030;+4900155;0;1
58;1;28130;P;1;12;;16068;25949;;5468;;;9590;1;1;1;1;1;1;;;+01209220;+4899975;0;1
58;1;28133;P;1;10;;10586;14105;11252;5493;;;9592;1;1;1;1;1;1;;;+01102060;+4947220;0;1
58;1;28134;P;1;10;;10597;20657;;5493;;;9592;1;1;1;1;1;1;;;+01100825;+4948230;0;1
58;1;28135;P;1;10;;8492;23319;;5513;;;9593;1;1;1;1;1;1;;;+01098845;+4945690;0;1
58;1;28136;P;1;10;;8492;12206;;5513;;;9593;1;1;1;1;1;1;;;+01101075;+4946150;0;1
58;1;28137;P;1;10;;28634;17864;;5495;;;9594;1;1;1;1;1;1;;;+01108410;+4945620;0;1
58;1;28138;P;1;10;;21080;25019;15269;4784;;;9594;1;1;1;1;1;1;;;+01108910;+4945760;0;1
58;1;28139;P;1;10;;21232;3371;3226;4791;;;9595;1;1;1;1;1;1;;;+01111780;+4943810;0;1
58;1;28140;P;1;10;;21232;10354;;4791;;;9595;1;1;1;1;1;1;;;+01109960;+4944305;0;1
58;1;28141;P;3;1;;21232;16621;;5444;;;9595;0;0;0;0;1;1;;;+01108915;+4944700;0;1
58;1;28142;P;1;10;;17814;3226;8079;4791;;;9596;1;1;1;1;1;1;;;+01110300;+4943140;0;1
58;1;28143;P;1;10;;10354;21232;10672;4791;;;9596;1;1;1;1;1;1;;;+01109960;+4944305;0;1
58;1;28144;P;1;12;;13154;17814;;4854;;;9597;1;1;1;1;1;1;;;+01111295;+4941265;0;1
58;1;28145;P;1;12;;13154;9229;;4854;;;9597;1;1;1;1;1;1;;;+01113170;+4942125;0;1
58;1;28146;P;1;10;;10593;21232;;5023;;;9597;1;1;1;1;1;1;;;+01113135;+4943250;0;1
58;1;28147;P;1;10;;28463;17814;;4854;;;9598;1;1;1;1;1;1;;;+01111480;+4940390;0;1
58;1;28148;P;1;12;;28463;4623;15712;4854;;;9598;1;1;1;1;1;1;;;+01112340;+4939800;0;1
58;1;28149;P;1;10;;4623;9229;;4854;;;9598;1;1;1;1;1;1;;;+01114420;+4941260;0;1
58;1;28150;P;1;12;;4623;19427;;4854;;;9598;1;1;1;1;1;1;;;+01115275;+4941630;0;1
58;1;28151;P;1;3;;9229;19006;;1233;;;9599;1;1;1;1;1;1;;;+01117000;+4939130;0;0
58;1;28152;P;1;12;;9229;13154;;4854;;;9599;1;1;1;1;1;1;;;+01113170;+4942125;0;1
58;1;28153;P;1;10;;1237;22079;;5497;;;9600;1;1;1;1;1;1;;;+01106365;+4944830;0;1
58;1;28154;P;1;12;;8185;24596;;5515;;;9600;1;1;1;1;1;1;;;+01106790;+4944725;0;1
58;1;28155;P;1;10;;16591;7340;;5415;;;9601;1;1;1;1;1;1;;;+01105885;+4948415;0;1
58;1;28156;P;1;10;;16591;28394;21091;5527;;;9601;1;1;1;1;1;1;;;+01110500;+4948420;0;1
58;1;28157;P;1;10;;3796;28630;;5527;;;9601;1;1;1;1;1;1;;;+01112530;+4948925;0;1
58;1;28158;P;1;10;;4857;20480;;4956;;;9602;1;1;1;1;1;1;;;+01107235;+4946085;0;1
58;1;28159;P;1;10;;4857;26280;18490;4956;;;9602;1;1;1;1;1;1;;;+01107295;+4945845;0;1
58;1;28160;P;1;10;;4857;18867;;4956;;;9602;1;1;1;1;1;1;;;+01106820;+4946930;0;1
58;1;28161;P;1;10;;8639;16827;;4792;;;9603;1;1;1;1;1;1;;;+01104150;+4945580;0;1
58;1;28162;P;1;10;;25117;1237;;5497;;;9603;1;1;1;1;1;1;;;+01106365;+4944830;0;1
58;1;28163;P;1;12;;24021;22079;;5457;;;9604;1;1;1;1;1;1;;;+01100505;+4944010;0;1
58;1;28164;P;1;10;;24021;15640;;5457;;;9604;1;1;1;1;1;1;;;+01101600;+4945370;0;1
58;1;28165;P;1;10;;24021;8639;;4890;;;9604;1;1;1;1;1;1;;;+01102310;+4946170;0;1
58;1;28166;P;1;10;;22079;26446;;4957;;;9605;1;1;1;1;1;1;;;+01103610;+4944080;0;1
58;1;28167;P;1;10;;22079;8076;;4983;;;9605;1;1;1;1;1;1;;;+01105480;+4944450;0;1
58;1;28168;P;1;10;;22079;1237;;5497;;;9605;1;1;1;1;1;1;;;+01106365;+4944830;0;1
58;1;28169;P;1;10;;2995;2993;14467;5515;;;9606;1;1;1;1;1;1;;;+01108205;+4944780;0;1
58;1;28170;P;1;10;;2995;6513;;5502;;;9606;1;1;1;1;1;1;;;+01109730;+4944880;0;1
58;1;28171;P;1;10;;19807;5376;6236;4888;;;9606;1;1;1;1;1;1;;;+01111860;+4945570;0;1
58;1;28172;P;1;10;;25019;21080;;4784;;;9607;1;1;1;1;1;1;;;+01108910;+4945760;0;1
58;1;28173;P;1;10;;28636;6236;27244;4784;;;9607;1;1;1;1;1;1;;;+01110590;+4946050;0;1
58;1;28174;P;1;10;;3232;21080;;4784;;;9608;1;1;1;1;1;1;;;+01108910;+4945760;0;1
58;1;28175;P;1;10;;28630;27244;11556;4967;;;9608;1;1;1;1;1;1;;;+01109780;+4946690;0;1
58;1;28191;P;1;3;17;21839;4568;;358;;;9612;1;1;1;1;1;1;;;+00873720;+5314390;0;1
58;1;28192;P;1;12;;18179;21838;;3125;;;9612;0;1;1;0;1;1;;;+00875200;+5319460;0;1
58;1;28196;P;1;10;;3933;23331;;358;;;50903;1;1;1;1;1;1;;;+00882530;+5307890;0;1
58;1;28197;P;1;10;;3933;24393;;358;;;50903;1;1;1;1;1;1;;;+00885220;+5307360;0;1
58;1;28198;P;1;10;;24870;16486;;358;;;34807;1;1;1;1;1;1;;;+00887220;+5306750;0;1
58;1;28199;P;1;10;;18881;10608;;358;;;34645;1;1;1;1;1;1;;;+00878530;+5308890;0;1
58;1;28200;P;1;6;;10608;26124;;358;;;34651;1;1;1;1;1;1;;;+00879360;+5309260;0;1
58;1;28201;P;1;10;;26747;26748;;358;;;34654;1;1;1;1;1;1;;;+00878500;+5310250;0;1
58;1;28202;P;1;10;;14271;23331;;358;;;34781;1;1;1;1;1;1;;;+00883750;+5308250;0;1
58;1;28203;P;1;6;;14271;13493;;358;;;34781;1;1;1;1;1;1;;;+00885390;+5308250;0;1
58;1;28204;P;1;6;;21658;5217;;358;;;9616;1;1;1;1;1;1;;;+00887555;+5308250;0;1
58;1;28205;P;1;3;20;21658;4580;;358;;;9616;1;1;1;1;1;1;;;+00890750;+5308220;0;1
58;1;28206;P;1;10;;8166;21871;;358;;;34555;1;1;1;1;1;1;;;+00893050;+5308760;0;1
58;1;28207;P;1;10;;6372;18217;;358;;;34713;1;1;1;1;1;1;;;+00878230;+5306680;0;1
58;1;28208;P;1;10;;16732;1089;;358;;;34720;1;1;1;1;1;1;;;+00880055;+5307860;0;1
58;1;28209;P;1;10;;5216;4535;;358;;;34747;1;1;1;1;1;1;;;+00880860;+5308310;0;1
58;1;28210;P;1;10;;16732;27697;;358;;;34720;1;1;1;1;1;1;;;+00880640;+5307360;0;1
58;1;28211;P;1;10;;7686;1089;;358;;;34728;1;1;1;1;1;1;;;+00880055;+5307860;0;1
58;1;28212;P;1;10;;6234;6681;;358;;;34730;1;1;1;1;1;1;;;+00879640;+5308220;0;1
58;1;28213;P;1;10;;6234;6233;;358;;;34730;1;1;1;1;1;1;;;+00879695;+5308360;0;1
58;1;28214;P;1;12;;5650;4535;;358;;;34733;1;1;1;1;1;1;;;+00880280;+5308590;0;1
