CID;TABCD;LCD;INT_CID;INT_TABCD;INT_LCD
58;1;20314;58;1;12540
58;1;20317;58;1;22531
58;1;20318;58;1;22533
58;1;20319;58;1;12266
58;1;20320;58;1;13548
58;1;20321;58;1;12544
58;1;20323;58;1;20948
58;1;20325;58;1;33187
58;1;20327;58;1;33208
58;1;20330;58;1;22808
58;1;20347;58;1;43568
58;1;20348;58;1;12799
58;1;20349;58;1;25714
58;1;20350;58;1;21208
58;1;20351;58;1;29496
58;1;20352;58;1;21190
58;1;20353;58;1;20509
58;1;20354;58;1;21519
58;1;20355;58;1;21004
58;1;20356;58;1;25500
58;1;20357;58;1;25676
58;1;20358;58;1;25686
58;1;20359;58;1;21105
58;1;20360;58;1;11188
58;1;20361;58;1;21120
58;1;20362;58;1;10367
58;1;20363;58;1;30190
58;1;20364;58;1;25655
58;1;20365;58;1;21020
58;1;20366;58;1;21021
58;1;20367;58;1;41037
58;1;20368;58;1;14047
58;1;20369;58;1;41028
58;1;20371;58;1;21225
58;1;20372;58;1;4013
58;1;20374;58;1;20393
58;1;20375;58;1;20394
58;1;20377;58;1;34404
58;1;20378;58;1;34265
58;1;20381;58;1;10200
58;1;20382;58;1;26572
58;1;20383;58;1;33771
58;1;20385;58;1;27036
58;1;20386;58;1;27062
58;1;20387;58;1;32701
58;1;20388;58;1;34392
58;1;20389;58;1;34372
58;1;20393;58;1;20374
58;1;20394;58;1;20647
58;1;20395;58;1;3959
58;1;20397;58;1;21522
58;1;20398;58;1;3899
58;1;20399;58;1;12810
58;1;20400;58;1;22042
58;1;20401;58;1;34361
58;1;20402;58;1;26604
58;1;20403;58;1;10546
58;1;20404;58;1;20222
58;1;20405;58;1;20221
58;1;20406;58;1;3335
58;1;20407;58;1;21241
58;1;20408;58;1;3258
58;1;20410;58;1;24066
58;1;20411;58;1;24065
58;1;20412;58;1;20524
58;1;20413;58;1;23018
58;1;20414;58;1;10660
58;1;20415;58;1;30035
58;1;20416;58;1;47347
58;1;20417;58;1;21351
58;1;20418;58;1;21328
58;1;20419;58;1;21338
58;1;20420;58;1;37755
58;1;20421;58;1;20450
58;1;20422;58;1;20449
58;1;20423;58;1;10440
58;1;20424;58;1;25660
58;1;20428;58;1;20476
58;1;20430;58;1;38485
58;1;20432;58;1;47065
58;1;20433;58;1;37717
58;1;20434;58;1;25085
58;1;20436;58;1;20464
58;1;20437;58;1;10553
58;1;20438;58;1;37602
58;1;20439;58;1;37516
58;1;20440;58;1;37870
58;1;20441;58;1;20442
58;1;20442;58;1;20489
58;1;20443;58;1;20491
58;1;20444;58;1;37899
58;1;20445;58;1;37879
58;1;20446;58;1;21333
58;1;20447;58;1;21334
58;1;20448;58;1;37753
58;1;20449;58;1;37819
58;1;20450;58;1;20421
58;1;20451;58;1;10438
58;1;20452;58;1;37503
58;1;20453;58;1;37928
58;1;20454;58;1;37501
58;1;20455;58;1;21344
58;1;20457;58;1;25745
58;1;20458;58;1;21355
58;1;20459;58;1;21356
58;1;20460;58;1;28286
58;1;20461;58;1;28295
58;1;20462;58;1;38037
58;1;20463;58;1;20620
58;1;20464;58;1;20436
58;1;20465;58;1;37592
58;1;20466;58;1;37604
58;1;20467;58;1;37660
58;1;20468;58;1;37586
58;1;20470;58;1;37684
58;1;20471;58;1;37667
58;1;20472;58;1;37750
58;1;20473;58;1;37767
58;1;20475;58;1;20430
58;1;20476;58;1;20428
58;1;20477;58;1;10444
58;1;20478;58;1;38401
58;1;20480;58;1;28272
58;1;20481;58;1;38307
58;1;20482;58;1;38370
58;1;20483;58;1;37523
58;1;20484;58;1;47371
58;1;20485;58;1;10653
58;1;20487;58;1;23011
58;1;20489;58;1;20441
58;1;20491;58;1;20443
58;1;20494;58;1;37636
58;1;20495;58;1;37682
58;1;20496;58;1;37666
58;1;20497;58;1;37694
58;1;20498;58;1;52477
58;1;20499;58;1;42522
58;1;20500;58;1;42568
58;1;20501;58;1;42570
58;1;20502;58;1;10360
58;1;20503;58;1;24620
58;1;20504;58;1;24619
58;1;20505;58;1;51513
58;1;20506;58;1;21514
58;1;20507;58;1;52429
58;1;20508;58;1;21191
58;1;20509;58;1;20353
58;1;20513;58;1;21222
58;1;20514;58;1;12806
58;1;20515;58;1;3828
58;1;20516;58;1;22040
58;1;20517;58;1;33699
58;1;20519;58;1;26609
58;1;20520;58;1;20218
58;1;20521;58;1;21238
58;1;20523;58;1;24064
58;1;20524;58;1;20412
58;1;20525;58;1;27250
58;1;20526;58;1;26899
58;1;20527;58;1;27300
58;1;20528;58;1;26846
58;1;20529;58;1;26841
58;1;20530;58;1;26851
58;1;20531;58;1;10291
58;1;20536;58;1;10288
58;1;20537;58;1;11497
58;1;20538;58;1;20992
58;1;20539;58;1;30043
58;1;20540;58;1;26515
58;1;20541;58;1;21358
58;1;20542;58;1;21357
58;1;20544;58;1;37518
58;1;20545;58;1;38064
58;1;20546;58;1;25747
58;1;20548;58;1;25662
58;1;20549;58;1;38246
58;1;20551;58;1;21368
58;1;20553;58;1;27456
58;1;20554;58;1;32069
58;1;20555;58;1;23853
58;1;20556;58;1;27475
58;1;20558;58;1;31668
58;1;20561;58;1;61287
58;1;20564;58;1;28000
58;1;20565;58;1;28006
58;1;20566;58;1;30274
58;1;20567;58;1;27546
58;1;20568;58;1;27952
58;1;20569;58;1;23831
58;1;20570;58;1;12728
58;1;20572;58;1;27413
58;1;20573;58;1;12820
58;1;20574;58;1;22826
58;1;20576;58;1;27432
58;1;20577;58;1;12826
58;1;20579;58;1;20869
58;1;20585;58;1;27632
58;1;20586;58;1;27649
58;1;20587;58;1;25317
58;1;20588;58;1;25316
58;1;20589;58;1;27645
58;1;20590;58;1;27658
58;1;20592;58;1;47068
58;1;20593;58;1;47178
58;1;20594;58;1;38268
58;1;20595;58;1;38418
58;1;20596;58;1;28270
58;1;20597;58;1;37930
58;1;20598;58;1;38191
58;1;20599;58;1;25582
58;1;20600;58;1;25758
58;1;20601;58;1;37522
58;1;20604;58;1;38165
58;1;20605;58;1;28290
58;1;20606;58;1;20705
58;1;20607;58;1;25648
58;1;20608;58;1;33915
58;1;20609;58;1;22059
58;1;20610;58;1;10314
58;1;20613;58;1;33565
58;1;20614;58;1;21000
58;1;20615;58;1;34142
58;1;20617;58;1;21569
58;1;20619;58;1;10266
58;1;20620;58;1;20463
58;1;20621;58;1;24634
58;1;20622;58;1;42809
58;1;20624;58;1;20912
58;1;20627;58;1;20915
58;1;20628;58;1;34439
58;1;20629;58;1;26580
58;1;20630;58;1;10383
58;1;20631;58;1;34160
58;1;20632;58;1;25643
58;1;20633;58;1;26584
58;1;20636;58;1;26590
58;1;20637;58;1;34128
58;1;20638;58;1;33924
58;1;20639;58;1;25400
58;1;20640;58;1;25401
58;1;20641;58;1;10338
58;1;20642;58;1;25525
58;1;20643;58;1;25526
58;1;20644;58;1;34374
58;1;20647;58;1;20375
58;1;20648;58;1;12924
58;1;20649;58;1;22936
58;1;20650;58;1;31693
58;1;20652;58;1;22995
58;1;20657;58;1;12251
58;1;20658;58;1;46748
58;1;20659;58;1;23841
58;1;20660;58;1;20932
58;1;20661;58;1;30079
58;1;20662;58;1;27377
58;1;20663;58;1;12944
58;1;20674;58;1;27539
58;1;20677;58;1;20858
58;1;20680;58;1;27537
58;1;20681;58;1;8106
58;1;20689;58;1;21585
58;1;20690;58;1;27612
58;1;20694;58;1;26068
58;1;20695;58;1;31555
58;1;20697;58;1;10792
58;1;20698;58;1;25308
58;1;20699;58;1;26072
58;1;20700;58;1;27637
58;1;20701;58;1;24313
58;1;20704;58;1;34048
58;1;20705;58;1;20606
58;1;20708;58;1;31547
58;1;20709;58;1;27481
58;1;20710;58;1;23854
58;1;20715;58;1;32082
58;1;20717;58;1;32124
58;1;20718;58;1;12990
58;1;20719;58;1;27949
58;1;20720;58;1;27942
58;1;20721;58;1;27950
58;1;20722;58;1;27417
58;1;20723;58;1;23829
58;1;20724;58;1;27416
58;1;20725;58;1;27879
58;1;20727;58;1;35036
58;1;20728;58;1;27427
58;1;20730;58;1;33381
58;1;20731;58;1;31640
58;1;20734;58;1;22821
58;1;20735;58;1;20964
58;1;20736;58;1;26398
58;1;20738;58;1;28035
58;1;20739;58;1;27395
58;1;20740;58;1;27794
58;1;20742;58;1;60940
58;1;20743;58;1;21432
58;1;20744;58;1;61378
58;1;20745;58;1;23746
58;1;20747;58;1;33018
58;1;20751;58;1;11906
58;1;20752;58;1;20815
58;1;20753;58;1;27839
58;1;20754;58;1;30119
58;1;20756;58;1;23789
58;1;20757;58;1;33034
58;1;20758;58;1;33055
58;1;20760;58;1;12284
58;1;20763;58;1;46865
58;1;20765;58;1;10846
58;1;20767;58;1;21287
58;1;20770;58;1;22966
58;1;20771;58;1;30868
58;1;20772;58;1;22941
58;1;20774;58;1;22344
58;1;20775;58;1;23705
58;1;20778;58;1;23008
58;1;20779;58;1;23718
58;1;20782;58;1;12648
58;1;20787;58;1;54790
58;1;20789;58;1;30976
58;1;20793;58;1;42097
58;1;20795;58;1;22366
58;1;20796;58;1;54716
58;1;20798;58;1;20302
58;1;20799;58;1;54721
58;1;20800;58;1;20304
58;1;20803;58;1;26027
58;1;20806;58;1;23164
58;1;20807;58;1;21277
58;1;20813;58;1;33008
58;1;20815;58;1;20752
58;1;20819;58;1;33059
58;1;20820;58;1;61401
58;1;20822;58;1;21443
58;1;20826;58;1;28173
58;1;20829;58;1;10828
58;1;20830;58;1;27808
58;1;20831;58;1;31597
58;1;20835;58;1;61325
58;1;20838;58;1;32166
58;1;20839;58;1;22654
58;1;20841;58;1;27805
58;1;20842;58;1;61291
58;1;20850;58;1;12848
58;1;20852;58;1;12583
58;1;20853;58;1;27578
58;1;20855;58;1;27508
58;1;20856;58;1;22881
58;1;20858;58;1;20677
58;1;20862;58;1;27541
58;1;20864;58;1;26058
58;1;20869;58;1;20579
58;1;20870;58;1;12830
58;1;20871;58;1;31337
58;1;20873;58;1;31351
58;1;20875;58;1;31377
58;1;20877;58;1;32352
58;1;20878;58;1;31333
58;1;20880;58;1;28121
58;1;20881;58;1;28128
58;1;20882;58;1;25141
58;1;20883;58;1;31688
58;1;20885;58;1;20980
58;1;20886;58;1;32396
58;1;20887;58;1;12869
58;1;20889;58;1;32366
58;1;20891;58;1;25334
58;1;20892;58;1;21809
58;1;20895;58;1;46687
58;1;20896;58;1;46600
58;1;20900;58;1;22858
58;1;20904;58;1;31754
58;1;20905;58;1;21486
58;1;20906;58;1;21086
58;1;20907;58;1;12773
58;1;20909;58;1;42575
58;1;20910;58;1;11204
58;1;20911;58;1;51549
58;1;20912;58;1;254
58;1;20915;58;1;20627
58;1;20916;58;1;25638
58;1;20918;58;1;21028
58;1;20919;58;1;20264
58;1;20920;58;1;26913
58;1;20921;58;1;26643
58;1;20922;58;1;26871
58;1;20923;58;1;27201
58;1;20925;58;1;10188
58;1;20928;58;1;26439
58;1;20929;58;1;28015
58;1;20931;58;1;23842
58;1;20932;58;1;20660
58;1;20933;58;1;27441
58;1;20937;58;1;13669
58;1;20939;58;1;13692
58;1;20942;58;1;22803
58;1;20945;58;1;13550
58;1;20947;58;1;12546
58;1;20948;58;1;20323
58;1;20950;58;1;33190
58;1;20951;58;1;33162
58;1;20952;58;1;33169
58;1;20956;58;1;42417
58;1;20957;58;1;33216
58;1;20961;58;1;27394
58;1;20963;58;1;33367
58;1;20964;58;1;20735
58;1;20966;58;1;12737
58;1;20967;58;1;27871
58;1;20969;58;1;33467
58;1;20970;58;1;26402
58;1;20971;58;1;22636
58;1;20972;58;1;22833
58;1;20973;58;1;31645
58;1;20974;58;1;43175
58;1;20975;58;1;28032
58;1;20979;58;1;28054
58;1;20980;58;1;20885
58;1;20982;58;1;60394
58;1;20986;58;1;24067
58;1;20987;58;1;10666
58;1;20988;58;1;26524
58;1;20989;58;1;33974
58;1;20991;58;1;30265
58;1;20992;58;1;20538
58;1;20993;58;1;21365
58;1;20994;58;1;10257
58;1;20995;58;1;21562
58;1;20996;58;1;21563
58;1;20998;58;1;34051
58;1;20999;58;1;20272
58;1;21000;58;1;20614
58;1;21001;58;1;21091
58;1;21002;58;1;25498
58;1;21003;58;1;25487
58;1;21004;58;1;20355
58;1;21006;58;1;29247
58;1;21007;58;1;51492
58;1;21008;58;1;25502
58;1;21009;58;1;25688
58;1;21010;58;1;4474
58;1;21011;58;1;21103
58;1;21012;58;1;21159
58;1;21014;58;1;51430
58;1;21015;58;1;21116
58;1;21016;58;1;10364
58;1;21017;58;1;24624
58;1;21018;58;1;25707
58;1;21019;58;1;25656
58;1;21020;58;1;20365
58;1;21021;58;1;20366
58;1;21023;58;1;40482
58;1;21024;58;1;10324
58;1;21025;58;1;33939
58;1;21026;58;1;26596
58;1;21027;58;1;25518
58;1;21028;58;1;33696
58;1;21030;58;1;2746
58;1;21033;58;1;10385
58;1;21034;58;1;25642
58;1;21038;58;1;46720
58;1;21039;58;1;32116
58;1;21040;58;1;27446
58;1;21041;58;1;23844
58;1;21046;58;1;27442
58;1;21051;58;1;33201
58;1;21053;58;1;27898
58;1;21056;58;1;31490
58;1;21057;58;1;22811
58;1;21059;58;1;27385
58;1;21062;58;1;22810
58;1;21064;58;1;25679
58;1;21066;58;1;57079
58;1;21067;58;1;24628
58;1;21068;58;1;11195
58;1;21073;58;1;25799
58;1;21074;58;1;25800
58;1;21076;58;1;43178
58;1;21077;58;1;36037
58;1;21078;58;1;22847
58;1;21081;58;1;27766
58;1;21083;58;1;12775
58;1;21084;58;1;32035
58;1;21086;58;1;21487
58;1;21087;58;1;21488
58;1;21089;58;1;25482
58;1;21090;58;1;12440
58;1;21091;58;1;21001
58;1;21093;58;1;25496
58;1;21094;58;1;25488
58;1;21095;58;1;30207
58;1;21096;58;1;12448
58;1;21103;58;1;21011
58;1;21104;58;1;21160
58;1;21105;58;1;20359
58;1;21106;58;1;30323
58;1;21107;58;1;21498
58;1;21108;58;1;25485
58;1;21109;58;1;42597
58;1;21110;58;1;25489
58;1;21111;58;1;11175
58;1;21113;58;1;233
58;1;21114;58;1;42566
58;1;21115;58;1;25704
58;1;21116;58;1;21015
58;1;21117;58;1;10365
58;1;21119;58;1;10366
58;1;21120;58;1;20361
58;1;21121;58;1;34187
58;1;21122;58;1;30054
58;1;21123;58;1;33878
58;1;21125;58;1;22054
58;1;21126;58;1;26544
58;1;21127;58;1;34185
58;1;21128;58;1;33604
58;1;21131;58;1;26998
58;1;21132;58;1;25601
58;1;21133;58;1;31045
58;1;21134;58;1;27026
58;1;21135;58;1;27032
58;1;21136;58;1;27042
58;1;21137;58;1;27034
58;1;21138;58;1;27086
58;1;21139;58;1;27079
58;1;21140;58;1;27076
58;1;21141;58;1;27184
58;1;21142;58;1;26629
58;1;21143;58;1;27179
58;1;21144;58;1;27305
58;1;21155;58;1;13690
58;1;21156;58;1;31526
58;1;21159;58;1;21012
58;1;21160;58;1;21104
58;1;21161;58;1;25687
58;1;21162;58;1;25501
58;1;21168;58;1;29468
58;1;21169;58;1;12790
58;1;21170;58;1;25378
58;1;21171;58;1;29471
58;1;21173;58;1;25796
58;1;21174;58;1;12704
58;1;21177;58;1;21214
58;1;21178;58;1;25847
58;1;21179;58;1;22061
58;1;21180;58;1;30224
58;1;21182;58;1;12794
58;1;21183;58;1;25718
58;1;21184;58;1;51669
58;1;21185;58;1;21216
58;1;21187;58;1;43896
58;1;21188;58;1;21206
58;1;21189;58;1;21207
58;1;21190;58;1;20352
58;1;21191;58;1;20508
58;1;21192;58;1;20507
58;1;21193;58;1;25710
58;1;21195;58;1;25391
58;1;21196;58;1;33998
58;1;21197;58;1;20215
58;1;21198;58;1;22037
58;1;21199;58;1;22065
58;1;21200;58;1;29374
58;1;21201;58;1;29375
58;1;21202;58;1;21220
58;1;21203;58;1;21218
58;1;21204;58;1;12802
58;1;21205;58;1;29498
58;1;21206;58;1;21188
58;1;21207;58;1;21189
58;1;21208;58;1;20350
58;1;21210;58;1;21211
58;1;21211;58;1;21210
58;1;21212;58;1;25779
58;1;21213;58;1;29493
58;1;21214;58;1;5616
58;1;21215;58;1;29426
58;1;21216;58;1;30221
58;1;21217;58;1;25723
58;1;21218;58;1;29414
58;1;21219;58;1;12803
58;1;21220;58;1;21202
58;1;21221;58;1;12805
58;1;21222;58;1;20513
58;1;21223;58;1;29410
58;1;21225;58;1;20371
58;1;21226;58;1;11049
58;1;21227;58;1;7940
58;1;21228;58;1;21755
58;1;21229;58;1;23221
58;1;21231;58;1;22096
58;1;21232;58;1;52241
58;1;21233;58;1;25788
58;1;21234;58;1;29358
58;1;21235;58;1;24965
58;1;21236;58;1;21248
58;1;21238;58;1;20521
58;1;21239;58;1;33678
58;1;21240;58;1;11698
58;1;21241;58;1;20407
58;1;21242;58;1;13180
58;1;21243;58;1;24068
58;1;21244;58;1;20209
58;1;21245;58;1;24962
58;1;21246;58;1;10536
58;1;21247;58;1;29362
58;1;21248;58;1;21236
58;1;21250;58;1;25730
58;1;21251;58;1;21350
58;1;21257;58;1;46763
58;1;21258;58;1;22914
58;1;21259;58;1;22913
58;1;21260;58;1;12973
58;1;21261;58;1;26298
58;1;21262;58;1;27437
58;1;21266;58;1;22529
58;1;21270;58;1;12541
58;1;21272;58;1;12270
58;1;21273;58;1;23740
58;1;21276;58;1;26054
58;1;21277;58;1;20807
58;1;21278;58;1;11895
58;1;21280;58;1;22571
58;1;21285;58;1;10848
58;1;21287;58;1;20767
58;1;21288;58;1;25188
58;1;21292;58;1;12288
58;1;21296;58;1;22242
58;1;21297;58;1;12413
58;1;21298;58;1;22835
58;1;21299;58;1;22556
58;1;21300;58;1;22557
58;1;21306;58;1;24721
58;1;21308;58;1;21754
58;1;21309;58;1;54013
58;1;21310;58;1;23223
58;1;21311;58;1;23224
58;1;21312;58;1;23225
58;1;21314;58;1;28401
58;1;21315;58;1;22100
58;1;21316;58;1;25769
58;1;21317;58;1;54294
58;1;21318;58;1;21348
58;1;21319;58;1;37866
58;1;21320;58;1;47370
58;1;21321;58;1;24058
58;1;21323;58;1;47382
58;1;21324;58;1;10655
58;1;21325;58;1;47376
58;1;21326;58;1;37525
58;1;21327;58;1;47348
58;1;21328;58;1;20418
58;1;21331;58;1;37650
58;1;21332;58;1;37638
58;1;21333;58;1;20446
58;1;21334;58;1;20447
58;1;21335;58;1;47329
58;1;21336;58;1;47350
58;1;21337;58;1;47331
58;1;21338;58;1;20419
58;1;21339;58;1;37917
58;1;21340;58;1;10434
58;1;21341;58;1;47500
58;1;21342;58;1;25733
58;1;21343;58;1;25732
58;1;21344;58;1;20455
58;1;21345;58;1;37854
58;1;21346;58;1;10650
58;1;21347;58;1;24054
58;1;21348;58;1;21318
58;1;21350;58;1;21251
58;1;21351;58;1;20417
58;1;21352;58;1;10433
58;1;21353;58;1;37956
58;1;21354;58;1;25578
58;1;21355;58;1;20458
58;1;21356;58;1;20459
58;1;21357;58;1;33618
58;1;21358;58;1;20541
58;1;21359;58;1;10264
58;1;21360;58;1;25672
58;1;21361;58;1;33637
58;1;21362;58;1;21565
58;1;21363;58;1;21564
58;1;21364;58;1;34217
58;1;21365;58;1;20993
58;1;21367;58;1;60893
58;1;21368;58;1;20551
58;1;21369;58;1;60891
58;1;21371;58;1;42336
58;1;21372;58;1;26183
58;1;21373;58;1;12907
58;1;21375;58;1;60895
58;1;21376;58;1;27453
58;1;21378;58;1;23848
58;1;21379;58;1;23847
58;1;21381;58;1;27445
58;1;21382;58;1;32089
58;1;21383;58;1;60859
58;1;21385;58;1;27462
58;1;21386;58;1;12920
58;1;21389;58;1;22694
58;1;21390;58;1;28005
58;1;21391;58;1;30281
58;1;21392;58;1;27466
58;1;21393;58;1;27467
58;1;21394;58;1;27892
58;1;21396;58;1;27908
58;1;21397;58;1;32282
58;1;21398;58;1;32281
58;1;21399;58;1;27421
58;1;21404;58;1;32269
58;1;21405;58;1;32270
58;1;21407;58;1;22815
58;1;21408;58;1;29839
58;1;21409;58;1;22813
58;1;21412;58;1;27386
58;1;21417;58;1;31861
58;1;21421;58;1;13804
58;1;21423;58;1;7725
58;1;21424;58;1;35266
58;1;21425;58;1;35269
58;1;21426;58;1;22102
58;1;21429;58;1;33240
58;1;21430;58;1;60943
58;1;21431;58;1;60938
58;1;21432;58;1;20743
58;1;21433;58;1;20744
58;1;21434;58;1;36108
58;1;21436;58;1;11911
58;1;21437;58;1;61399
58;1;21438;58;1;60955
58;1;21439;58;1;27901
58;1;21441;58;1;42292
58;1;21442;58;1;27902
58;1;21443;58;1;20822
58;1;21444;58;1;28089
58;1;21446;58;1;24004
58;1;21447;58;1;23993
58;1;21452;58;1;28157
58;1;21453;58;1;10829
58;1;21454;58;1;60993
58;1;21455;58;1;27809
58;1;21456;58;1;60310
58;1;21457;58;1;60311
58;1;21458;58;1;27750
58;1;21459;58;1;27824
58;1;21460;58;1;27673
58;1;21462;58;1;23807
58;1;21464;58;1;43002
58;1;21468;58;1;27721
58;1;21470;58;1;12765
58;1;21474;58;1;21802
58;1;21480;58;1;12766
58;1;21481;58;1;27716
58;1;21482;58;1;22854
58;1;21483;58;1;27693
58;1;21484;58;1;25811
58;1;21486;58;1;20905
58;1;21487;58;1;20906
58;1;21488;58;1;21087
58;1;21490;58;1;12436
58;1;21492;58;1;25471
58;1;21494;58;1;26008
58;1;21496;58;1;25494
58;1;21497;58;1;22544
58;1;21498;58;1;21107
58;1;21499;58;1;25486
58;1;21502;58;1;25472
58;1;21505;58;1;25699
58;1;21506;58;1;25720
58;1;21507;58;1;25510
58;1;21508;58;1;42737
58;1;21509;58;1;42977
58;1;21510;58;1;51702
58;1;21511;58;1;24616
58;1;21513;58;1;10354
58;1;21514;58;1;20506
58;1;21518;58;1;25713
58;1;21519;58;1;20354
58;1;21520;58;1;21223
58;1;21521;58;1;3909
58;1;21522;58;1;20397
58;1;21523;58;1;22045
58;1;21524;58;1;10203
58;1;21525;58;1;34012
58;1;21526;58;1;20226
58;1;21527;58;1;22449
58;1;21528;58;1;13189
58;1;21529;58;1;26666
58;1;21530;58;1;24075
58;1;21531;58;1;24076
58;1;21532;58;1;24077
58;1;21533;58;1;24078
58;1;21534;58;1;24079
58;1;21535;58;1;32572
58;1;21536;58;1;24081
58;1;21537;58;1;24082
58;1;21538;58;1;24083
58;1;21539;58;1;24084
58;1;21540;58;1;24085
58;1;21541;58;1;24086
58;1;21542;58;1;24087
58;1;21543;58;1;24088
58;1;21544;58;1;24080
58;1;21545;58;1;24090
58;1;21546;58;1;24091
58;1;21547;58;1;24092
58;1;21548;58;1;24093
58;1;21549;58;1;24094
58;1;21550;58;1;26905
58;1;21551;58;1;32753
58;1;21552;58;1;25616
58;1;21553;58;1;26898
58;1;21554;58;1;27301
58;1;21555;58;1;26850
58;1;21556;58;1;26635
58;1;21557;58;1;26856
58;1;21558;58;1;26858
58;1;21559;58;1;10186
58;1;21560;58;1;3106
58;1;21562;58;1;20995
58;1;21563;58;1;20996
58;1;21564;58;1;21363
58;1;21565;58;1;34179
58;1;21566;58;1;25671
58;1;21569;58;1;20617
58;1;21572;58;1;22899
58;1;21575;58;1;21687
58;1;21576;58;1;12600
58;1;21579;58;1;22889
58;1;21580;58;1;27597
58;1;21582;58;1;31988
58;1;21584;58;1;43084
58;1;21585;58;1;20689
58;1;21586;58;1;26063
58;1;21589;58;1;27616
58;1;21590;58;1;27618
58;1;21591;58;1;12835
58;1;21593;58;1;31356
58;1;21596;58;1;27628
58;1;21597;58;1;10804
58;1;21600;58;1;32312
58;1;21601;58;1;21820
58;1;21605;58;1;24020
58;1;21606;58;1;24019
58;1;21607;58;1;49385
58;1;21609;58;1;44830
58;1;21610;58;1;21623
58;1;21611;58;1;21624
58;1;21613;58;1;10601
58;1;21616;58;1;44563
58;1;21617;58;1;10168
58;1;21619;58;1;10638
58;1;21621;58;1;49379
58;1;21622;58;1;44831
58;1;21623;58;1;21610
58;1;21624;58;1;44542
58;1;21626;58;1;57675
58;1;21627;58;1;25756
58;1;21628;58;1;25109
58;1;21629;58;1;44872
58;1;21631;58;1;23265
58;1;21632;58;1;12390
58;1;21634;58;1;23535
58;1;21637;58;1;24048
58;1;21639;58;1;23333
58;1;21640;58;1;21684
58;1;21641;58;1;10646
58;1;21642;58;1;56281
58;1;21643;58;1;21656
58;1;21644;58;1;6998
58;1;21651;58;1;24139
58;1;21654;58;1;25082
58;1;21655;58;1;10151
58;1;21656;58;1;21643
58;1;21659;58;1;37867
58;1;21660;58;1;37619
58;1;21661;58;1;37633
58;1;21662;58;1;20496
58;1;21663;58;1;21765
58;1;21664;58;1;52218
58;1;21665;58;1;10704
58;1;21666;58;1;28345
58;1;21667;58;1;38968
58;1;21668;58;1;12353
58;1;21671;58;1;22792
58;1;21672;58;1;38969
58;1;21673;58;1;24971
58;1;21674;58;1;28379
58;1;21678;58;1;23229
58;1;21679;58;1;25765
58;1;21680;58;1;23231
58;1;21682;58;1;13343
58;1;21683;58;1;24052
58;1;21684;58;1;23334
58;1;21686;58;1;22897
58;1;21687;58;1;27593
58;1;21689;58;1;11013
58;1;21690;58;1;59364
58;1;21692;58;1;11015
58;1;21693;58;1;24998
58;1;21694;58;1;28300
58;1;21695;58;1;26139
58;1;21697;58;1;10778
58;1;21698;58;1;28651
58;1;21699;58;1;59426
58;1;21700;58;1;10788
58;1;21701;58;1;21706
58;1;21702;58;1;21730
58;1;21703;58;1;10752
58;1;21704;58;1;28660
58;1;21705;58;1;25021
58;1;21706;58;1;21701
58;1;21707;58;1;23560
58;1;21714;58;1;24539
58;1;21715;58;1;10725
58;1;21717;58;1;23324
58;1;21718;58;1;24942
58;1;21719;58;1;21732
58;1;21720;58;1;24944
58;1;21721;58;1;23319
58;1;21723;58;1;24846
58;1;21725;58;1;24991
58;1;21726;58;1;10762
58;1;21727;58;1;10108
58;1;21729;58;1;10110
58;1;21730;58;1;21702
58;1;21731;58;1;10754
58;1;21732;58;1;53955
58;1;21733;58;1;54029
58;1;21734;58;1;23320
58;1;21735;58;1;21774
58;1;21736;58;1;54322
58;1;21737;58;1;24844
58;1;21738;58;1;10102
58;1;21739;58;1;24254
58;1;21741;58;1;22017
58;1;21743;58;1;24682
58;1;21744;58;1;24681
58;1;21746;58;1;24554
58;1;21748;58;1;24555
58;1;21749;58;1;24556
58;1;21750;58;1;24558
58;1;21752;58;1;54245
58;1;21753;58;1;12349
58;1;21754;58;1;28360
58;1;21755;58;1;21228
58;1;21756;58;1;10516
58;1;21757;58;1;46114
58;1;21758;58;1;46061
58;1;21759;58;1;29923
58;1;21760;58;1;23584
58;1;21761;58;1;23585
58;1;21762;58;1;54243
58;1;21765;58;1;21663
58;1;21768;58;1;28352
58;1;21769;58;1;13262
58;1;21770;58;1;10706
58;1;21773;58;1;26111
58;1;21774;58;1;21735
58;1;21775;58;1;24843
58;1;21776;58;1;24842
58;1;21777;58;1;10099
58;1;21778;58;1;24250
58;1;21782;58;1;24392
58;1;21784;58;1;24394
58;1;21785;58;1;23926
58;1;21786;58;1;23883
58;1;21787;58;1;10950
58;1;21789;58;1;25185
58;1;21790;58;1;33114
58;1;21791;58;1;33091
58;1;21793;58;1;22551
58;1;21794;58;1;7923
58;1;21795;58;1;7932
58;1;21796;58;1;35166
58;1;21797;58;1;24143
58;1;21798;58;1;27745
58;1;21800;58;1;27736
58;1;21802;58;1;21474
58;1;21805;58;1;27722
58;1;21806;58;1;46663
58;1;21807;58;1;22662
58;1;21809;58;1;12883
58;1;21811;58;1;27919
58;1;21812;58;1;61302
58;1;21813;58;1;8083
58;1;21814;58;1;13731
58;1;21817;58;1;32391
58;1;21820;58;1;32313
58;1;21821;58;1;25467
58;1;21822;58;1;25265
58;1;21823;58;1;10936
58;1;21825;58;1;24482
58;1;21829;58;1;12029
58;1;21830;58;1;12030
58;1;21832;58;1;58
